data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time,random_seed,scenario
4200.0, MRT_to_KB_001.37_4,33.16,33.16,33.0,64607,dynamic_QL_vehicle_data
4200.0, MRT_to_KB_001.37_5,0.0,3.68,0.0,64607,dynamic_QL_vehicle_data
4200.0, P_to_KBJ_2,128.83,102.07,128.0,64607,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_1,23.36,23.36,104.0,64607,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_2,25.66,23.16,69.0,64607,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_3,5.2,5.64,58.0,64607,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_4,3.55,3.55,35.0,64607,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_1,0.0,15.16,0.0,64607,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_2,25.41,25.41,41.0,64607,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_3,29.61,29.61,39.0,64607,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_4,29.91,35.72,35.0,64607,dynamic_QL_vehicle_data
4500.0, P_to_KBJ_2,131.06,98.61,134.0,64607,dynamic_QL_vehicle_data
4800.0, P_to_KBJ_2,128.06,99.71,111.0,64607,dynamic_QL_vehicle_data
5100.0, P_to_KBJ_2,130.13,101.77,104.0,64607,dynamic_QL_vehicle_data
0.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
300.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,dynamic_QL_vehicle_data
300.0, P_to_KBJ_1,3.0,3.0,22.0,11332,dynamic_QL_vehicle_data
300.0, P_to_KBJ_2,8.7,8.7,14.0,11332,dynamic_QL_vehicle_data
600.0, CMB_to_KBJ_001_2,23.9,20.55,30.0,11332,dynamic_QL_vehicle_data
600.0, KBJ_to_CMB_001_1,0.0,24.97,0.0,11332,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_2,25.16,25.16,47.0,11332,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_3,31.96,31.96,49.0,11332,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_4,28.51,28.51,51.0,11332,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_5,3.55,3.55,19.0,11332,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_1,5.5,5.5,75.0,11332,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_2,18.35,18.35,82.0,11332,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_3,3.0,3.0,44.0,11332,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_4,5.2,5.2,13.0,11332,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_2,30.93,30.93,48.0,11332,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_3,35.31,32.81,48.0,11332,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_4,38.52,30.06,46.0,11332,dynamic_QL_vehicle_data
900.0, P_to_KBJ_1,5.2,5.2,3.0,11332,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_1,9.4,9.4,55.0,11332,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_2,3.55,3.55,69.0,11332,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_3,13.0,13.0,38.0,11332,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_4,5.2,5.2,34.0,11332,dynamic_QL_vehicle_data
1200.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,11332,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001.37_2,10.9,10.9,37.0,11332,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001.37_3,17.46,17.46,40.0,11332,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001.37_4,17.75,17.75,29.0,11332,dynamic_QL_vehicle_data
1500.0, CMB_to_KBJ_001_2,8.7,8.7,53.0,11332,dynamic_QL_vehicle_data
1500.0, CMB_to_KBJ_001_3,6.3,6.3,31.0,11332,dynamic_QL_vehicle_data
1500.0, CMB_to_KBJ_001_4,3.0,3.0,22.0,11332,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,11332,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_2,10.9,10.9,29.0,11332,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_3,24.57,24.57,21.0,11332,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_4,18.8,18.8,29.0,11332,dynamic_QL_vehicle_data
1500.0, P_to_KBJ_2,30.36,30.36,113.0,11332,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_1,8.0,8.0,44.0,11332,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_2,15.35,15.35,39.0,11332,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_3,3.55,3.55,18.0,11332,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_4,5.2,5.2,9.0,11332,dynamic_QL_vehicle_data
1800.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,11332,dynamic_QL_vehicle_data
1800.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
1800.0, MRT_to_KB_001.37_2,0.0,3.65,0.0,11332,dynamic_QL_vehicle_data
1800.0, MRT_to_KB_001.37_3,0.0,3.1,0.0,11332,dynamic_QL_vehicle_data
1800.0, P_to_KBJ_1,0.0,16.59,0.0,11332,dynamic_QL_vehicle_data
