interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts,random_seed,scenario
4500.0,4800.0,0.0, CMB_to_KBJ_001_2,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1,0.0,0.0,0.0,0.0,0.47,13.39,0.24,0.02,2,3,3,3.47,0.0,3,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
5100.0,5153.0,0.0, CMB_to_KBJ_001_2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
0.0,300.0,24.0, CMB_to_KBJ_001_3,24.0,58.65,23,24.0,24.0,2.55,1,25.5,1,24.0,24.0,0.2,0.08,2.49,1.29,4.77,0.12,6,6,6,31.19,1.0,1,Static TL
300.0,600.0,18.0, CMB_to_KBJ_001_3,18.0,49.49,16,17.0,17.0,3.15,1,91.36,2,9.0,9.0,0.16,0.05,2.98,1.54,6.2,0.1,4,4,4,27.22,3.0,1,Static TL
600.0,900.0,77.0, CMB_to_KBJ_001_3,77.0,290.09,74,49.0,49.0,10.0,2,96.57,2,25.67,25.67,0.97,0.25,9.82,0.79,11.12,0.33,8,8,8,93.43,3.0,1,Static TL
900.0,1200.0,110.0, CMB_to_KBJ_001_3,110.0,604.1,106,73.0,73.0,9.95,2,100.0,2,27.5,27.5,2.01,0.35,22.85,0.94,12.6,0.46,10,10,10,133.63,6.0,1,Static TL
1200.0,1500.0,40.0, CMB_to_KBJ_001_3,40.0,123.58,38,30.0,30.0,10.0,2,100.0,2,20.0,20.0,0.41,0.13,5.49,1.2,8.15,0.19,6,6,6,52.96,2.0,1,Static TL
1500.0,1800.0,230.0, CMB_to_KBJ_001_3,230.0,1126.69,226,109.0,109.0,10.0,2,100.0,2,57.5,57.5,3.76,0.75,35.85,0.62,16.53,0.89,15,14,15,257.59,6.0,1,Static TL
1800.0,2100.0,205.0, CMB_to_KBJ_001_3,172.0,1151.47,170,116.0,83.0,10.0,2,100.0,3,68.33,57.33,3.84,0.57,38.37,0.42,22.67,0.64,7,6,8,186.41,3.0,1,Static TL
2100.0,2400.0,315.0, CMB_to_KBJ_001_3,226.0,832.42,223,105.0,105.0,10.0,3,69.98,3,63.0,45.2,2.77,0.74,26.72,0.62,17.58,0.89,12,14,14,255.76,4.0,1,Static TL
2400.0,2700.0,96.0, CMB_to_KBJ_001_3,96.0,694.43,91,92.0,92.0,7.64,1,99.67,2,19.2,19.2,2.31,0.3,25.52,0.52,15.11,0.38,7,7,7,109.38,6.0,1,Static TL
2700.0,3000.0,166.0, CMB_to_KBJ_001_3,166.0,907.8,163,88.0,88.0,10.0,2,91.5,2,41.5,41.5,3.03,0.54,31.71,0.65,14.03,0.67,13,11,13,190.1,6.0,1,Static TL
3000.0,3300.0,278.0, CMB_to_KBJ_001_3,201.0,1377.18,199,116.0,77.0,10.0,2,100.0,2,69.5,50.25,4.59,0.66,44.43,0.64,18.03,0.79,10,12,12,225.05,3.0,1,Static TL
3300.0,3600.0,143.0, CMB_to_KBJ_001_3,143.0,518.09,141,81.0,81.0,7.22,2,62.0,3,71.5,71.5,1.73,0.47,17.2,0.68,15.93,0.59,10,10,10,165.86,3.0,1,Static TL
3600.0,3900.0,81.0, CMB_to_KBJ_001_3,81.0,732.66,79,74.0,74.0,10.0,1,100.0,2,40.5,40.5,2.44,0.26,27.44,1.6,6.81,0.4,14,12,14,106.02,2.0,1,Static TL
3900.0,4200.0,475.0, CMB_to_KBJ_001_3,468.0,1357.65,464,107.0,100.0,10.0,3,66.42,3,79.17,78.0,4.53,1.55,31.94,0.31,30.16,1.68,14,13,16,491.9,6.0,1,Static TL
4200.0,4500.0,493.0, CMB_to_KBJ_001_3,294.0,1195.7,292,132.0,132.0,10.0,3,100.0,3,98.6,58.8,3.99,0.97,35.83,0.91,10.99,1.2,26,29,29,337.44,3.0,1,Static TL
4500.0,4800.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,23.73,1,0.0,0.0,0.0,0.0,0.08,15.11,0.0,0.01,1,1,1,1.01,0.0,1,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,Static TL
5100.0,5313.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,Static TL
0.0,300.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,25.5,1,0.0,0.0,0.0,0.0,0.29,7.67,0.87,0.03,4,4,4,6.26,2.0,2,Static TL
300.0,600.0,19.0, CMB_to_KBJ_001_3,19.0,58.27,17,17.0,17.0,8.92,1,100.0,2,9.5,9.5,0.19,0.06,3.19,1.89,3.96,0.1,6,6,6,26.85,2.0,2,Static TL
600.0,900.0,80.0, CMB_to_KBJ_001_3,80.0,354.77,77,50.0,50.0,9.66,2,92.59,2,26.67,26.67,1.18,0.26,11.61,0.65,12.94,0.33,7,7,7,94.21,3.0,2,Static TL
900.0,1200.0,106.0, CMB_to_KBJ_001_3,106.0,494.74,104,72.0,72.0,8.66,2,100.0,2,26.5,26.5,1.65,0.35,19.77,0.76,13.94,0.45,9,9,9,132.06,8.0,2,Static TL
1200.0,1500.0,78.0, CMB_to_KBJ_001_3,78.0,282.21,76,48.0,48.0,8.85,2,68.42,2,39.0,39.0,0.94,0.25,8.95,0.74,16.88,0.31,5,5,5,88.15,2.0,2,Static TL
1500.0,1800.0,172.0, CMB_to_KBJ_001_3,172.0,651.65,170,114.0,114.0,10.0,2,74.99,2,86.0,86.0,2.17,0.57,19.07,0.64,15.35,0.66,12,12,12,192.47,3.0,2,Static TL
1800.0,2100.0,66.0, CMB_to_KBJ_001_3,66.0,156.28,64,35.0,35.0,9.1,3,86.77,3,22.0,22.0,0.52,0.21,7.92,1.46,6.19,0.35,14,13,14,95.22,7.0,2,Static TL
2100.0,2400.0,332.0, CMB_to_KBJ_001_3,312.0,951.41,308,113.0,113.0,9.75,3,100.0,3,66.4,62.4,3.17,1.03,28.94,0.47,25.64,1.18,12,13,13,342.98,4.0,2,Static TL
2400.0,2700.0,110.0, CMB_to_KBJ_001_3,110.0,734.6,108,92.0,92.0,10.0,2,89.54,2,55.0,55.0,2.45,0.36,24.98,0.48,13.2,0.43,9,9,9,122.39,4.0,2,Static TL
2700.0,3000.0,39.0, CMB_to_KBJ_001_3,39.0,256.49,36,24.0,24.0,8.16,1,81.57,1,13.0,13.0,0.85,0.12,11.19,2.07,4.88,0.21,10,9,10,56.16,3.0,2,Static TL
3000.0,3300.0,164.0, CMB_to_KBJ_001_3,140.0,1266.89,138,86.0,77.0,10.0,1,100.0,2,54.67,46.67,4.22,0.46,45.57,0.78,15.24,0.56,9,10,10,159.89,2.0,2,Static TL
3300.0,3600.0,150.0, CMB_to_KBJ_001_3,150.0,706.33,148,80.0,80.0,9.66,2,76.56,2,75.0,75.0,2.35,0.49,21.52,0.75,18.02,0.59,9,9,9,170.37,2.0,2,Static TL
3600.0,3900.0,160.0, CMB_to_KBJ_001_3,160.0,781.45,158,84.0,84.0,10.0,2,93.33,2,80.0,80.0,2.6,0.53,24.09,1.16,9.55,0.7,19,18,19,195.55,3.0,2,Static TL
3900.0,4200.0,373.0, CMB_to_KBJ_001_3,373.0,1490.01,371,101.0,101.0,10.0,3,100.0,3,74.6,74.6,4.97,1.24,42.33,0.33,28.15,1.37,13,11,14,402.32,6.0,2,Static TL
4200.0,4500.0,558.0, CMB_to_KBJ_001_3,360.0,1210.15,357,138.0,138.0,10.0,3,79.98,3,93.0,60.0,4.03,1.19,37.85,0.8,13.1,1.46,27,30,30,413.52,4.0,2,Static TL
4500.0,4800.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,15.42,1,0.0,0.0,0.0,0.0,0.05,16.11,0.03,0.01,1,1,1,0.78,0.0,2,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,Static TL
5100.0,5157.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,Static TL
0.0,300.0,38.0, CMB_to_KBJ_001_3,38.0,360.0,36,37.0,37.0,10.0,1,100.0,1,19.0,19.0,1.2,0.12,13.48,0.73,14.18,0.15,3,3,3,44.48,2.0,3,Static TL
300.0,600.0,19.0, CMB_to_KBJ_001_3,19.0,52.63,17,18.0,18.0,3.21,1,70.28,2,9.5,9.5,0.18,0.06,2.56,1.08,7.68,0.09,3,3,3,24.69,3.0,3,Static TL
600.0,900.0,25.0, CMB_to_KBJ_001_3,25.0,206.17,33,25.0,25.0,8.39,1,99.43,1,25.0,25.0,0.69,0.11,9.02,1.56,6.36,0.18,7,7,7,49.2,3.0,3,Static TL
900.0,1200.0,34.0, CMB_to_KBJ_001_3,34.0,459.22,97,18.0,18.0,8.31,2,100.0,2,11.33,11.33,1.53,0.32,17.86,0.92,11.75,0.44,10,10,10,124.22,5.0,3,Static TL
1200.0,1500.0,70.0, CMB_to_KBJ_001_3,70.0,349.0,68,63.0,63.0,10.0,2,100.0,2,35.0,35.0,1.16,0.23,14.09,1.04,11.7,0.31,7,7,7,87.65,2.0,3,Static TL
1500.0,1800.0,306.0, CMB_to_KBJ_001_3,306.0,1420.84,302,129.0,129.0,10.0,2,74.99,2,61.2,61.2,4.74,1.01,39.55,0.47,24.93,1.14,13,11,13,333.8,6.0,3,Static TL
1800.0,2100.0,235.0, CMB_to_KBJ_001_3,168.0,837.31,171,118.0,83.0,10.0,2,100.0,2,58.75,42.0,2.79,0.57,24.0,0.6,15.92,0.68,10,11,12,198.35,5.0,3,Static TL
2100.0,2400.0,216.0, CMB_to_KBJ_001_3,213.0,990.27,211,105.0,105.0,9.66,2,100.0,2,72.0,71.0,3.3,0.7,29.11,0.72,17.52,0.83,12,13,13,237.91,2.0,3,Static TL
2400.0,2700.0,54.0, CMB_to_KBJ_001_3,54.0,225.52,52,33.0,33.0,8.86,2,68.55,2,27.0,27.0,0.75,0.17,7.71,1.36,7.28,0.25,9,9,9,71.36,3.0,3,Static TL
2700.0,3000.0,44.0, CMB_to_KBJ_001_3,44.0,309.56,40,27.0,27.0,9.16,1,91.57,2,11.0,11.0,1.03,0.13,12.96,2.05,4.47,0.23,12,11,12,61.1,5.0,3,Static TL
3000.0,3300.0,156.0, CMB_to_KBJ_001_3,129.0,916.94,188,89.0,67.0,10.0,2,100.0,2,78.0,64.5,3.06,0.63,30.62,0.59,16.72,0.73,11,12,12,208.69,4.0,3,Static TL
3300.0,3600.0,222.0, CMB_to_KBJ_001_3,222.0,712.01,219,86.0,86.0,10.0,3,71.92,3,74.0,74.0,2.37,0.73,19.85,0.54,21.49,0.85,11,11,11,244.41,4.0,3,Static TL
3600.0,3900.0,84.0, CMB_to_KBJ_001_3,84.0,752.66,81,76.0,76.0,10.0,1,100.0,3,28.0,28.0,2.51,0.27,28.88,1.92,5.07,0.44,20,18,20,115.53,4.0,3,Static TL
3900.0,4200.0,480.0, CMB_to_KBJ_001_3,473.0,1448.29,468,107.0,100.0,10.0,3,92.65,3,68.57,67.57,4.83,1.56,37.14,0.24,30.68,1.69,14,13,16,498.48,7.0,3,Static TL
4200.0,4500.0,477.0, CMB_to_KBJ_001_3,279.0,891.05,276,123.0,63.0,10.0,3,69.98,3,79.5,46.5,2.97,0.92,24.83,0.96,11.0,1.17,25,28,28,327.41,4.0,3,Static TL
4500.0,4800.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
5100.0,5153.0,0.0, CMB_to_KBJ_001_3,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
0.0,300.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,1.57,1,0.0,0.0,0.0,0.0,0.01,3.41,0.55,0.01,2,2,2,1.4,1.0,1,Static TL
300.0,600.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,25.5,1,0.0,0.0,0.0,0.0,0.09,3.69,1.5,0.01,1,1,1,2.0,0.0,1,Static TL
600.0,900.0,87.0, CMB_to_KBJ_001_4,87.0,164.2,85,44.0,44.0,3.93,2,29.32,2,43.5,43.5,0.55,0.28,4.66,0.52,18.5,0.33,5,5,5,95.58,2.0,1,Static TL
900.0,1200.0,101.0, CMB_to_KBJ_001_4,101.0,624.56,100,101.0,101.0,6.25,1,62.5,1,101.0,101.0,2.08,0.33,21.4,0.11,52.33,0.36,2,2,2,105.49,1.0,1,Static TL
1200.0,1500.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,62.5,1,0.0,0.0,0.0,0.0,0.77,4.07,1.82,0.03,3,3,3,7.35,0.0,1,Static TL
1500.0,1800.0,209.0, CMB_to_KBJ_001_4,209.0,679.01,206,116.0,116.0,9.89,3,78.72,3,69.67,69.67,2.26,0.69,20.81,0.23,36.61,0.75,6,6,6,222.68,3.0,1,Static TL
1800.0,2100.0,211.0, CMB_to_KBJ_001_4,211.0,619.37,205,64.0,64.0,10.0,3,69.98,3,35.17,35.17,2.06,0.68,18.12,0.39,24.96,0.79,9,6,9,230.0,6.0,1,Static TL
2100.0,2400.0,363.0, CMB_to_KBJ_001_4,292.0,999.49,289,113.0,113.0,10.0,3,69.98,3,60.5,48.67,3.33,0.96,28.92,0.27,33.97,1.06,6,9,9,310.79,3.0,1,Static TL
2400.0,2700.0,146.0, CMB_to_KBJ_001_4,146.0,426.95,143,64.0,64.0,10.0,3,69.98,3,48.67,48.67,1.42,0.48,12.12,0.47,26.36,0.56,6,6,6,163.16,3.0,1,Static TL
2700.0,3000.0,94.0, CMB_to_KBJ_001_4,94.0,265.5,90,59.0,59.0,7.13,3,51.23,3,23.5,23.5,0.88,0.3,9.4,0.52,17.36,0.37,6,5,6,107.77,4.0,1,Static TL
3000.0,3300.0,262.0, CMB_to_KBJ_001_4,203.0,819.09,200,119.0,70.0,8.98,2,69.76,2,65.5,50.75,2.73,0.67,24.05,0.23,35.28,0.73,5,6,6,214.48,4.0,1,Static TL
3300.0,3600.0,236.0, CMB_to_KBJ_001_4,236.0,727.47,232,86.0,86.0,10.0,3,69.98,3,59.0,59.0,2.42,0.77,18.37,0.27,40.88,0.85,6,6,6,249.32,4.0,1,Static TL
3600.0,3900.0,157.0, CMB_to_KBJ_001_4,157.0,513.74,154,55.0,55.0,10.0,3,69.98,3,52.33,52.33,1.71,0.51,14.4,0.68,19.02,0.62,9,8,9,178.64,3.0,1,Static TL
3900.0,4200.0,443.0, CMB_to_KBJ_001_4,443.0,1407.02,437,100.0,100.0,10.0,3,69.98,3,73.83,73.83,4.69,1.46,35.58,0.19,45.38,1.55,9,7,10,459.19,6.0,1,Static TL
4200.0,4500.0,562.0, CMB_to_KBJ_001_4,414.0,1083.17,411,136.0,136.0,10.0,3,69.98,3,93.67,69.0,3.61,1.37,26.42,0.25,35.75,1.48,9,12,12,435.74,3.0,1,Static TL
4500.0,4800.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,Static TL
5100.0,5313.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,Static TL
0.0,300.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,2.3,1,0.0,0.0,0.0,0.0,0.01,2.14,1.41,0.01,1,1,1,1.61,1.0,2,Static TL
300.0,600.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,42.0,1,0.0,0.0,0.0,0.0,0.14,6.17,0.77,0.01,2,2,2,2.49,0.0,2,Static TL
600.0,900.0,92.0, CMB_to_KBJ_001_4,92.0,223.06,90,47.0,47.0,5.01,2,40.0,2,46.0,46.0,0.74,0.3,6.44,0.41,24.22,0.34,4,4,4,99.65,2.0,2,Static TL
900.0,1200.0,168.0, CMB_to_KBJ_001_4,168.0,766.95,166,103.0,103.0,8.92,2,78.5,2,84.0,84.0,2.56,0.55,24.39,0.19,43.72,0.6,4,4,4,176.98,2.0,2,Static TL
1200.0,1500.0,63.0, CMB_to_KBJ_001_4,63.0,135.57,61,62.0,62.0,2.24,1,47.72,2,31.5,31.5,0.45,0.2,5.24,0.49,22.94,0.25,3,3,3,71.01,2.0,2,Static TL
1500.0,1800.0,139.0, CMB_to_KBJ_001_4,139.0,510.91,137,85.0,85.0,7.25,2,62.0,2,69.5,69.5,1.7,0.46,16.59,0.55,18.77,0.53,8,8,8,155.36,2.0,2,Static TL
1800.0,2100.0,133.0, CMB_to_KBJ_001_4,133.0,355.54,128,60.0,60.0,9.43,3,74.25,3,26.6,26.6,1.19,0.43,11.61,0.31,20.28,0.49,7,5,7,144.72,5.0,2,Static TL
2100.0,2400.0,308.0, CMB_to_KBJ_001_4,274.0,982.2,271,113.0,113.0,10.0,3,79.98,3,61.6,54.8,3.27,0.9,29.35,0.27,31.99,1.0,7,9,9,292.45,3.0,2,Static TL
2400.0,2700.0,149.0, CMB_to_KBJ_001_4,149.0,289.23,145,65.0,65.0,10.0,4,59.97,4,37.25,37.25,0.96,0.48,7.56,0.38,26.21,0.55,6,6,6,160.95,4.0,2,Static TL
2700.0,3000.0,56.0, CMB_to_KBJ_001_4,56.0,231.0,55,56.0,56.0,4.2,1,42.0,1,56.0,56.0,0.77,0.18,7.95,0.54,11.66,0.21,5,4,5,60.36,1.0,2,Static TL
3000.0,3300.0,248.0, CMB_to_KBJ_001_4,192.0,791.06,189,117.0,69.0,8.43,2,67.5,2,62.0,48.0,2.64,0.63,23.98,0.31,29.07,0.7,6,7,7,207.17,4.0,2,Static TL
3300.0,3600.0,225.0, CMB_to_KBJ_001_4,225.0,733.75,222,87.0,87.0,10.0,3,69.98,3,75.0,75.0,2.45,0.74,18.73,0.23,46.79,0.81,5,5,5,237.26,3.0,2,Static TL
3600.0,3900.0,149.0, CMB_to_KBJ_001_4,149.0,218.16,146,89.0,89.0,3.59,2,25.72,2,49.67,49.67,0.73,0.49,5.91,0.46,17.08,0.55,9,8,9,158.18,3.0,2,Static TL
3900.0,4200.0,467.0, CMB_to_KBJ_001_4,464.0,1360.2,459,104.0,101.0,10.0,4,69.97,4,77.83,77.33,4.53,1.53,36.24,0.2,43.24,1.63,10,9,11,481.27,5.0,2,Static TL
4200.0,4500.0,428.0, CMB_to_KBJ_001_4,306.0,1009.69,303,109.0,109.0,9.98,3,69.76,3,85.6,61.2,3.37,1.01,28.27,0.44,23.47,1.17,12,14,14,338.29,3.0,2,Static TL
4500.0,4800.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,Static TL
5100.0,5157.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,Static TL
0.0,300.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.82,0.02,0.0,1,1,1,0.02,0.0,3,Static TL
300.0,600.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,25.5,1,0.0,0.0,0.0,0.0,0.09,3.7,1.49,0.01,1,1,1,2.0,0.0,3,Static TL
600.0,900.0,78.0, CMB_to_KBJ_001_4,78.0,128.72,75,44.0,44.0,3.93,2,61.38,3,26.0,26.0,0.43,0.25,4.2,0.56,16.87,0.31,5,5,5,87.41,3.0,3,Static TL
900.0,1200.0,102.0, CMB_to_KBJ_001_4,102.0,57.79,101,102.0,102.0,0.57,1,42.0,1,102.0,102.0,0.19,0.34,2.26,0.23,26.44,0.37,4,4,4,107.32,1.0,3,Static TL
1200.0,1500.0,25.0, CMB_to_KBJ_001_4,25.0,16.13,24,25.0,25.0,0.68,1,32.22,2,25.0,25.0,0.05,0.08,0.92,0.89,10.02,0.11,3,3,3,31.85,1.0,3,Static TL
1500.0,1800.0,335.0, CMB_to_KBJ_001_4,335.0,1016.96,331,116.0,116.0,10.0,3,59.98,3,83.75,83.75,3.39,1.1,23.78,0.2,49.22,1.19,7,6,7,349.13,4.0,3,Static TL
1800.0,2100.0,208.0, CMB_to_KBJ_001_4,166.0,254.52,163,123.0,81.0,4.13,2,49.36,2,52.0,41.5,0.85,0.54,7.48,0.33,19.01,0.6,8,7,9,174.7,3.0,3,Static TL
2100.0,2400.0,313.0, CMB_to_KBJ_001_4,265.0,956.89,262,112.0,112.0,8.44,3,64.22,3,62.6,53.0,3.19,0.87,26.07,0.32,30.75,0.97,7,9,9,282.3,3.0,3,Static TL
2400.0,2700.0,81.0, CMB_to_KBJ_001_4,81.0,196.51,79,51.0,51.0,6.59,2,45.73,2,40.5,40.5,0.66,0.26,5.27,0.33,21.34,0.3,4,4,4,87.19,2.0,3,Static TL
2700.0,3000.0,81.0, CMB_to_KBJ_001_4,81.0,295.33,78,58.0,58.0,6.24,2,53.0,2,27.0,27.0,0.98,0.26,10.63,0.43,22.01,0.31,4,3,4,90.31,3.0,3,Static TL
3000.0,3300.0,271.0, CMB_to_KBJ_001_4,213.0,480.02,210,119.0,86.0,4.12,2,79.98,2,67.75,53.25,1.6,0.7,14.91,0.18,44.38,0.76,4,5,5,224.47,3.0,3,Static TL
3300.0,3600.0,295.0, CMB_to_KBJ_001_4,295.0,699.36,291,88.0,88.0,10.0,4,59.97,4,73.75,73.75,2.33,0.97,15.89,0.16,60.74,1.04,5,5,5,306.83,4.0,3,Static TL
3600.0,3900.0,195.0, CMB_to_KBJ_001_4,195.0,592.97,192,90.0,90.0,10.0,3,69.98,3,65.0,65.0,1.98,0.64,16.69,0.55,19.0,0.76,11,11,11,216.35,4.0,3,Static TL
3900.0,4200.0,360.0, CMB_to_KBJ_001_4,360.0,1181.41,355,100.0,100.0,9.43,3,73.0,3,72.0,72.0,3.94,1.18,33.07,0.29,34.01,1.29,11,9,11,380.99,5.0,3,Static TL
4200.0,4500.0,307.0, CMB_to_KBJ_001_4,193.0,831.94,190,99.0,71.0,8.86,2,78.5,3,61.4,38.6,2.77,0.63,26.84,0.6,16.13,0.76,11,13,13,217.49,3.0,3,Static TL
4500.0,4800.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
4800.0,5100.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
5100.0,5153.0,0.0, CMB_to_KBJ_001_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,Static TL
0.0,300.0,296.0, MRT_to_KB_001.37_2,296.0,950.24,293,123.0,123.0,10.0,3,67.77,3,98.67,98.67,3.17,0.98,26.64,1.8,5.94,1.37,53,53,53,363.12,4.0,1,Static TL
300.0,600.0,177.0, MRT_to_KB_001.37_2,177.0,824.3,174,91.0,91.0,9.6,2,100.0,2,59.0,59.0,2.75,0.58,28.34,2.91,3.71,0.99,52,52,52,244.84,4.0,1,Static TL
600.0,900.0,419.0, MRT_to_KB_001.37_2,419.0,1247.04,413,105.0,105.0,10.0,3,69.98,4,69.83,69.83,4.16,1.38,36.52,1.18,9.29,1.76,48,45,48,487.75,7.0,1,Static TL
900.0,1200.0,568.0, MRT_to_KB_001.37_2,436.0,1305.81,433,105.0,105.0,9.61,3,100.0,3,94.67,72.67,4.35,1.44,36.72,1.1,10.6,1.78,40,42,43,495.74,3.0,1,Static TL
1200.0,1500.0,281.0, MRT_to_KB_001.37_2,281.0,907.88,278,98.0,98.0,10.0,3,69.98,3,93.67,93.67,3.03,0.93,29.18,2.44,4.5,1.44,66,67,67,367.05,3.0,1,Static TL
1500.0,1800.0,380.0, MRT_to_KB_001.37_2,380.0,1256.41,375,124.0,124.0,10.0,3,72.56,3,76.0,76.0,4.19,1.25,32.82,1.34,8.62,1.62,46,44,46,439.18,5.0,1,Static TL
1800.0,2100.0,594.0, MRT_to_KB_001.37_2,552.0,1685.86,548,106.0,100.0,9.75,4,72.56,4,99.0,92.0,5.62,1.83,47.45,1.0,11.64,2.19,47,45,49,615.28,4.0,1,Static TL
2100.0,2400.0,737.0, MRT_to_KB_001.37_2,350.0,1051.53,347,121.0,97.0,10.0,4,67.43,4,105.28,50.0,3.51,1.16,30.61,2.07,5.28,1.69,67,71,71,441.12,3.0,1,Static TL
2400.0,2700.0,241.0, MRT_to_KB_001.37_2,241.0,803.39,238,88.0,88.0,10.0,3,69.98,3,80.33,80.33,2.68,0.79,25.75,2.53,4.4,1.23,58,58,58,311.86,3.0,1,Static TL
2700.0,3000.0,371.0, MRT_to_KB_001.37_2,371.0,1435.22,369,106.0,106.0,10.0,3,77.56,3,74.2,74.2,4.78,1.23,44.35,1.36,8.13,1.64,49,46,49,441.12,8.0,1,Static TL
