data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time,random_seed,scenario
2400.0, MRT_to_KB_001_4,10.95,10.95,28.0,11332,static_vehicle_data
2400.0, MRT_to_KB_001.37_2,0.0,36.15,0.0,11332,static_vehicle_data
2400.0, MRT_to_KB_001.37_4,0.0,30.17,0.0,11332,static_vehicle_data
2400.0, MRT_to_KB_001.37_5,19.71,19.71,52.0,11332,static_vehicle_data
2400.0, MRT_to_KB_003_2,26.76,26.76,29.0,11332,static_vehicle_data
2400.0, P_to_KBJ_1,17.2,17.2,34.0,11332,static_vehicle_data
2400.0, P_to_KBJ_2,7.7,7.7,12.0,11332,static_vehicle_data
2700.0, KBJ_to_CMB_002_1,0.0,33.28,0.0,11332,static_vehicle_data
2700.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,static_vehicle_data
2700.0, MRT_to_KB_001.37_5,17.45,17.45,128.0,11332,static_vehicle_data
2700.0, P_to_KBJ_1,20.26,20.26,129.0,11332,static_vehicle_data
2700.0, P_to_KBJ_2,33.16,33.16,71.0,11332,static_vehicle_data
3000.0, :J37_0_0,7.97,7.97,2.0,11332,static_vehicle_data
3000.0, CMB_to_KBJ_001_1,27.71,19.95,87.0,11332,static_vehicle_data
3000.0, CMB_to_KBJ_001_2,19.95,19.95,48.0,11332,static_vehicle_data
3000.0, KBJ_to_CMB_001_1,0.0,24.99,0.0,11332,static_vehicle_data
3000.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,static_vehicle_data
3000.0, MRT_to_KB_001.37_2,5.2,5.2,3.0,11332,static_vehicle_data
3000.0, MRT_to_KB_001.37_3,0.0,3.11,0.0,11332,static_vehicle_data
3000.0, P_to_KBJ_1,0.0,44.72,0.0,11332,static_vehicle_data
3000.0, P_to_KBJ_2,81.32,81.32,133.0,11332,static_vehicle_data
3300.0, :J37_0_0,6.61,6.61,10.0,11332,static_vehicle_data
3300.0, CMB_to_KBJ_001_1,28.86,23.16,152.0,11332,static_vehicle_data
3300.0, CMB_to_KBJ_001_2,20.7,20.7,105.0,11332,static_vehicle_data
3300.0, CMB_to_KBJ_001_3,11.3,11.3,94.0,11332,static_vehicle_data
3300.0, CMB_to_KBJ_001_4,10.9,10.9,74.0,11332,static_vehicle_data
3300.0, MRT_to_KB_001_2,6.3,6.3,6.0,11332,static_vehicle_data
3300.0, MRT_to_KB_001_3,7.7,7.7,4.0,11332,static_vehicle_data
3300.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,static_vehicle_data
3300.0, MRT_to_KB_001.37_2,41.31,32.51,78.0,11332,static_vehicle_data
3300.0, MRT_to_KB_001.37_3,41.61,33.41,74.0,11332,static_vehicle_data
3300.0, MRT_to_KB_001.37_4,39.86,34.16,70.0,11332,static_vehicle_data
3300.0, P_to_KBJ_1,0.0,5.25,0.0,11332,static_vehicle_data
3300.0, P_to_KBJ_2,108.08,99.88,61.0,11332,static_vehicle_data
3600.0, KBJ_to_CMB_001_1,0.0,24.98,0.0,11332,static_vehicle_data
3600.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,static_vehicle_data
3600.0, MRT_to_KB_001_3,0.0,20.09,0.0,11332,static_vehicle_data
3600.0, MRT_to_KB_001_4,26.07,5.2,2.0,11332,static_vehicle_data
3600.0, MRT_to_KB_001.37_4,0.0,33.88,0.0,11332,static_vehicle_data
3600.0, MRT_to_KB_001.37_5,39.77,33.93,2.0,11332,static_vehicle_data
3600.0, MRT_to_KB_003_1,29.81,27.31,58.0,11332,static_vehicle_data
3600.0, MRT_to_KB_003_2,30.96,30.96,88.0,11332,static_vehicle_data
3600.0, MRT_to_KB_003_3,27.95,27.95,51.0,11332,static_vehicle_data
3600.0, P_to_KBJ_1,19.26,19.26,52.0,11332,static_vehicle_data
3600.0, P_to_KBJ_2,52.48,59.99,16.0,11332,static_vehicle_data
3900.0, CMB_to_KBJ_001_1,5.2,5.2,11.0,11332,static_vehicle_data
3900.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,11332,static_vehicle_data
3900.0, MRT_to_KB_001.37_5,33.56,33.56,67.0,11332,static_vehicle_data
3900.0, P_to_KBJ_1,129.98,103.47,130.0,11332,static_vehicle_data
3900.0, P_to_KBJ_2,127.98,101.53,78.0,11332,static_vehicle_data
4200.0, CMB_to_KBJ_001_1,22.3,22.3,76.0,11332,static_vehicle_data
4200.0, CMB_to_KBJ_001_2,22.05,22.05,55.0,11332,static_vehicle_data
4200.0, CMB_to_KBJ_001_3,29.37,21.61,46.0,11332,static_vehicle_data
4200.0, CMB_to_KBJ_001_4,20.7,20.7,35.0,11332,static_vehicle_data
4200.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,11332,static_vehicle_data
4200.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,static_vehicle_data
4200.0, MRT_to_KB_001.37_2,22.46,22.46,23.0,11332,static_vehicle_data
4200.0, MRT_to_KB_001.37_3,19.11,19.11,18.0,11332,static_vehicle_data
4200.0, MRT_to_KB_001.37_4,14.71,17.33,14.0,11332,static_vehicle_data
4200.0, P_to_KBJ_1,130.48,99.76,73.0,11332,static_vehicle_data
4200.0, P_to_KBJ_2,127.09,102.78,139.0,11332,static_vehicle_data
4500.0, :J37_0_0,14.96,14.96,28.0,11332,static_vehicle_data
4500.0, :J37_0_1,19.01,12.71,23.0,11332,static_vehicle_data
4500.0, :J37_0_2,13.56,13.56,8.0,11332,static_vehicle_data
4500.0, CMB_to_KBJ_001_1,31.51,20.8,163.0,11332,static_vehicle_data
4500.0, CMB_to_KBJ_001_2,28.95,22.65,115.0,11332,static_vehicle_data
4500.0, CMB_to_KBJ_001_3,35.65,35.65,94.0,11332,static_vehicle_data
4500.0, CMB_to_KBJ_001_4,19.1,19.1,90.0,11332,static_vehicle_data
4500.0, CMB_to_KBJ_002_2,11.81,26.36,5.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001_2,24.95,19.25,39.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001_3,22.31,22.31,37.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001_4,26.65,26.65,24.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001.37_2,40.21,32.46,83.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001.37_3,41.21,33.01,82.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001.37_4,36.51,33.16,85.0,11332,static_vehicle_data
4500.0, MRT_to_KB_001.37_5,40.16,32.4,30.0,11332,static_vehicle_data
4500.0, MRT_to_KB_003_2,24.56,24.56,10.0,11332,static_vehicle_data
4500.0, MRT_to_KB_003_3,3.55,3.55,20.0,11332,static_vehicle_data
4500.0, P_to_KBJ_1,127.7,101.76,46.0,11332,static_vehicle_data
4500.0, P_to_KBJ_2,132.33,99.52,162.0,11332,static_vehicle_data
4800.0, P_to_KBJ_1,63.27,63.27,74.0,11332,static_vehicle_data
4800.0, P_to_KBJ_2,53.91,57.26,21.0,11332,static_vehicle_data
5100.0, P_to_KBJ_1,35.76,35.76,134.0,11332,static_vehicle_data
5100.0, P_to_KBJ_2,78.57,78.57,81.0,11332,static_vehicle_data
0.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,static_vehicle_data
300.0, CMB_to_KBJ_001_1,3.0,3.0,11.0,49143,static_vehicle_data
300.0, KBJ_to_CMB_002_1,0.0,33.26,0.0,49143,static_vehicle_data
300.0, MRT_to_KB_001.37_1,0.0,15.18,0.0,49143,static_vehicle_data
300.0, MRT_to_KB_001.37_5,6.35,6.35,39.0,49143,static_vehicle_data
300.0, P_to_KBJ_1,11.35,11.35,76.0,49143,static_vehicle_data
300.0, P_to_KBJ_2,11.75,14.32,46.0,49143,static_vehicle_data
600.0, CMB_to_KBJ_001_2,13.7,13.7,40.0,49143,static_vehicle_data
600.0, CMB_to_KBJ_001_3,3.0,3.0,9.0,49143,static_vehicle_data
600.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,49143,static_vehicle_data
600.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,static_vehicle_data
600.0, P_to_KBJ_1,12.05,12.05,58.0,49143,static_vehicle_data
600.0, P_to_KBJ_2,8.85,8.85,122.0,49143,static_vehicle_data
900.0, CMB_to_KBJ_001_1,16.3,16.3,59.0,49143,static_vehicle_data
900.0, CMB_to_KBJ_001_2,6.05,6.05,94.0,49143,static_vehicle_data
900.0, CMB_to_KBJ_001_3,3.0,3.0,42.0,49143,static_vehicle_data
900.0, MRT_to_KB_001.37_1,0.0,15.16,0.0,49143,static_vehicle_data
900.0, MRT_to_KB_001.37_2,28.26,28.26,68.0,49143,static_vehicle_data
900.0, MRT_to_KB_001.37_3,27.21,27.21,64.0,49143,static_vehicle_data
900.0, MRT_to_KB_001.37_4,29.96,29.96,54.0,49143,static_vehicle_data
900.0, MRT_to_KB_001.37_5,3.0,3.0,6.0,49143,static_vehicle_data
900.0, P_to_KBJ_1,0.0,3.06,0.0,49143,static_vehicle_data
900.0, P_to_KBJ_2,42.81,42.81,81.0,49143,static_vehicle_data
1200.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,49143,static_vehicle_data
1200.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,static_vehicle_data
1200.0, MRT_to_KB_001_2,25.81,22.46,67.0,49143,static_vehicle_data
1200.0, MRT_to_KB_001_3,27.46,19.7,69.0,49143,static_vehicle_data
1200.0, MRT_to_KB_001_4,21.23,21.23,34.0,49143,static_vehicle_data
