tripinfo_arrival, tripinfo_arrivalLane, tripinfo_arrivalPos, tripinfo_arrivalPosLat, tripinfo_arrivalSpeed, tripinfo_depart, tripinfo_departDelay, tripinfo_departLane, tripinfo_departPos, tripinfo_departPosLat, tripinfo_departSpeed, tripinfo_devices, tripinfo_duration, tripinfo_id, tripinfo_rerouteNo, tripinfo_routeLength, tripinfo_speedFactor, tripinfo_stopTime, tripinfo_timeLoss, tripinfo_vType, tripinfo_vaporized, tripinfo_waitingCount, tripinfo_waitingTime,random_seed,scenario
3131.0, KBJ_to_CMB_002_2,146.55,-0.05,14.59,3080.0,2.98, MRT_to_KB_001.37_3,2.1,0.0,0.0, tripinfo_3000_56,51.0, 3000_56,0,299.99,0.9,0.0,29.82, Motor_Cycle, ,1,16.0,64607,dynamic_DQL_vehicle_data
3132.0, KBJ_to_CMB_002_3,146.55,-0.6,14.21,3070.0,0.24, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_3000_52,62.0, 3000_52,0,346.58,0.89,0.0,37.31, Car, ,1,23.0,64607,dynamic_DQL_vehicle_data
3133.0, KBJ_to_CMB_002_2,146.55,-0.45,13.83,3085.0,0.32, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_60,48.0, 3000_60,0,397.15,0.88,0.0,18.24, Car, ,1,6.0,64607,dynamic_DQL_vehicle_data
3133.0, 30093400_1,127.33,0.95,8.26,3087.0,0.52, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_3000_61,46.0, 3000_61,0,437.99,1.07,0.0,12.82, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3134.0, KBJ_to_CMB_002_2,146.55,-0.45,15.67,3089.0,0.3, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3000_63,45.0, 3000_63,0,397.15,1.14,0.0,22.24, Car, ,1,3.0,64607,dynamic_DQL_vehicle_data
3134.0, KB_to_MRT_002_2,130.27,-1.05,12.75,3097.0,0.99, CMB_to_KBJ_003_3,2.1,0.0,0.0, tripinfo_3000_74,37.0, 3000_74,0,445.77,0.85,0.0,4.8, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3134.0, KBJ_to_CMB_002_3,146.55,-0.8,18.13,3106.0,2.31, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3000_79,28.0, 3000_79,0,299.99,1.18,0.0,11.47, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3135.0, KBJ_to_CMB_002_1,146.55,-0.7,11.95,3093.0,3.37, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3000_66,42.0, 3000_66,0,346.58,0.72,0.0,11.05, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3135.0, KBJ_to_P_2,128.65,-0.3,12.83,3111.0,15.51, CMB_to_KBJ_001_1,2.1,0.0,0.0, tripinfo_3000_73,24.0, 3000_73,0,173.04,0.97,0.0,10.1, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3135.0, 30093400_1,127.33,-1.15,8.32,3104.0,7.18, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3000_75,31.0, 3000_75,0,244.26,1.0,0.0,7.13, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3135.0, KBJ_to_CMB_001_2,57.78,0.0,8.99,3110.0,0.91, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3000_81,25.0, 3000_81,0,233.64,0.93,0.0,7.54, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3136.0, KBJ_to_CMB_002_3,146.55,0.6,17.45,3096.0,0.52, MRT_to_KB_001_2,5.4,0.0,0.0, tripinfo_3000_72,40.0, 3000_72,0,345.48,1.05,0.0,18.35, Van, ,0,0.0,64607,dynamic_DQL_vehicle_data
3136.0, KBJ_to_CMB_002_2,146.55,-0.45,15.99,3099.0,1.25, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_3000_77,37.0, 3000_77,0,346.58,0.99,0.0,13.99, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3137.0, KBJ_to_CMB_002_1,146.55,-0.0,14.24,3101.0,3.85, MRT_to_KB_001.37_2,2.65,0.0,0.0, tripinfo_3000_76,36.0, 3000_76,0,299.44,0.96,0.0,15.96, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3137.0, KBJ_to_CMB_002_2,146.55,-0.45,15.4,3102.0,0.81, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_78,35.0, 3000_78,0,397.15,0.92,0.0,7.21, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3137.0, KBJ_to_CMB_001_3,57.78,0.15,17.95,3116.0,0.79, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3000_85,21.0, 3000_85,0,234.19,1.11,0.0,6.45, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3138.0, KB_to_MRT_002_2,130.27,-0.2,18.19,3120.0,0.25, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3000_89,18.0, 3000_89,0,252.04,1.16,0.0,4.59, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3139.0, KBJ_to_CMB_001_2,57.78,-0.7,14.79,3117.0,0.03, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_86,22.0, 3000_86,0,231.99,0.9,0.0,3.82, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3140.0, KBJ_to_CMB_002_3,146.55,0.3,12.61,3112.0,0.99, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3000_83,28.0, 3000_83,0,299.44,0.79,0.0,4.39, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3141.0, KB_to_MRT_002_3,130.27,-1.25,14.82,3109.0,0.17, CMB_to_KBJ_003_3,2.1,0.0,0.0, tripinfo_3000_80,32.0, 3000_80,0,445.77,0.99,0.0,4.69, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3145.0, KBJ_to_CMB_002_2,146.55,0.0,16.98,3120.0,0.92, MRT_to_KB_001_3,2.1,0.0,0.0, tripinfo_3000_87,25.0, 3000_87,0,348.78,1.11,0.0,4.76, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3153.0, KBJ_to_CMB_002_2,146.55,-0.45,18.33,3128.0,0.22, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3000_93,25.0, 3000_93,0,346.58,1.1,0.0,4.27, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3155.0, KB_to_MRT_002_1,130.27,0.0,13.76,3000.0,0.0, CMB_to_KBJ_003_1,12.1,0.0,0.0, tripinfo_bus_100/101/400/412/418/428/430/433:1.25,155.0, bus_100/101/400/412/418/428/430/433:1.25,0,435.77,1.0,50.0,78.16, bus, ,1,34.0,64607,dynamic_DQL_vehicle_data
3157.0, KB_to_MRT_002_1,130.27,0.0,15.42,3122.0,0.58, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_3000_90,35.0, 3000_90,0,445.77,1.03,0.0,8.16, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3158.0, KBJ_to_CMB_001_3,57.78,-0.45,15.87,3145.0,0.99, MRT_to_KB_001.37_3,4.3,0.0,0.0, tripinfo_3000_104,13.0, 3000_104,0,132.63,1.0,0.0,3.59, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3165.0, KBJ_to_CMB_002_2,146.55,-0.25,14.62,3140.0,0.86, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_3000_99,25.0, 3000_99,0,299.99,0.92,0.0,4.16, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3169.0, KBJ_to_CMB_001_3,57.78,0.45,15.71,3148.0,0.38, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_3000_107,21.0, 3000_107,0,233.64,1.06,0.0,5.54, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3171.0, KBJ_to_CMB_002_2,146.55,-0.45,15.03,3137.0,0.39, MRT_to_KB_003_1,5.4,0.0,0.0, tripinfo_3000_96,34.0, 3000_96,0,396.05,0.92,0.0,5.47, Van, ,0,0.0,64607,dynamic_DQL_vehicle_data
3173.0, KBJ_to_CMB_002_2,146.55,-0.45,16.52,3143.0,0.06, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3000_103,30.0, 3000_103,0,397.15,1.0,0.0,4.07, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3178.0, KBJ_to_CMB_002_2,146.55,-0.45,16.64,3143.0,0.75, MRT_to_KB_003_1,5.4,0.0,0.0, tripinfo_3000_102,35.0, 3000_102,0,396.05,1.0,0.0,8.63, Van, ,0,0.0,64607,dynamic_DQL_vehicle_data
3180.0, KBJ_to_CMB_002_2,146.55,0.45,17.74,3150.0,0.31, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_109,30.0, 3000_109,0,397.15,1.07,0.0,5.46, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3182.0, KBJ_to_CMB_002_3,146.55,0.0,15.89,3158.0,0.42, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3000_113,24.0, 3000_113,0,299.44,1.23,0.0,5.69, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3183.0, KBJ_to_CMB_002_1,146.55,0.0,6.78,3000.0,0.0, MRT_to_KB_001_1,12.1,0.0,0.0, tripinfo_bus_100/101/400/412/418/428/430/433:0.25,183.0, bus_100/101/400/412/418/428/430/433:0.25,0,338.78,1.0,120.0,41.25, bus, ,0,0.0,64607,dynamic_DQL_vehicle_data
3186.0, KBJ_to_CMB_002_2,146.55,-1.1,10.42,3148.0,0.22, MRT_to_KB_001_2,15.6,0.0,0.0, tripinfo_3000_108,38.0, 3000_108,0,335.28,1.0,0.0,7.13, Multi_Axle_6_7, ,0,0.0,64607,dynamic_DQL_vehicle_data
3188.0, KBJ_to_CMB_002_2,146.55,0.45,18.43,3165.0,0.99, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3000_117,23.0, 3000_117,0,346.58,1.24,0.0,5.26, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3188.0, KBJ_to_CMB_002_1,146.55,-0.7,17.51,3166.0,0.68, MRT_to_KB_001.37_2,4.3,0.0,0.0, tripinfo_3000_119,22.0, 3000_119,0,297.79,1.09,0.0,4.94, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3192.0, KBJ_to_CMB_001_3,57.78,-0.45,15.55,3179.0,0.76, MRT_to_KB_001.37_3,4.3,0.0,0.0, tripinfo_3000_128,13.0, 3000_128,0,132.63,0.94,0.0,3.44, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3204.0, KBJ_to_CMB_002_1,146.55,-0.0,14.98,3178.0,0.17, MRT_to_KB_001.37_2,2.65,0.0,0.0, tripinfo_3000_127,26.0, 3000_127,0,299.44,0.91,0.0,4.74, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3206.0, KBJ_to_P_2,128.65,0.0,16.82,3089.0,0.36, MRT_to_KB_001_4,2.1,0.0,0.0, tripinfo_3000_62,117.0, 3000_62,0,249.81,1.32,0.0,102.63, Motor_Cycle, ,1,90.0,64607,dynamic_DQL_vehicle_data
3209.0, KBJ_to_P_2,128.65,0.5,15.26,3090.0,0.79, MRT_to_KB_003_3,4.3,0.0,0.0, tripinfo_3000_64,119.0, 3000_64,0,298.18,1.11,0.0,99.3, Car, ,1,88.0,64607,dynamic_DQL_vehicle_data
3209.0, KB_to_MRT_001_1,44.82,-0.65,13.49,3110.0,0.6, P_to_KBJ_1,5.4,0.0,0.0, tripinfo_3000_82,99.0, 3000_82,0,190.79,1.11,0.0,86.0, Van, ,1,69.0,64607,dynamic_DQL_vehicle_data
3209.0, KBJ_to_CMB_002_1,146.55,0.5,13.51,3178.0,0.31, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3000_126,31.0, 3000_126,0,346.58,0.82,0.0,3.39, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3210.0, KB_to_MRT_002_2,130.27,-0.95,16.37,3093.0,0.74, P_to_KBJ_1,2.1,0.0,0.0, tripinfo_3000_69,117.0, 3000_69,0,338.14,1.07,0.0,95.68, Motor_Cycle, ,1,84.0,64607,dynamic_DQL_vehicle_data
3212.0, KBJ_to_P_2,128.65,0.5,13.1,3159.0,0.09, MRT_to_KB_003_3,4.3,0.0,0.0, tripinfo_3000_114,53.0, 3000_114,0,298.18,0.99,0.0,30.6, Car, ,1,19.0,64607,dynamic_DQL_vehicle_data
3213.0, KBJ_to_P_2,128.65,0.5,14.61,3167.0,0.69, MRT_to_KB_001_4,4.3,0.0,0.0, tripinfo_3000_121,46.0, 3000_121,0,247.61,1.1,0.0,29.51, Car, ,1,17.0,64607,dynamic_DQL_vehicle_data
3214.0, KB_to_MRT_002_1,130.27,-0.8,11.34,3050.0,0.23, P_to_KBJ_1,2.1,0.0,0.0, tripinfo_3000_42,164.0, 3000_42,0,338.14,0.73,0.0,132.72, Motor_Cycle, ,1,124.0,64607,dynamic_DQL_vehicle_data
3214.0, KB_to_MRT_002_2,130.27,-1.05,16.5,3124.0,0.59, P_to_KBJ_1,2.1,0.0,0.0, tripinfo_3000_91,90.0, 3000_91,0,338.14,1.07,0.0,68.66, Motor_Cycle, ,2,55.0,64607,dynamic_DQL_vehicle_data
3214.0, KB_to_MRT_001_1,44.82,-0.0,13.26,3191.0,0.98, P_to_KBJ_1,2.65,0.0,0.0, tripinfo_3000_137,23.0, 3000_137,0,193.54,1.08,0.0,9.29, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3216.0, KBJ_to_P_2,128.65,1.1,13.5,3185.0,0.81, MRT_to_KB_003_3,2.1,0.0,0.0, tripinfo_3000_131,31.0, 3000_131,0,300.38,1.05,0.0,10.02, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3220.0, 30093400_1,127.33,-0.55,7.91,3076.0,0.68, P_to_KBJ_1,4.3,0.0,0.0, tripinfo_3000_53,144.0, 3000_53,0,328.16,1.05,0.0,114.35, Car, ,1,103.0,64607,dynamic_DQL_vehicle_data
3231.0, 30093400_1,127.33,-0.55,7.43,3180.0,0.42, P_to_KBJ_1,4.3,0.0,0.0, tripinfo_3000_129,51.0, 3000_129,0,328.16,0.89,0.0,16.4, Car, ,0,0.0,64607,dynamic_DQL_vehicle_data
3231.0, KBJ_to_P_2,128.65,0.0,9.99,3203.0,0.89, MRT_to_KB_001_4,2.1,0.0,0.0, tripinfo_3000_147,28.0, 3000_147,0,249.81,0.82,0.0,5.74, Motor_Cycle, ,0,0.0,64607,dynamic_DQL_vehicle_data
3268.0, KBJ_to_CMB_001_4,57.78,0.7,15.24,2936.0,3.93, P_to_KBJ_2,5.4,0.0,0.0, tripinfo_2700_163,332.0, 2700_163,0,222.55,1.12,0.0,317.91, Van, ,2,291.0,64607,dynamic_DQL_vehicle_data
3269.0, KBJ_to_CMB_001_4,57.78,-0.2,16.57,2985.0,0.45, P_to_KBJ_2,2.1,0.0,0.0, tripinfo_2700_202,284.0, 2700_202,0,225.85,1.07,0.0,268.29, Motor_Cycle, ,2,250.0,64607,dynamic_DQL_vehicle_data
3271.0, KBJ_to_CMB_001_4,57.78,-0.6,15.4,2941.0,4.18, P_to_KBJ_2,4.3,0.0,0.0, tripinfo_2700_169,330.0, 2700_169,0,223.65,1.02,0.0,314.53, Car, ,2,290.0,64607,dynamic_DQL_vehicle_data
3279.0, KBJ_to_CMB_002_3,146.55,-0.47,13.85,2932.0,11.13, P_to_KBJ_2,6.35,0.0,0.0, tripinfo_2700_154,347.0, 2700_154,0,386.76,1.05,0.0,318.21, Goods_Vehicle, ,2,293.0,64607,dynamic_DQL_vehicle_data
3279.0, KB_to_MRT_001_3,44.82,1.25,12.21,3232.0,0.87, CMB_to_KBJ_001_4,2.1,0.0,0.0, tripinfo_3000_163,47.0, 3000_163,0,107.99,0.82,0.0,38.79, Motor_Cycle, ,1,30.0,64607,dynamic_DQL_vehicle_data
3280.0, KBJ_to_CMB_002_3,146.55,0.9,15.96,2938.0,4.96, P_to_KBJ_2,2.65,0.0,0.0, tripinfo_2700_165,342.0, 2700_165,0,390.46,1.09,0.0,317.19, 3_Wheeler, ,2,290.0,64607,dynamic_DQL_vehicle_data
3281.0, KBJ_to_CMB_001_2,57.78,-0.7,16.48,3185.0,0.07, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_133,96.0, 3000_133,0,231.99,1.0,0.0,80.0, Car, ,1,70.0,64607,dynamic_DQL_vehicle_data
3281.0, KB_to_MRT_001_3,44.82,-0.65,16.54,3186.0,0.01, CMB_to_KBJ_003_2,4.3,0.0,0.0, tripinfo_3000_134,95.0, 3000_134,0,299.52,1.0,0.0,76.8, Car, ,2,57.0,64607,dynamic_DQL_vehicle_data
3282.0, 30093400_1,127.33,-0.0,6.67,3235.0,0.9, P_to_KBJ_1,2.65,0.0,0.0, tripinfo_3000_166,47.0, 3000_166,0,329.81,0.82,0.0,8.89, 3_Wheeler, ,0,0.0,64607,dynamic_DQL_vehicle_data
3283.0, KBJ_to_CMB_002_3,146.55,-0.6,16.18,2944.0,3.98, P_to_KBJ_2,4.3,0.0,0.0, tripinfo_2700_171,339.0, 2700_171,0,388.81,1.02,0.0,313.3, Car, ,2,288.0,64607,dynamic_DQL_vehicle_data
3284.0, KBJ_to_CMB_001_4,57.78,0.0,16.69,3207.0,1.61, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3000_151,77.0, 3000_151,0,134.83,1.17,0.0,69.0, Motor_Cycle, ,1,58.0,64607,dynamic_DQL_vehicle_data
3284.0, KBJ_to_CMB_001_2,57.78,0.3,16.49,3220.0,0.85, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_3000_158,64.0, 3000_158,0,134.83,1.0,0.0,55.23, Motor_Cycle, ,1,45.0,64607,dynamic_DQL_vehicle_data
3285.0, KBJ_to_CMB_001_3,57.78,-0.45,15.14,3196.0,0.43, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_140,89.0, 3000_140,0,231.99,0.93,0.0,71.16, Car, ,1,60.0,64607,dynamic_DQL_vehicle_data
3286.0, KB_to_MRT_002_1,130.27,0.25,20.61,3147.0,0.29, CMB_to_KBJ_002_2,2.1,0.0,0.0, tripinfo_3000_106,139.0, 3000_106,0,295.16,1.29,0.0,124.62, Motor_Cycle, ,1,113.0,64607,dynamic_DQL_vehicle_data
3286.0, KBJ_to_CMB_001_3,57.78,-0.45,17.5,3202.0,0.15, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3000_146,84.0, 3000_146,0,231.99,1.11,0.0,69.57, Car, ,1,55.0,64607,dynamic_DQL_vehicle_data
3286.0, KBJ_to_CMB_001_4,57.78,0.1,15.09,3209.0,0.6, MRT_to_KB_001.37_3,2.65,0.0,0.0, tripinfo_3000_152,77.0, 3000_152,0,134.28,0.92,0.0,66.92, 3_Wheeler, ,1,56.0,64607,dynamic_DQL_vehicle_data
3286.0, KBJ_to_CMB_001_2,57.78,-0.7,16.92,3218.0,0.72, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_156,68.0, 3000_156,0,231.99,1.02,0.0,52.01, Car, ,1,42.0,64607,dynamic_DQL_vehicle_data
3287.0, KB_to_MRT_002_3,130.27,-0.85,17.08,3174.0,0.08, CMB_to_KBJ_003_3,2.1,0.0,0.0, tripinfo_3000_123,113.0, 3000_123,0,445.77,1.1,0.0,88.29, Motor_Cycle, ,1,75.0,64607,dynamic_DQL_vehicle_data
3288.0, KB_to_MRT_002_2,130.27,-0.45,14.92,3159.0,0.01, CMB_to_KBJ_002_3,4.3,0.0,0.0, tripinfo_3000_115,129.0, 3000_115,0,292.96,0.91,0.0,109.25, Car, ,1,100.0,64607,dynamic_DQL_vehicle_data
3289.0, KBJ_to_CMB_002_2,146.55,-0.45,16.71,3178.0,0.39, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_125,111.0, 3000_125,0,397.15,1.06,0.0,86.12, Car, ,1,72.0,64607,dynamic_DQL_vehicle_data
3289.0, KB_to_MRT_002_1,130.27,0.55,15.48,3196.0,0.87, CMB_to_KBJ_003_3,4.3,0.0,0.0, tripinfo_3000_139,93.0, 3000_139,0,443.57,0.95,0.0,64.96, Car, ,1,55.0,64607,dynamic_DQL_vehicle_data
3289.0, KBJ_to_CMB_001_2,57.78,0.3,17.7,3237.0,0.0, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_3000_168,52.0, 3000_168,0,134.83,1.12,0.0,43.86, Motor_Cycle, ,1,32.0,64607,dynamic_DQL_vehicle_data
3290.0, KBJ_to_CMB_002_2,146.55,-0.45,17.33,3185.0,0.65, MRT_to_KB_001.37_3,4.3,0.0,0.0, tripinfo_3000_132,105.0, 3000_132,0,297.79,1.08,0.0,87.4, Car, ,1,77.0,64607,dynamic_DQL_vehicle_data
3290.0, KBJ_to_CMB_001_4,57.78,1.0,14.55,3234.0,0.76, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3000_165,56.0, 3000_165,0,134.83,0.97,0.0,46.66, Motor_Cycle, ,1,36.0,64607,dynamic_DQL_vehicle_data
3291.0, KBJ_to_P_2,128.65,-0.57,12.71,3140.0,0.78, CMB_to_KBJ_003_1,6.35,0.0,0.0, tripinfo_3000_100,151.0, 3000_100,0,362.52,0.92,0.0,122.83, Goods_Vehicle, ,1,107.0,64607,dynamic_DQL_vehicle_data
3291.0, KB_to_MRT_002_1,130.27,-0.65,13.98,3158.0,0.93, CMB_to_KBJ_002_2,4.3,0.0,0.0, tripinfo_3000_112,133.0, 3000_112,0,292.96,0.88,0.0,112.51, Car, ,1,103.0,64607,dynamic_DQL_vehicle_data
3291.0, KBJ_to_CMB_001_3,57.78,0.45,17.7,3219.0,0.95, MRT_to_KB_003_2,5.4,0.0,0.0, tripinfo_3000_157,72.0, 3000_157,0,230.89,1.17,0.0,57.77, Van, ,1,42.0,64607,dynamic_DQL_vehicle_data
3291.0, KBJ_to_CMB_001_4,57.78,1.0,15.85,3254.0,1.4, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3000_186,37.0, 3000_186,0,134.83,1.0,0.0,28.12, Motor_Cycle, ,1,17.0,64607,dynamic_DQL_vehicle_data
3292.0, KBJ_to_CMB_002_3,146.55,0.0,13.86,3182.0,0.36, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3000_130,110.0, 3000_130,0,299.44,0.87,0.0,88.13, 3_Wheeler, ,1,78.0,64607,dynamic_DQL_vehicle_data
3292.0, KBJ_to_CMB_002_2,146.55,-0.05,17.72,3187.0,0.18, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3000_135,105.0, 3000_135,0,399.35,1.07,0.0,79.88, Motor_Cycle, ,1,67.0,64607,dynamic_DQL_vehicle_data
3292.0, KBJ_to_CMB_001_2,57.78,0.3,16.1,3248.0,0.92, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_3000_179,44.0, 3000_179,0,134.83,1.01,0.0,34.82, Motor_Cycle, ,1,25.0,64607,dynamic_DQL_vehicle_data
3293.0, KBJ_to_CMB_002_2,146.55,-0.45,17.12,3196.0,0.33, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3000_141,97.0, 3000_141,0,397.15,1.07,0.0,72.69, Car, ,1,60.0,64607,dynamic_DQL_vehicle_data
3293.0, KBJ_to_CMB_001_4,57.78,-0.6,17.69,3244.0,0.32, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3000_175,49.0, 3000_175,0,231.99,1.11,0.0,34.17, Car, ,2,17.0,64607,dynamic_DQL_vehicle_data
3294.0, KBJ_to_P_1,128.65,-0.1,13.38,3006.0,0.0, CMB_to_KBJ_003_1,12.1,0.0,0.0, tripinfo_bus_255:0.10,288.0, bus_255:0.10,0,356.77,1.0,188.0,75.07, bus, ,2,31.0,64607,dynamic_DQL_vehicle_data
3294.0, KBJ_to_CMB_002_3,146.55,-0.47,13.76,3203.0,0.17, MRT_to_KB_001.37_4,6.35,0.0,0.0, tripinfo_3000_149,91.0, 3000_149,0,295.74,1.02,0.0,69.49, Goods_Vehicle, ,1,60.0,64607,dynamic_DQL_vehicle_data
3294.0, KBJ_to_CMB_001_2,57.78,0.0,15.79,3242.0,0.77, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3000_171,52.0, 3000_171,0,233.64,0.98,0.0,35.39, 3_Wheeler, ,1,23.0,64607,dynamic_DQL_vehicle_data
3295.0, KBJ_to_CMB_002_2,146.55,-1.05,14.83,3199.0,0.66, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_3000_143,96.0, 3000_143,0,348.78,0.94,0.0,71.9, Motor_Cycle, ,1,62.0,64607,dynamic_DQL_vehicle_data
3295.0, KBJ_to_P_2,128.65,0.6,12.78,3236.0,0.57, CMB_to_KBJ_002_1,2.1,0.0,0.0, tripinfo_3000_167,59.0, 3000_167,0,216.16,1.01,0.0,43.21, Motor_Cycle, ,1,28.0,64607,dynamic_DQL_vehicle_data
3296.0, KBJ_to_P_1,128.65,0.75,15.17,3166.0,0.07, CMB_to_KBJ_002_1,2.65,0.0,0.0, tripinfo_3000_120,130.0, 3000_120,0,215.61,1.15,0.0,115.29, 3_Wheeler, ,1,92.0,64607,dynamic_DQL_vehicle_data
3296.0, KBJ_to_CMB_001_3,57.78,0.75,16.07,3259.0,0.1, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3000_189,37.0, 3000_189,0,233.64,1.16,0.0,22.68, 3_Wheeler, ,1,1.0,64607,dynamic_DQL_vehicle_data
3296.0, KBJ_to_CMB_001_4,57.78,0.0,16.28,3261.0,0.55, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3000_190,35.0, 3000_190,0,234.19,0.99,0.0,18.03, Motor_Cycle, ,1,3.0,64607,dynamic_DQL_vehicle_data
3297.0, KBJ_to_P_1,128.65,-0.7,12.44,3210.0,0.54, CMB_to_KBJ_003_1,4.3,0.0,0.0, tripinfo_3000_153,87.0, 3000_153,0,364.57,0.91,0.0,60.15, Car, ,1,41.0,64607,dynamic_DQL_vehicle_data
3297.0, KBJ_to_P_2,128.65,-0.3,15.62,3243.0,1.21, CMB_to_KBJ_001_1,2.1,0.0,0.0, tripinfo_3000_173,54.0, 3000_173,0,173.04,1.13,0.0,41.79, Motor_Cycle, ,1,25.0,64607,dynamic_DQL_vehicle_data
3298.0, KBJ_to_CMB_002_3,146.55,0.1,14.72,3200.0,0.12, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3000_144,98.0, 3000_144,0,398.8,0.94,0.0,70.2, 3_Wheeler, ,1,55.0,64607,dynamic_DQL_vehicle_data
3299.0, KBJ_to_CMB_002_3,146.55,0.6,17.0,3211.0,0.87, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3000_154,88.0, 3000_154,0,397.15,1.06,0.0,63.82, Car, ,2,45.0,64607,dynamic_DQL_vehicle_data
3300.0, KBJ_to_CMB_002_2,146.55,1.25,15.95,3232.0,0.55, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_3000_164,68.0, 3000_164,0,399.35,0.96,0.0,40.28, Motor_Cycle, ,1,26.0,64607,dynamic_DQL_vehicle_data
