interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 296.00, MRT_to_KB_001.37_2, 296.00, 950.24, 293, 123.00, 123.00, 10.00, 3, 67.77, 3, 98.67, 98.67, 3.17, 0.98, 26.64, 1.80, 5.94, 1.37, 53, 53, 53, 363.12, 4.00
300.00, 600.00, 177.00, MRT_to_KB_001.37_2, 177.00, 824.30, 174, 91.00, 91.00, 9.60, 2, 100.00, 2, 59.00, 59.00, 2.75, 0.58, 28.34, 2.91, 3.71, 0.99, 52, 52, 52, 244.84, 4.00
600.00, 900.00, 419.00, MRT_to_KB_001.37_2, 419.00, 1247.04, 413, 105.00, 105.00, 10.00, 3, 69.98, 4, 69.83, 69.83, 4.16, 1.38, 36.52, 1.18, 9.29, 1.76, 48, 45, 48, 487.75, 7.00
900.00, 1200.00, 568.00, MRT_to_KB_001.37_2, 436.00, 1305.81, 433, 105.00, 105.00, 9.61, 3, 100.00, 3, 94.67, 72.67, 4.35, 1.44, 36.72, 1.10, 10.60, 1.78, 40, 42, 43, 495.74, 3.00
1200.00, 1500.00, 281.00, MRT_to_KB_001.37_2, 281.00, 907.88, 278, 98.00, 98.00, 10.00, 3, 69.98, 3, 93.67, 93.67, 3.03, 0.93, 29.18, 2.44, 4.50, 1.44, 66, 67, 67, 367.05, 3.00
1500.00, 1800.00, 380.00, MRT_to_KB_001.37_2, 380.00, 1256.41, 375, 124.00, 124.00, 10.00, 3, 72.56, 3, 76.00, 76.00, 4.19, 1.25, 32.82, 1.34, 8.62, 1.62, 46, 44, 46, 439.18, 5.00
1800.00, 2100.00, 594.00, MRT_to_KB_001.37_2, 552.00, 1685.86, 548, 106.00, 100.00, 9.75, 4, 72.56, 4, 99.00, 92.00, 5.62, 1.83, 47.45, 1.00, 11.64, 2.19, 47, 45, 49, 615.28, 4.00
2100.00, 2400.00, 737.00, MRT_to_KB_001.37_2, 350.00, 1051.53, 347, 121.00, 97.00, 10.00, 4, 67.43, 4, 105.28, 50.00, 3.51, 1.16, 30.61, 2.07, 5.28, 1.69, 67, 71, 71, 441.12, 3.00
2400.00, 2700.00, 241.00, MRT_to_KB_001.37_2, 241.00, 803.39, 238, 88.00, 88.00, 10.00, 3, 69.98, 3, 80.33, 80.33, 2.68, 0.79, 25.75, 2.53, 4.40, 1.23, 58, 58, 58, 311.86, 3.00
2700.00, 3000.00, 371.00, MRT_to_KB_001.37_2, 371.00, 1435.22, 369, 106.00, 106.00, 10.00, 3, 77.56, 3, 74.20, 74.20, 4.78, 1.23, 44.35, 1.36, 8.13, 1.64, 49, 46, 49, 441.12, 8.00
3000.00, 3300.00, 678.00, MRT_to_KB_001.37_2, 503.00, 1676.63, 503, 124.00, 110.00, 10.00, 3, 73.00, 3, 96.86, 71.86, 5.59, 1.68, 43.41, 1.02, 11.34, 2.06, 44, 46, 47, 574.31, 6.00
3300.00, 3600.00, 200.00, MRT_to_KB_001.37_2, 200.00, 858.95, 199, 100.00, 100.00, 9.71, 2, 66.56, 2, 100.00, 100.00, 2.86, 0.66, 30.82, 3.45, 2.82, 1.28, 80, 80, 81, 304.64, 4.00
3600.00, 3900.00, 228.00, MRT_to_KB_001.37_2, 228.00, 1102.19, 224, 99.00, 99.00, 10.00, 2, 79.99, 2, 57.00, 57.00, 3.67, 0.75, 38.59, 3.00, 3.38, 1.31, 74, 73, 75, 323.95, 5.00
3900.00, 4200.00, 509.00, MRT_to_KB_001.37_2, 478.00, 1583.28, 474, 119.00, 104.00, 10.00, 4, 69.05, 4, 84.83, 79.67, 5.28, 1.58, 44.08, 1.48, 7.75, 2.05, 62, 60, 64, 555.34, 4.00
4200.00, 4500.00, 646.00, MRT_to_KB_001.37_2, 375.00, 1273.11, 375, 124.00, 124.00, 10.00, 4, 78.06, 4, 92.28, 53.57, 4.24, 1.25, 43.10, 1.93, 5.53, 1.85, 71, 74, 75, 483.33, 4.00
4500.00, 4800.00, 0.00, MRT_to_KB_001.37_2, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 53.00, 2, 0.00, 0.00, 0.00, 0.00, 2.01, 12.33, 0.09, 0.16, 21, 22, 22, 24.07, 0.00
4800.00, 5100.00, 0.00, MRT_to_KB_001.37_2, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5313.00, 0.00, MRT_to_KB_001.37_2, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
