interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 59.00, CMB_to_KBJ_001_2, 59.00, 488.14, 58, 59.00, 59.00, 9.55, 1, 100.00, 2, 59.00, 59.00, 1.63, 0.19, 19.54, 2.15, 5.80, 0.30, 12, 12, 12, 80.37, 2.00
300.00, 600.00, 17.00, CMB_to_KBJ_001_2, 17.00, 257.20, 35, 17.00, 17.00, 10.00, 1, 100.00, 1, 17.00, 17.00, 0.86, 0.12, 11.44, 3.92, 2.66, 0.23, 17, 16, 17, 59.39, 2.00
600.00, 900.00, 241.00, CMB_to_KBJ_001_2, 224.00, 778.10, 220, 129.00, 112.00, 8.65, 3, 68.88, 3, 48.20, 44.80, 2.59, 0.73, 23.92, 0.40, 23.25, 0.82, 9, 10, 10, 238.47, 4.00
900.00, 1200.00, 339.00, CMB_to_KBJ_001_2, 339.00, 1391.25, 352, 150.00, 150.00, 10.00, 3, 100.00, 3, 56.50, 56.50, 4.64, 1.17, 43.70, 0.34, 34.24, 1.32, 11, 11, 11, 385.08, 7.00
1200.00, 1500.00, 150.00, CMB_to_KBJ_001_2, 150.00, 628.57, 168, 146.00, 146.00, 10.00, 2, 77.32, 2, 75.00, 75.00, 2.10, 0.56, 21.71, 0.99, 11.41, 0.69, 16, 16, 16, 194.26, 3.00
1500.00, 1800.00, 459.00, CMB_to_KBJ_001_2, 459.00, 1562.15, 470, 146.00, 146.00, 10.00, 3, 85.33, 3, 76.50, 76.50, 5.21, 1.57, 46.34, 0.49, 20.81, 1.78, 24, 21, 24, 514.75, 7.00
1800.00, 2100.00, 577.00, CMB_to_KBJ_001_2, 472.00, 1882.89, 469, 139.00, 116.00, 10.00, 3, 100.00, 3, 96.17, 78.67, 6.28, 1.56, 53.53, 0.30, 37.71, 1.71, 10, 11, 13, 499.14, 3.00
2100.00, 2400.00, 528.00, CMB_to_KBJ_001_2, 306.00, 1456.70, 304, 140.00, 140.00, 10.00, 2, 100.00, 2, 132.00, 76.50, 4.86, 1.01, 43.21, 1.08, 11.95, 1.27, 26, 27, 28, 357.83, 2.00
2400.00, 2700.00, 149.00, CMB_to_KBJ_001_2, 149.00, 984.29, 174, 75.00, 75.00, 10.00, 2, 100.00, 3, 21.29, 21.29, 3.28, 0.58, 33.15, 0.88, 14.28, 0.75, 13, 14, 14, 210.98, 8.00
2700.00, 3000.00, 297.00, CMB_to_KBJ_001_2, 297.00, 1501.11, 351, 83.00, 83.00, 10.00, 3, 100.00, 3, 49.50, 49.50, 5.00, 1.17, 46.79, 0.48, 23.60, 1.34, 16, 13, 16, 389.34, 8.00
3000.00, 3300.00, 641.00, CMB_to_KBJ_001_2, 469.00, 1649.60, 489, 141.00, 125.00, 10.00, 3, 99.14, 3, 58.27, 42.64, 5.50, 1.63, 46.58, 0.47, 23.15, 1.90, 20, 22, 23, 548.10, 9.00
3300.00, 3600.00, 103.00, CMB_to_KBJ_001_2, 103.00, 913.59, 102, 103.00, 103.00, 10.00, 1, 100.00, 2, 103.00, 103.00, 3.05, 0.34, 34.79, 2.54, 4.62, 0.56, 25, 26, 26, 142.09, 1.00
3600.00, 3900.00, 270.00, CMB_to_KBJ_001_2, 270.00, 1152.95, 265, 126.00, 126.00, 9.45, 2, 99.51, 3, 54.00, 54.00, 3.84, 0.88, 36.15, 0.91, 12.85, 1.12, 23, 21, 23, 313.44, 5.00
3900.00, 4200.00, 494.00, CMB_to_KBJ_001_2, 450.00, 1703.21, 447, 125.00, 102.00, 10.00, 3, 100.00, 3, 98.80, 90.00, 5.68, 1.49, 44.16, 0.45, 25.95, 1.65, 16, 16, 18, 480.04, 3.00
4200.00, 4500.00, 716.00, CMB_to_KBJ_001_2, 570.00, 1431.56, 565, 159.00, 159.00, 10.00, 4, 93.93, 4, 102.28, 81.43, 4.77, 1.88, 38.32, 0.75, 15.36, 2.27, 38, 39, 40, 643.70, 5.00
4500.00, 4800.00, 0.00, CMB_to_KBJ_001_2, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 65.46, 2, 0.00, 0.00, 0.00, 0.00, 0.43, 12.88, 0.25, 0.02, 2, 3, 3, 3.78, 0.00
4800.00, 5100.00, 0.00, CMB_to_KBJ_001_2, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5313.00, 0.00, CMB_to_KBJ_001_2, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
