interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 116.00, MRT_to_KB_001.37_4, 116.00, 735.09, 205, 109.00, 109.00, 10.00, 3, 66.68, 3, 58.00, 58.00, 2.45, 0.68, 22.76, 0.56, 16.72, 0.79, 13, 13, 13, 226.57, 4.00
300.00, 600.00, 226.00, MRT_to_KB_001.37_4, 226.00, 743.36, 222, 86.00, 86.00, 10.00, 3, 59.98, 3, 56.50, 56.50, 2.48, 0.74, 18.08, 0.55, 18.27, 0.86, 13, 13, 13, 247.76, 4.00
600.00, 900.00, 323.00, MRT_to_KB_001.37_4, 323.00, 1222.98, 316, 99.00, 99.00, 10.00, 4, 74.99, 4, 40.38, 40.38, 4.08, 1.05, 34.23, 0.55, 18.81, 1.22, 18, 14, 18, 352.67, 9.00
900.00, 1200.00, 599.00, MRT_to_KB_001.37_4, 463.00, 1360.52, 458, 103.00, 103.00, 10.00, 4, 69.98, 4, 59.90, 46.30, 4.54, 1.53, 35.83, 0.46, 19.75, 1.76, 21, 24, 25, 509.81, 7.00
1200.00, 1500.00, 291.00, MRT_to_KB_001.37_4, 291.00, 763.11, 287, 97.00, 97.00, 8.45, 3, 62.30, 3, 72.75, 72.75, 2.54, 0.96, 21.44, 0.70, 15.30, 1.13, 19, 20, 20, 322.06, 4.00
1500.00, 1800.00, 396.00, MRT_to_KB_001.37_4, 396.00, 1297.48, 391, 119.00, 119.00, 10.00, 3, 79.98, 3, 44.00, 44.00, 4.32, 1.30, 38.32, 0.56, 19.17, 1.53, 22, 19, 22, 439.08, 10.00
1800.00, 2100.00, 593.00, MRT_to_KB_001.37_4, 539.00, 1767.27, 533, 109.00, 97.00, 10.00, 3, 69.98, 3, 59.30, 53.90, 5.89, 1.78, 41.79, 0.39, 23.24, 1.97, 21, 21, 24, 573.84, 8.00
2100.00, 2400.00, 565.00, MRT_to_KB_001.37_4, 285.00, 897.21, 279, 118.00, 80.00, 10.00, 3, 71.61, 3, 56.50, 28.50, 2.99, 0.93, 23.77, 0.95, 11.03, 1.22, 26, 29, 29, 343.31, 8.00
2400.00, 2700.00, 332.00, MRT_to_KB_001.37_4, 332.00, 793.70, 329, 94.00, 94.00, 10.00, 4, 60.51, 4, 41.50, 41.50, 2.65, 1.10, 18.86, 0.45, 25.06, 1.25, 14, 14, 14, 362.76, 9.00
2700.00, 3000.00, 478.00, MRT_to_KB_001.37_4, 478.00, 1565.56, 472, 109.00, 109.00, 10.00, 3, 69.98, 3, 59.75, 59.75, 5.22, 1.57, 40.86, 0.47, 20.03, 1.78, 25, 22, 25, 518.65, 9.00
3000.00, 3300.00, 679.00, MRT_to_KB_001.37_4, 507.00, 1642.01, 498, 120.00, 103.00, 10.00, 3, 69.98, 3, 48.50, 36.21, 5.47, 1.66, 42.27, 0.35, 23.26, 1.89, 20, 21, 23, 549.04, 13.00
3300.00, 3600.00, 309.00, MRT_to_KB_001.37_4, 307.00, 986.87, 306, 106.00, 106.00, 9.75, 3, 77.43, 3, 51.50, 51.17, 3.29, 1.02, 31.55, 1.24, 8.88, 1.33, 36, 38, 38, 371.13, 6.00
3600.00, 3900.00, 305.00, MRT_to_KB_001.37_4, 305.00, 1025.76, 296, 95.00, 95.00, 10.00, 3, 79.99, 3, 33.89, 33.89, 3.42, 0.99, 29.99, 1.25, 8.66, 1.30, 38, 36, 38, 361.65, 9.00
3900.00, 4200.00, 429.00, MRT_to_KB_001.37_4, 405.00, 1768.98, 441, 117.00, 106.00, 10.00, 3, 79.99, 3, 53.62, 50.62, 5.90, 1.47, 50.61, 0.64, 14.23, 1.77, 32, 31, 34, 507.75, 13.00
4200.00, 4500.00, 548.00, MRT_to_KB_001.37_4, 354.00, 1518.87, 342, 118.00, 118.00, 10.00, 3, 79.99, 3, 32.23, 20.82, 5.06, 1.14, 45.81, 0.90, 10.91, 1.51, 33, 36, 36, 420.88, 17.00
4500.00, 4800.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 53.00, 2, 0.00, 0.00, 0.00, 0.00, 0.65, 9.87, 0.42, 0.05, 6, 6, 6, 8.13, 0.00
4800.00, 5100.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5313.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
