interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 24.00, CMB_to_KBJ_001_3, 24.00, 58.65, 23, 24.00, 24.00, 2.55, 1, 25.50, 1, 24.00, 24.00, 0.20, 0.08, 2.49, 1.29, 4.77, 0.12, 6, 6, 6, 31.19, 1.00
300.00, 600.00, 18.00, CMB_to_KBJ_001_3, 18.00, 49.49, 16, 17.00, 17.00, 3.15, 1, 91.36, 2, 9.00, 9.00, 0.16, 0.05, 2.98, 1.54, 6.20, 0.10, 4, 4, 4, 27.22, 3.00
600.00, 900.00, 77.00, CMB_to_KBJ_001_3, 77.00, 290.09, 74, 49.00, 49.00, 10.00, 2, 96.57, 2, 25.67, 25.67, 0.97, 0.25, 9.82, 0.79, 11.12, 0.33, 8, 8, 8, 93.43, 3.00
900.00, 1200.00, 110.00, CMB_to_KBJ_001_3, 110.00, 604.10, 106, 73.00, 73.00, 9.95, 2, 100.00, 2, 27.50, 27.50, 2.01, 0.35, 22.85, 0.94, 12.60, 0.46, 10, 10, 10, 133.63, 6.00
1200.00, 1500.00, 40.00, CMB_to_KBJ_001_3, 40.00, 123.58, 38, 30.00, 30.00, 10.00, 2, 100.00, 2, 20.00, 20.00, 0.41, 0.13, 5.49, 1.20, 8.15, 0.19, 6, 6, 6, 52.96, 2.00
1500.00, 1800.00, 230.00, CMB_to_KBJ_001_3, 230.00, 1126.69, 226, 109.00, 109.00, 10.00, 2, 100.00, 2, 57.50, 57.50, 3.76, 0.75, 35.85, 0.62, 16.53, 0.89, 15, 14, 15, 257.59, 6.00
1800.00, 2100.00, 205.00, CMB_to_KBJ_001_3, 172.00, 1151.47, 170, 116.00, 83.00, 10.00, 2, 100.00, 3, 68.33, 57.33, 3.84, 0.57, 38.37, 0.42, 22.67, 0.64, 7, 6, 8, 186.41, 3.00
2100.00, 2400.00, 315.00, CMB_to_KBJ_001_3, 226.00, 832.42, 223, 105.00, 105.00, 10.00, 3, 69.98, 3, 63.00, 45.20, 2.77, 0.74, 26.72, 0.62, 17.58, 0.89, 12, 14, 14, 255.76, 4.00
2400.00, 2700.00, 96.00, CMB_to_KBJ_001_3, 96.00, 694.43, 91, 92.00, 92.00, 7.64, 1, 99.67, 2, 19.20, 19.20, 2.31, 0.30, 25.52, 0.52, 15.11, 0.38, 7, 7, 7, 109.38, 6.00
2700.00, 3000.00, 166.00, CMB_to_KBJ_001_3, 166.00, 907.80, 163, 88.00, 88.00, 10.00, 2, 91.50, 2, 41.50, 41.50, 3.03, 0.54, 31.71, 0.65, 14.03, 0.67, 13, 11, 13, 190.10, 6.00
3000.00, 3300.00, 278.00, CMB_to_KBJ_001_3, 201.00, 1377.18, 199, 116.00, 77.00, 10.00, 2, 100.00, 2, 69.50, 50.25, 4.59, 0.66, 44.43, 0.64, 18.03, 0.79, 10, 12, 12, 225.05, 3.00
3300.00, 3600.00, 143.00, CMB_to_KBJ_001_3, 143.00, 518.09, 141, 81.00, 81.00, 7.22, 2, 62.00, 3, 71.50, 71.50, 1.73, 0.47, 17.20, 0.68, 15.93, 0.59, 10, 10, 10, 165.86, 3.00
3600.00, 3900.00, 81.00, CMB_to_KBJ_001_3, 81.00, 732.66, 79, 74.00, 74.00, 10.00, 1, 100.00, 2, 40.50, 40.50, 2.44, 0.26, 27.44, 1.60, 6.81, 0.40, 14, 12, 14, 106.02, 2.00
3900.00, 4200.00, 475.00, CMB_to_KBJ_001_3, 468.00, 1357.65, 464, 107.00, 100.00, 10.00, 3, 66.42, 3, 79.17, 78.00, 4.53, 1.55, 31.94, 0.31, 30.16, 1.68, 14, 13, 16, 491.90, 6.00
4200.00, 4500.00, 493.00, CMB_to_KBJ_001_3, 294.00, 1195.70, 292, 132.00, 132.00, 10.00, 3, 100.00, 3, 98.60, 58.80, 3.99, 0.97, 35.83, 0.91, 10.99, 1.20, 26, 29, 29, 337.44, 3.00
4500.00, 4800.00, 0.00, CMB_to_KBJ_001_3, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 23.73, 1, 0.00, 0.00, 0.00, 0.00, 0.08, 15.11, 0.00, 0.01, 1, 1, 1, 1.01, 0.00
4800.00, 5100.00, 0.00, CMB_to_KBJ_001_3, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5313.00, 0.00, CMB_to_KBJ_001_3, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
