interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 179.00, P_to_KBJ_2, 179.00, 591.47, 173, 81.00, 81.00, 10.00, 3, 79.99, 3, 29.83, 29.83, 1.97, 0.58, 19.68, 0.68, 17.38, 0.71, 11, 9, 11, 201.90, 6.00
300.00, 600.00, 387.00, P_to_KBJ_2, 364.00, 1650.70, 362, 123.00, 111.00, 10.00, 2, 79.99, 2, 96.75, 91.00, 5.50, 1.21, 45.95, 0.46, 25.03, 1.34, 13, 13, 15, 389.19, 2.00
600.00, 900.00, 526.00, P_to_KBJ_2, 383.00, 1750.21, 380, 143.00, 143.00, 9.62, 2, 76.17, 2, 105.20, 76.60, 5.83, 1.27, 48.37, 0.42, 28.35, 1.40, 12, 14, 14, 408.99, 3.00
900.00, 1200.00, 159.00, P_to_KBJ_2, 159.00, 630.27, 156, 93.00, 93.00, 9.13, 2, 71.32, 2, 53.00, 53.00, 2.10, 0.52, 19.78, 0.84, 14.10, 0.63, 12, 10, 12, 181.01, 3.00
1200.00, 1500.00, 712.00, P_to_KBJ_2, 702.00, 1946.52, 697, 160.00, 151.00, 10.00, 4, 69.97, 4, 118.67, 117.00, 6.49, 2.32, 51.57, 0.26, 44.78, 2.48, 14, 14, 16, 730.10, 5.00
1500.00, 1800.00, 713.00, P_to_KBJ_2, 575.00, 1802.06, 572, 159.00, 141.00, 8.55, 3, 67.50, 3, 142.60, 115.00, 6.01, 1.91, 52.06, 0.57, 20.38, 2.14, 27, 26, 29, 616.57, 4.00
1800.00, 2100.00, 984.00, P_to_KBJ_2, 588.00, 1900.63, 581, 178.00, 178.00, 10.00, 3, 69.98, 3, 98.40, 58.80, 6.34, 1.94, 51.99, 0.82, 14.25, 2.37, 41, 44, 44, 667.89, 8.00
2100.00, 2400.00, 436.00, P_to_KBJ_2, 436.00, 1817.18, 430, 171.00, 171.00, 10.00, 4, 70.17, 4, 72.67, 72.67, 6.06, 1.43, 51.16, 1.09, 10.80, 1.83, 43, 39, 43, 506.69, 6.00
2400.00, 2700.00, 766.00, P_to_KBJ_2, 671.00, 2031.13, 669, 168.00, 133.00, 10.00, 4, 79.99, 4, 127.67, 111.83, 6.77, 2.23, 50.21, 0.55, 21.06, 2.51, 29, 31, 33, 724.32, 2.00
2700.00, 3000.00, 595.00, P_to_KBJ_2, 447.00, 1984.79, 445, 165.00, 165.00, 10.00, 2, 79.99, 2, 148.75, 111.75, 6.62, 1.48, 54.63, 0.52, 23.03, 1.65, 18, 19, 20, 479.41, 2.00
3000.00, 3300.00, 534.00, P_to_KBJ_2, 373.00, 1781.16, 367, 171.00, 171.00, 10.00, 3, 74.99, 3, 76.28, 53.28, 5.94, 1.22, 54.62, 1.68, 6.91, 1.76, 59, 57, 60, 473.78, 6.00
3300.00, 3600.00, 690.00, P_to_KBJ_2, 660.00, 2165.92, 655, 181.00, 172.00, 9.48, 3, 74.82, 3, 86.25, 82.50, 7.22, 2.18, 63.38, 0.54, 22.67, 2.45, 27, 28, 30, 709.16, 5.00
3600.00, 3900.00, 629.00, P_to_KBJ_2, 486.00, 2123.84, 482, 174.00, 141.00, 9.62, 2, 76.17, 3, 104.83, 81.00, 7.08, 1.61, 62.94, 0.75, 14.94, 1.89, 32, 32, 34, 537.98, 4.00
3900.00, 4200.00, 712.00, P_to_KBJ_2, 431.00, 1881.59, 425, 180.00, 172.00, 9.62, 2, 76.17, 2, 89.00, 53.88, 6.27, 1.42, 55.78, 1.13, 10.14, 1.84, 44, 45, 46, 509.81, 7.00
4200.00, 4500.00, 645.00, P_to_KBJ_2, 645.00, 2094.90, 635, 183.00, 183.00, 10.00, 3, 74.83, 3, 64.50, 64.50, 6.98, 2.12, 56.63, 0.86, 13.72, 2.55, 48, 46, 49, 717.73, 10.00
4500.00, 4800.00, 711.00, P_to_KBJ_2, 621.00, 2137.73, 618, 171.00, 142.00, 9.48, 3, 74.82, 3, 118.50, 103.50, 7.13, 2.06, 63.56, 0.61, 19.01, 2.36, 31, 32, 34, 677.33, 4.00
4800.00, 5100.00, 680.00, P_to_KBJ_2, 485.00, 1982.74, 481, 178.00, 161.00, 8.27, 2, 72.66, 3, 113.33, 80.83, 6.61, 1.60, 57.65, 0.77, 14.59, 1.91, 33, 33, 35, 542.06, 5.00
5100.00, 5157.00, 343.00, P_to_KBJ_2, 23.00, 93.00, 23, 172.00, 12.00, 8.27, 2, 62.66, 2, 171.50, 11.50, 1.63, 0.40, 23.62, 3.65, 2.54, 1.09, 12, 14, 14, 48.99, 0.00
