interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 193.00, MRT_to_KB_001.37_4, 193.00, 720.39, 187, 97.00, 97.00, 10.00, 3, 67.50, 3, 32.17, 32.17, 2.40, 0.62, 23.40, 0.79, 13.76, 0.77, 15, 15, 15, 218.49, 6.00
300.00, 600.00, 264.00, MRT_to_KB_001.37_4, 264.00, 632.58, 258, 87.00, 87.00, 10.00, 4, 69.97, 4, 44.00, 44.00, 2.11, 0.86, 17.72, 0.65, 15.46, 1.02, 18, 18, 18, 292.45, 6.00
600.00, 900.00, 299.00, MRT_to_KB_001.37_4, 299.00, 1240.96, 384, 100.00, 100.00, 10.00, 3, 69.98, 3, 49.83, 49.83, 4.14, 1.28, 32.49, 0.43, 19.48, 1.46, 21, 18, 21, 422.07, 9.00
900.00, 1200.00, 538.00, MRT_to_KB_001.37_4, 426.00, 1358.10, 417, 102.00, 102.00, 10.00, 3, 77.43, 3, 44.83, 35.50, 4.53, 1.39, 39.06, 0.40, 26.60, 1.60, 14, 17, 17, 466.01, 9.00
1200.00, 1500.00, 194.00, MRT_to_KB_001.37_4, 194.00, 765.80, 189, 97.00, 97.00, 8.20, 2, 75.83, 2, 38.80, 38.80, 2.55, 0.63, 23.40, 0.97, 11.95, 0.82, 18, 18, 18, 230.89, 5.00
1500.00, 1800.00, 256.00, MRT_to_KB_001.37_4, 256.00, 1181.22, 476, 116.00, 116.00, 10.00, 4, 59.97, 4, 64.00, 64.00, 3.94, 1.59, 27.44, 0.46, 21.65, 1.78, 23, 20, 23, 515.51, 7.00
1800.00, 2100.00, 561.00, MRT_to_KB_001.37_4, 536.00, 1750.89, 527, 99.00, 93.00, 10.00, 3, 69.98, 3, 51.00, 48.73, 5.84, 1.76, 42.01, 0.45, 24.15, 1.96, 20, 20, 23, 574.36, 9.00
2100.00, 2400.00, 627.00, MRT_to_KB_001.37_4, 353.00, 1138.31, 343, 114.00, 97.00, 10.00, 3, 69.98, 3, 48.23, 27.15, 3.79, 1.14, 32.84, 0.87, 12.02, 1.45, 29, 32, 32, 410.80, 10.00
2400.00, 2700.00, 174.00, MRT_to_KB_001.37_4, 174.00, 799.98, 171, 91.00, 91.00, 9.46, 2, 69.56, 2, 58.00, 58.00, 2.67, 0.57, 23.02, 0.83, 13.48, 0.71, 14, 14, 14, 201.23, 3.00
2700.00, 3000.00, 427.00, MRT_to_KB_001.37_4, 427.00, 1391.60, 419, 91.00, 91.00, 10.00, 3, 79.98, 3, 53.38, 53.38, 4.63, 1.39, 39.00, 0.55, 18.60, 1.61, 24, 21, 24, 464.53, 8.00
3000.00, 3300.00, 672.00, MRT_to_KB_001.37_4, 508.00, 1656.36, 500, 117.00, 106.00, 10.00, 3, 75.44, 3, 61.09, 46.18, 5.52, 1.67, 42.86, 0.38, 25.34, 1.87, 18, 18, 21, 546.89, 9.00
3300.00, 3600.00, 412.00, MRT_to_KB_001.37_4, 408.00, 904.08, 402, 107.00, 107.00, 9.20, 4, 62.50, 4, 41.20, 40.80, 3.01, 1.34, 26.95, 1.03, 11.34, 1.69, 36, 39, 39, 477.60, 8.00
3600.00, 3900.00, 245.00, MRT_to_KB_001.37_4, 245.00, 980.51, 235, 96.00, 96.00, 10.00, 3, 69.98, 3, 24.50, 24.50, 3.27, 0.78, 31.79, 1.55, 6.87, 1.13, 40, 37, 40, 309.35, 12.00
3900.00, 4200.00, 588.00, MRT_to_KB_001.37_4, 543.00, 1791.13, 539, 119.00, 105.00, 10.00, 3, 100.00, 3, 84.00, 77.57, 5.97, 1.80, 46.33, 0.60, 17.61, 2.06, 29, 29, 32, 590.18, 4.00
4200.00, 4500.00, 808.00, MRT_to_KB_001.37_4, 577.00, 1501.13, 565, 117.00, 117.00, 10.00, 4, 69.42, 4, 53.87, 38.47, 5.00, 1.88, 37.07, 0.65, 16.07, 2.24, 35, 37, 38, 641.00, 12.00
4500.00, 4800.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 42.00, 1, 0.00, 0.00, 0.00, 0.00, 0.58, 10.61, 0.28, 0.04, 4, 5, 5, 6.34, 0.00
4800.00, 5100.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5153.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
