interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 1.57, 1, 0.00, 0.00, 0.00, 0.00, 0.01, 3.41, 0.55, 0.01, 2, 2, 2, 1.40, 1.00
300.00, 600.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 25.50, 1, 0.00, 0.00, 0.00, 0.00, 0.09, 3.69, 1.50, 0.01, 1, 1, 1, 2.00, 0.00
600.00, 900.00, 87.00, CMB_to_KBJ_001_4, 87.00, 164.20, 85, 44.00, 44.00, 3.93, 2, 29.32, 2, 43.50, 43.50, 0.55, 0.28, 4.66, 0.52, 18.50, 0.33, 5, 5, 5, 95.58, 2.00
900.00, 1200.00, 101.00, CMB_to_KBJ_001_4, 101.00, 624.56, 100, 101.00, 101.00, 6.25, 1, 62.50, 1, 101.00, 101.00, 2.08, 0.33, 21.40, 0.11, 52.33, 0.36, 2, 2, 2, 105.49, 1.00
1200.00, 1500.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 62.50, 1, 0.00, 0.00, 0.00, 0.00, 0.77, 4.07, 1.82, 0.03, 3, 3, 3, 7.35, 0.00
1500.00, 1800.00, 209.00, CMB_to_KBJ_001_4, 209.00, 679.01, 206, 116.00, 116.00, 9.89, 3, 78.72, 3, 69.67, 69.67, 2.26, 0.69, 20.81, 0.23, 36.61, 0.75, 6, 6, 6, 222.68, 3.00
1800.00, 2100.00, 211.00, CMB_to_KBJ_001_4, 211.00, 619.37, 205, 64.00, 64.00, 10.00, 3, 69.98, 3, 35.17, 35.17, 2.06, 0.68, 18.12, 0.39, 24.96, 0.79, 9, 6, 9, 230.00, 6.00
2100.00, 2400.00, 363.00, CMB_to_KBJ_001_4, 292.00, 999.49, 289, 113.00, 113.00, 10.00, 3, 69.98, 3, 60.50, 48.67, 3.33, 0.96, 28.92, 0.27, 33.97, 1.06, 6, 9, 9, 310.79, 3.00
2400.00, 2700.00, 146.00, CMB_to_KBJ_001_4, 146.00, 426.95, 143, 64.00, 64.00, 10.00, 3, 69.98, 3, 48.67, 48.67, 1.42, 0.48, 12.12, 0.47, 26.36, 0.56, 6, 6, 6, 163.16, 3.00
2700.00, 3000.00, 94.00, CMB_to_KBJ_001_4, 94.00, 265.50, 90, 59.00, 59.00, 7.13, 3, 51.23, 3, 23.50, 23.50, 0.88, 0.30, 9.40, 0.52, 17.36, 0.37, 6, 5, 6, 107.77, 4.00
3000.00, 3300.00, 262.00, CMB_to_KBJ_001_4, 203.00, 819.09, 200, 119.00, 70.00, 8.98, 2, 69.76, 2, 65.50, 50.75, 2.73, 0.67, 24.05, 0.23, 35.28, 0.73, 5, 6, 6, 214.48, 4.00
3300.00, 3600.00, 236.00, CMB_to_KBJ_001_4, 236.00, 727.47, 232, 86.00, 86.00, 10.00, 3, 69.98, 3, 59.00, 59.00, 2.42, 0.77, 18.37, 0.27, 40.88, 0.85, 6, 6, 6, 249.32, 4.00
3600.00, 3900.00, 157.00, CMB_to_KBJ_001_4, 157.00, 513.74, 154, 55.00, 55.00, 10.00, 3, 69.98, 3, 52.33, 52.33, 1.71, 0.51, 14.40, 0.68, 19.02, 0.62, 9, 8, 9, 178.64, 3.00
3900.00, 4200.00, 443.00, CMB_to_KBJ_001_4, 443.00, 1407.02, 437, 100.00, 100.00, 10.00, 3, 69.98, 3, 73.83, 73.83, 4.69, 1.46, 35.58, 0.19, 45.38, 1.55, 9, 7, 10, 459.19, 6.00
4200.00, 4500.00, 562.00, CMB_to_KBJ_001_4, 414.00, 1083.17, 411, 136.00, 136.00, 10.00, 3, 69.98, 3, 93.67, 69.00, 3.61, 1.37, 26.42, 0.25, 35.75, 1.48, 9, 12, 12, 435.74, 3.00
4500.00, 4800.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
4800.00, 5100.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5313.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
