interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 81.00, P_to_KBJ_2, 81.00, 323.47, 78, 54.00, 54.00, 8.27, 2, 64.68, 2, 27.00, 27.00, 1.08, 0.26, 12.23, 1.35, 7.89, 0.39, 12, 10, 12, 105.38, 5.00
300.00, 600.00, 299.00, P_to_KBJ_2, 289.00, 989.37, 287, 121.00, 112.00, 7.76, 2, 67.50, 2, 99.67, 96.33, 3.30, 0.96, 31.45, 0.55, 21.48, 1.09, 12, 13, 14, 313.62, 3.00
600.00, 900.00, 429.00, P_to_KBJ_2, 363.00, 1342.82, 360, 145.00, 145.00, 8.20, 2, 62.50, 2, 107.25, 90.75, 4.48, 1.20, 37.62, 0.43, 29.22, 1.35, 12, 13, 13, 391.90, 4.00
900.00, 1200.00, 214.00, P_to_KBJ_2, 214.00, 655.17, 210, 93.00, 93.00, 10.00, 3, 69.98, 3, 53.50, 53.50, 2.18, 0.70, 18.93, 0.62, 18.84, 0.83, 12, 10, 12, 236.33, 4.00
1200.00, 1500.00, 588.00, P_to_KBJ_2, 578.00, 2128.01, 574, 160.00, 150.00, 10.00, 3, 76.17, 3, 117.60, 115.60, 7.09, 1.91, 54.60, 0.31, 36.86, 2.06, 14, 14, 16, 603.99, 4.00
1500.00, 1800.00, 598.00, P_to_KBJ_2, 460.00, 2198.05, 458, 159.00, 143.00, 9.62, 2, 76.17, 2, 149.50, 115.00, 7.33, 1.53, 62.73, 0.69, 17.66, 1.76, 25, 25, 27, 503.49, 2.00
1800.00, 2100.00, 842.00, P_to_KBJ_2, 561.00, 1895.06, 554, 175.00, 175.00, 10.00, 3, 76.17, 3, 93.56, 62.33, 6.32, 1.85, 52.61, 0.89, 13.34, 2.29, 43, 44, 45, 642.75, 7.00
2100.00, 2400.00, 549.00, P_to_KBJ_2, 549.00, 1822.67, 544, 167.00, 167.00, 10.00, 3, 69.98, 3, 109.80, 109.80, 6.08, 1.81, 50.51, 0.88, 13.74, 2.20, 41, 40, 42, 616.86, 5.00
2400.00, 2700.00, 477.00, P_to_KBJ_2, 411.00, 1644.30, 407, 168.00, 132.00, 10.00, 2, 74.99, 3, 79.50, 68.50, 5.48, 1.36, 49.31, 0.84, 13.07, 1.63, 31, 31, 33, 460.22, 4.00
2700.00, 3000.00, 754.00, P_to_KBJ_2, 608.00, 2199.20, 605, 167.00, 167.00, 10.00, 3, 74.99, 3, 150.80, 121.60, 7.33, 2.02, 55.89, 0.39, 29.81, 2.21, 19, 19, 21, 644.24, 3.00
3000.00, 3300.00, 848.00, P_to_KBJ_2, 529.00, 1660.17, 521, 172.00, 172.00, 9.62, 3, 76.16, 3, 84.80, 52.90, 5.53, 1.74, 53.61, 1.29, 8.78, 2.34, 64, 64, 66, 641.19, 8.00
3300.00, 3600.00, 829.00, P_to_KBJ_2, 821.00, 2269.80, 815, 175.00, 170.00, 9.84, 4, 68.32, 4, 103.62, 102.62, 7.57, 2.72, 58.58, 0.45, 26.21, 2.99, 30, 30, 32, 867.82, 6.00
3600.00, 3900.00, 904.00, P_to_KBJ_2, 765.00, 2282.80, 759, 171.00, 142.00, 10.00, 4, 68.16, 4, 113.00, 95.62, 7.61, 2.53, 55.37, 0.49, 23.79, 2.81, 31, 29, 33, 814.20, 6.00
3900.00, 4200.00, 1242.00, P_to_KBJ_2, 683.00, 2122.61, 680, 183.00, 172.00, 10.00, 4, 69.98, 4, 177.43, 97.57, 7.08, 2.27, 55.01, 0.80, 14.94, 2.69, 44, 47, 48, 762.56, 3.00
4200.00, 4500.00, 620.00, P_to_KBJ_2, 620.00, 2033.46, 612, 176.00, 176.00, 10.00, 3, 88.00, 3, 77.50, 77.50, 6.78, 2.04, 55.69, 0.84, 14.39, 2.43, 44, 42, 45, 690.92, 8.00
4500.00, 4800.00, 812.00, P_to_KBJ_2, 720.00, 2386.21, 716, 172.00, 142.00, 10.00, 3, 79.98, 3, 116.00, 102.86, 7.95, 2.39, 68.50, 0.50, 23.25, 2.67, 29, 29, 32, 773.20, 4.00
4800.00, 5100.00, 856.00, P_to_KBJ_2, 560.00, 2105.43, 556, 179.00, 160.00, 10.00, 3, 79.98, 3, 122.28, 80.00, 7.02, 1.85, 64.52, 0.68, 17.20, 2.14, 31, 32, 34, 615.32, 5.00
5100.00, 5153.00, 341.00, P_to_KBJ_2, 23.00, 92.90, 23, 171.00, 12.00, 8.27, 2, 72.66, 3, 170.50, 11.50, 1.75, 0.43, 23.93, 3.22, 2.85, 1.08, 10, 12, 12, 45.01, 0.00
