interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 46.00, P_to_KBJ_1, 46.00, 160.84, 44, 25.00, 25.00, 7.21, 2, 62.00, 2, 23.00, 23.00, 0.54, 0.15, 5.49, 0.95, 9.74, 0.19, 5, 3, 5, 52.26, 2.00
300.00, 600.00, 369.00, P_to_KBJ_1, 323.00, 1268.45, 320, 109.00, 109.00, 9.31, 3, 78.50, 3, 73.80, 64.60, 4.23, 1.07, 39.09, 0.24, 47.76, 1.15, 5, 7, 7, 340.91, 3.00
600.00, 900.00, 33.00, P_to_KBJ_1, 33.00, 114.10, 31, 17.00, 17.00, 7.65, 2, 56.82, 2, 16.50, 16.50, 0.38, 0.10, 3.97, 1.51, 7.72, 0.16, 5, 5, 5, 43.37, 2.00
900.00, 1200.00, 165.00, P_to_KBJ_1, 165.00, 448.61, 161, 76.00, 76.00, 9.55, 3, 75.42, 3, 41.25, 41.25, 1.50, 0.54, 14.71, 0.27, 33.99, 0.59, 5, 2, 5, 173.43, 4.00
1200.00, 1500.00, 445.00, P_to_KBJ_1, 321.00, 1003.51, 320, 178.00, 104.00, 9.54, 3, 75.42, 3, 111.25, 80.25, 3.35, 1.07, 27.84, 0.29, 36.91, 1.16, 6, 8, 9, 339.29, 2.00
1500.00, 1800.00, 187.00, P_to_KBJ_1, 175.00, 459.75, 171, 60.00, 60.00, 9.30, 3, 72.92, 3, 37.40, 35.00, 1.53, 0.57, 14.23, 0.50, 23.21, 0.67, 7, 8, 8, 192.85, 4.00
1800.00, 2100.00, 404.00, P_to_KBJ_1, 404.00, 1337.86, 401, 143.00, 143.00, 10.00, 3, 59.98, 3, 134.67, 134.67, 4.46, 1.34, 30.95, 0.54, 24.90, 1.52, 17, 17, 17, 440.78, 3.00
2100.00, 2400.00, 143.00, P_to_KBJ_1, 143.00, 500.59, 138, 34.00, 34.00, 9.31, 3, 73.06, 3, 28.60, 28.60, 1.67, 0.46, 15.90, 0.84, 11.80, 0.59, 13, 10, 13, 163.61, 6.00
2400.00, 2700.00, 587.00, P_to_KBJ_1, 502.00, 1356.21, 496, 104.00, 104.00, 10.00, 4, 69.98, 4, 65.22, 55.78, 4.52, 1.65, 34.87, 0.24, 39.63, 1.78, 10, 10, 13, 524.24, 6.00
2700.00, 3000.00, 585.00, P_to_KBJ_1, 367.00, 1213.21, 363, 113.00, 112.00, 10.00, 3, 69.98, 3, 83.57, 52.43, 4.04, 1.21, 32.19, 0.47, 24.38, 1.38, 13, 15, 16, 403.54, 4.00
3000.00, 3300.00, 269.00, P_to_KBJ_1, 264.00, 799.39, 258, 76.00, 76.00, 9.31, 3, 73.05, 3, 38.43, 37.71, 2.66, 0.86, 24.61, 0.66, 14.80, 1.04, 18, 16, 19, 295.83, 7.00
3300.00, 3600.00, 636.00, P_to_KBJ_1, 578.00, 2153.90, 578, 143.00, 117.00, 9.75, 3, 77.42, 3, 106.00, 96.33, 7.18, 1.93, 60.30, 0.22, 45.94, 2.06, 10, 11, 13, 607.24, 4.00
3600.00, 3900.00, 666.00, P_to_KBJ_1, 475.00, 2273.81, 471, 167.00, 167.00, 10.00, 2, 86.07, 2, 111.00, 79.17, 7.58, 1.57, 72.02, 0.44, 28.00, 1.80, 16, 17, 18, 520.46, 4.00
3900.00, 4200.00, 436.00, P_to_KBJ_1, 436.00, 1523.46, 428, 139.00, 139.00, 9.73, 3, 76.49, 3, 48.44, 48.44, 5.08, 1.43, 49.47, 0.65, 18.41, 1.76, 25, 26, 26, 503.76, 11.00
4200.00, 4500.00, 474.00, P_to_KBJ_1, 474.00, 1987.94, 470, 145.00, 145.00, 9.31, 2, 100.00, 2, 67.71, 67.71, 6.63, 1.57, 56.61, 0.30, 35.53, 1.73, 14, 12, 14, 508.51, 8.00
4500.00, 4800.00, 955.00, P_to_KBJ_1, 857.00, 2623.56, 851, 157.00, 157.00, 10.00, 4, 77.56, 4, 106.11, 95.22, 8.75, 2.84, 67.17, 0.16, 58.60, 3.00, 13, 11, 15, 889.15, 8.00
4800.00, 5100.00, 1028.00, P_to_KBJ_1, 418.00, 1667.39, 431, 173.00, 139.00, 10.00, 4, 71.92, 4, 102.80, 41.80, 5.56, 1.44, 54.20, 0.79, 13.89, 1.82, 31, 33, 35, 517.06, 7.00
5100.00, 5313.00, 428.00, P_to_KBJ_1, 363.00, 1467.88, 360, 168.00, 168.00, 8.26, 2, 62.00, 2, 85.60, 72.60, 6.89, 1.69, 54.45, 0.16, 74.61, 1.79, 3, 5, 5, 377.43, 3.00
