interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 2.30, 1, 0.00, 0.00, 0.00, 0.00, 0.01, 2.14, 1.41, 0.01, 1, 1, 1, 1.61, 1.00
300.00, 600.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 42.00, 1, 0.00, 0.00, 0.00, 0.00, 0.14, 6.17, 0.77, 0.01, 2, 2, 2, 2.49, 0.00
600.00, 900.00, 92.00, CMB_to_KBJ_001_4, 92.00, 223.06, 90, 47.00, 47.00, 5.01, 2, 40.00, 2, 46.00, 46.00, 0.74, 0.30, 6.44, 0.41, 24.22, 0.34, 4, 4, 4, 99.65, 2.00
900.00, 1200.00, 168.00, CMB_to_KBJ_001_4, 168.00, 766.95, 166, 103.00, 103.00, 8.92, 2, 78.50, 2, 84.00, 84.00, 2.56, 0.55, 24.39, 0.19, 43.72, 0.60, 4, 4, 4, 176.98, 2.00
1200.00, 1500.00, 63.00, CMB_to_KBJ_001_4, 63.00, 135.57, 61, 62.00, 62.00, 2.24, 1, 47.72, 2, 31.50, 31.50, 0.45, 0.20, 5.24, 0.49, 22.94, 0.25, 3, 3, 3, 71.01, 2.00
1500.00, 1800.00, 139.00, CMB_to_KBJ_001_4, 139.00, 510.91, 137, 85.00, 85.00, 7.25, 2, 62.00, 2, 69.50, 69.50, 1.70, 0.46, 16.59, 0.55, 18.77, 0.53, 8, 8, 8, 155.36, 2.00
1800.00, 2100.00, 133.00, CMB_to_KBJ_001_4, 133.00, 355.54, 128, 60.00, 60.00, 9.43, 3, 74.25, 3, 26.60, 26.60, 1.19, 0.43, 11.61, 0.31, 20.28, 0.49, 7, 5, 7, 144.72, 5.00
2100.00, 2400.00, 308.00, CMB_to_KBJ_001_4, 274.00, 982.20, 271, 113.00, 113.00, 10.00, 3, 79.98, 3, 61.60, 54.80, 3.27, 0.90, 29.35, 0.27, 31.99, 1.00, 7, 9, 9, 292.45, 3.00
2400.00, 2700.00, 149.00, CMB_to_KBJ_001_4, 149.00, 289.23, 145, 65.00, 65.00, 10.00, 4, 59.97, 4, 37.25, 37.25, 0.96, 0.48, 7.56, 0.38, 26.21, 0.55, 6, 6, 6, 160.95, 4.00
2700.00, 3000.00, 56.00, CMB_to_KBJ_001_4, 56.00, 231.00, 55, 56.00, 56.00, 4.20, 1, 42.00, 1, 56.00, 56.00, 0.77, 0.18, 7.95, 0.54, 11.66, 0.21, 5, 4, 5, 60.36, 1.00
3000.00, 3300.00, 248.00, CMB_to_KBJ_001_4, 192.00, 791.06, 189, 117.00, 69.00, 8.43, 2, 67.50, 2, 62.00, 48.00, 2.64, 0.63, 23.98, 0.31, 29.07, 0.70, 6, 7, 7, 207.17, 4.00
3300.00, 3600.00, 225.00, CMB_to_KBJ_001_4, 225.00, 733.75, 222, 87.00, 87.00, 10.00, 3, 69.98, 3, 75.00, 75.00, 2.45, 0.74, 18.73, 0.23, 46.79, 0.81, 5, 5, 5, 237.26, 3.00
3600.00, 3900.00, 149.00, CMB_to_KBJ_001_4, 149.00, 218.16, 146, 89.00, 89.00, 3.59, 2, 25.72, 2, 49.67, 49.67, 0.73, 0.49, 5.91, 0.46, 17.08, 0.55, 9, 8, 9, 158.18, 3.00
3900.00, 4200.00, 467.00, CMB_to_KBJ_001_4, 464.00, 1360.20, 459, 104.00, 101.00, 10.00, 4, 69.97, 4, 77.83, 77.33, 4.53, 1.53, 36.24, 0.20, 43.24, 1.63, 10, 9, 11, 481.27, 5.00
4200.00, 4500.00, 428.00, CMB_to_KBJ_001_4, 306.00, 1009.69, 303, 109.00, 109.00, 9.98, 3, 69.76, 3, 85.60, 61.20, 3.37, 1.01, 28.27, 0.44, 23.47, 1.17, 12, 14, 14, 338.29, 3.00
4500.00, 4800.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
4800.00, 5100.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
5100.00, 5157.00, 0.00, CMB_to_KBJ_001_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
