interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 124.00, P_to_KBJ_1, 124.00, 336.98, 121, 76.00, 76.00, 10.00, 3, 69.98, 3, 41.33, 41.33, 1.12, 0.40, 9.53, 0.34, 25.15, 0.44, 5, 2, 5, 128.92, 3.00
300.00, 600.00, 476.00, P_to_KBJ_1, 352.00, 1089.10, 350, 138.00, 112.00, 10.00, 3, 69.98, 3, 95.20, 70.40, 3.63, 1.17, 28.67, 0.25, 45.35, 1.25, 5, 8, 8, 370.06, 2.00
600.00, 900.00, 14.00, P_to_KBJ_1, 14.00, 81.25, 13, 14.00, 14.00, 6.25, 1, 62.50, 1, 14.00, 14.00, 0.27, 0.04, 4.03, 2.74, 3.92, 0.10, 5, 5, 5, 24.44, 1.00
900.00, 1200.00, 164.00, P_to_KBJ_1, 164.00, 437.83, 160, 77.00, 77.00, 10.00, 3, 69.98, 3, 41.00, 41.00, 1.46, 0.53, 13.44, 0.26, 33.56, 0.58, 5, 2, 5, 170.86, 4.00
1200.00, 1500.00, 423.00, P_to_KBJ_1, 299.00, 985.11, 298, 173.00, 98.00, 10.00, 3, 69.98, 3, 105.75, 74.75, 3.28, 0.99, 24.94, 0.32, 34.44, 1.08, 6, 8, 9, 317.96, 1.00
1500.00, 1800.00, 111.00, P_to_KBJ_1, 103.00, 391.62, 100, 49.00, 49.00, 8.65, 2, 66.42, 2, 27.75, 25.75, 1.31, 0.33, 13.86, 0.80, 14.39, 0.43, 7, 8, 8, 121.99, 3.00
1800.00, 2100.00, 532.00, P_to_KBJ_1, 532.00, 1711.89, 525, 140.00, 140.00, 9.01, 3, 70.06, 3, 76.00, 76.00, 5.71, 1.75, 48.60, 0.41, 29.43, 1.97, 19, 17, 19, 576.69, 7.00
2100.00, 2400.00, 426.00, P_to_KBJ_1, 373.00, 1539.12, 369, 173.00, 146.00, 10.00, 3, 79.98, 3, 71.00, 62.17, 5.13, 1.23, 42.86, 0.39, 24.16, 1.38, 14, 13, 16, 398.17, 4.00
2400.00, 2700.00, 575.00, P_to_KBJ_1, 493.00, 1406.96, 489, 104.00, 104.00, 10.00, 4, 79.98, 4, 82.14, 70.43, 4.69, 1.63, 38.39, 0.22, 36.21, 1.76, 11, 10, 14, 515.84, 5.00
2700.00, 3000.00, 570.00, P_to_KBJ_1, 293.00, 1093.10, 290, 115.00, 109.00, 10.00, 4, 69.97, 4, 81.43, 41.86, 3.64, 0.97, 31.28, 0.52, 20.95, 1.13, 11, 14, 15, 327.37, 3.00
3000.00, 3300.00, 422.00, P_to_KBJ_1, 396.00, 1360.31, 389, 126.00, 126.00, 10.00, 3, 69.98, 3, 52.75, 49.50, 4.53, 1.30, 42.56, 0.44, 26.33, 1.49, 15, 13, 16, 434.93, 9.00
3300.00, 3600.00, 946.00, P_to_KBJ_1, 796.00, 2540.19, 791, 170.00, 123.00, 10.00, 3, 76.75, 3, 105.11, 88.44, 8.47, 2.64, 63.37, 0.14, 62.61, 2.77, 10, 10, 13, 821.94, 7.00
3600.00, 3900.00, 851.00, P_to_KBJ_1, 534.00, 1964.40, 559, 177.00, 151.00, 9.21, 3, 65.50, 3, 85.10, 53.40, 6.55, 1.86, 53.68, 0.46, 24.06, 2.14, 22, 23, 25, 621.98, 8.00
3900.00, 4200.00, 750.00, P_to_KBJ_1, 750.00, 1952.47, 736, 162.00, 162.00, 10.00, 4, 71.26, 4, 53.57, 53.57, 6.51, 2.45, 53.77, 0.37, 28.08, 2.77, 26, 25, 28, 807.55, 14.00
4200.00, 4500.00, 895.00, P_to_KBJ_1, 877.00, 2331.64, 868, 154.00, 149.00, 10.00, 4, 79.39, 4, 63.93, 62.64, 7.77, 2.89, 52.69, 0.17, 52.95, 3.08, 14, 13, 17, 911.87, 12.00
4500.00, 4800.00, 1112.00, P_to_KBJ_1, 891.00, 2641.04, 883, 160.00, 151.00, 10.00, 4, 69.98, 4, 92.67, 74.25, 8.80, 2.94, 62.98, 0.20, 51.01, 3.15, 14, 15, 18, 931.73, 8.00
4800.00, 5100.00, 946.00, P_to_KBJ_1, 498.00, 1614.43, 496, 167.00, 142.00, 10.00, 3, 69.98, 3, 118.25, 62.25, 5.38, 1.65, 44.96, 0.73, 14.74, 2.04, 34, 37, 37, 575.72, 6.00
5100.00, 5157.00, 0.00, P_to_KBJ_1, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
