tripinfo_arrival, tripinfo_arrivalLane, tripinfo_arrivalPos, tripinfo_arrivalPosLat, tripinfo_arrivalSpeed, tripinfo_depart, tripinfo_departDelay, tripinfo_departLane, tripinfo_departPos, tripinfo_departPosLat, tripinfo_departSpeed, tripinfo_devices, tripinfo_duration, tripinfo_id, tripinfo_rerouteNo, tripinfo_routeLength, tripinfo_speedFactor, tripinfo_stopTime, tripinfo_timeLoss, tripinfo_vType, tripinfo_vaporized, tripinfo_waitingCount, tripinfo_waitingTime
219.00, KBJ_to_CMB_002_3, 146.55, -0.60, 15.63, 188.00, 0.24, P_to_KBJ_2, 4.30, 0.00, 0.00, tripinfo_0_85, 31.00, 0_85, 0, 388.81, 0.98, 0.00, 4.19, Car, , 0, 0.00
235.00, KBJ_to_CMB_001_4, 57.78, 0.00, 13.32, 211.00, 0.41, P_to_KBJ_2, 2.10, 0.00, 0.00, tripinfo_0_98, 24.00, 0_98, 0, 225.85, 0.87, 0.00, 4.82, Motor_Cycle, , 0, 0.00
249.00, KBJ_to_CMB_001_2, 57.78, 0.30, 13.95, 97.00, 0.11, MRT_to_KB_003_2, 2.10, 0.00, 0.00, tripinfo_0_38, 152.00, 0_38, 0, 234.19, 0.86, 0.00, 132.70, Motor_Cycle, , 1, 123.00
252.00, KBJ_to_CMB_001_3, 57.78, 0.05, 15.48, 113.00, 0.33, MRT_to_KB_003_2, 2.10, 0.00, 0.00, tripinfo_0_45, 139.00, 0_45, 0, 234.19, 1.00, 0.00, 122.31, Motor_Cycle, , 1, 110.00
256.00, KBJ_to_CMB_001_2, 57.78, -0.80, 16.26, 154.00, 0.60, MRT_to_KB_003_1, 2.10, 0.00, 0.00, tripinfo_0_64, 102.00, 0_64, 0, 234.19, 1.08, 0.00, 86.90, Motor_Cycle, , 1, 73.00
257.00, KBJ_to_CMB_001_3, 57.78, -1.05, 16.14, 143.00, 0.75, MRT_to_KB_001.37_2, 2.10, 0.00, 0.00, tripinfo_0_58, 114.00, 0_58, 0, 134.83, 0.99, 0.00, 104.47, Motor_Cycle, , 1, 94.00
258.00, KB_to_MRT_002_3, 130.27, -1.25, 14.99, 102.00, 0.60, CMB_to_KBJ_001_3, 5.40, 0.00, 0.00, tripinfo_0_39, 156.00, 0_39, 0, 248.74, 0.92, 0.00, 139.17, Van, , 1, 129.00
258.00, KBJ_to_CMB_002_2, 146.55, -0.45, 16.35, 108.00, 1.21, MRT_to_KB_001.37_4, 4.30, 0.00, 0.00, tripinfo_0_40, 150.00, 0_40, 0, 297.79, 0.98, 0.00, 131.25, Car, , 1, 122.00
258.00, KBJ_to_CMB_001_4, 57.78, 1.00, 14.86, 165.00, 2.81, MRT_to_KB_001.37_4, 2.10, 0.00, 0.00, tripinfo_0_69, 93.00, 0_69, 0, 134.83, 0.99, 0.00, 84.13, Motor_Cycle, , 1, 77.00
259.00, KB_to_MRT_002_2, 130.27, 0.00, 16.46, 155.00, 0.11, CMB_to_KBJ_001_3, 2.65, 0.00, 0.00, tripinfo_0_65, 104.00, 0_65, 0, 251.49, 1.05, 0.00, 88.83, 3_Wheeler, , 1, 78.00
260.00, KBJ_to_CMB_001_3, 57.78, -0.85, 14.98, 152.00, 1.21, MRT_to_KB_001.37_2, 4.30, 0.00, 0.00, tripinfo_0_62, 108.00, 0_62, 0, 132.63, 1.14, 0.00, 100.08, Car, , 1, 86.00
261.00, KBJ_to_CMB_002_2, 146.55, -0.45, 14.87, 108.00, 0.15, MRT_to_KB_003_1, 4.30, 0.00, 0.00, tripinfo_0_41, 153.00, 0_41, 0, 397.15, 0.90, 0.00, 124.61, Car, , 1, 115.00
261.00, KBJ_to_CMB_001_4, 57.78, 0.00, 15.53, 165.00, 2.21, MRT_to_KB_001.37_3, 2.10, 0.00, 0.00, tripinfo_0_70, 96.00, 0_70, 0, 134.83, 0.96, 0.00, 86.85, Motor_Cycle, , 1, 76.00
262.00, KBJ_to_CMB_002_1, 146.55, -0.00, 14.89, 109.00, 0.94, MRT_to_KB_001.37_2, 2.65, 0.00, 0.00, tripinfo_0_42, 153.00, 0_42, 0, 299.44, 0.91, 0.00, 131.84, 3_Wheeler, , 1, 120.00
262.00, KB_to_MRT_002_3, 130.27, -0.52, 13.76, 194.00, 0.36, CMB_to_KBJ_002_2, 6.35, 0.00, 0.00, tripinfo_0_91, 68.00, 0_91, 0, 290.91, 0.89, 0.00, 46.98, Goods_Vehicle, , 2, 33.00
263.00, KBJ_to_P_2, 128.65, 0.50, 14.47, 239.00, 0.26, CMB_to_KBJ_001_1, 4.30, 0.00, 0.00, tripinfo_0_110, 24.00, 0_110, 0, 170.84, 1.11, 0.00, 12.13, Car, , 0, 0.00
264.00, 30093400_1, 127.33, 1.15, 8.08, 82.00, 0.75, CMB_to_KBJ_003_2, 2.10, 0.00, 0.00, tripinfo_0_31, 182.00, 0_31, 0, 437.99, 1.12, 0.00, 150.47, Motor_Cycle, , 1, 137.00
264.00, KBJ_to_CMB_002_3, 146.55, -0.60, 12.08, 116.00, 0.47, MRT_to_KB_001.37_4, 4.30, 0.00, 0.00, tripinfo_0_46, 148.00, 0_46, 0, 297.79, 0.78, 0.00, 123.62, Car, , 1, 115.00
264.00, KBJ_to_CMB_001_2, 57.78, -0.00, 13.70, 174.00, 0.52, MRT_to_KB_003_1, 2.65, 0.00, 0.00, tripinfo_0_78, 90.00, 0_78, 0, 233.64, 0.87, 0.00, 71.46, 3_Wheeler, , 1, 58.00
265.00, KBJ_to_CMB_002_3, 146.55, -0.60, 15.23, 116.00, 0.17, MRT_to_KB_003_1, 4.30, 0.00, 0.00, tripinfo_0_47, 149.00, 0_47, 0, 397.15, 1.09, 0.00, 125.21, Car, , 1, 107.00
265.00, KBJ_to_CMB_002_1, 146.55, -0.70, 12.79, 117.00, 0.55, MRT_to_KB_001_2, 4.30, 0.00, 0.00, tripinfo_0_48, 148.00, 0_48, 0, 346.58, 0.81, 0.00, 120.07, Car, , 1, 109.00
266.00, KBJ_to_CMB_002_2, 146.55, -0.25, 14.11, 121.00, 1.45, MRT_to_KB_001_2, 2.65, 0.00, 0.00, tripinfo_0_49, 145.00, 0_49, 0, 348.23, 0.87, 0.00, 118.64, 3_Wheeler, , 1, 107.00
266.00, KBJ_to_CMB_002_1, 146.55, -0.00, 15.27, 148.00, 0.52, MRT_to_KB_001.37_2, 2.65, 0.00, 0.00, tripinfo_0_59, 118.00, 0_59, 0, 299.44, 0.96, 0.00, 98.55, 3_Wheeler, , 1, 86.00
267.00, 30093400_1, 127.33, -0.55, 7.64, 76.00, 0.93, CMB_to_KBJ_003_2, 4.30, 0.00, 0.00, tripinfo_0_30, 191.00, 0_30, 0, 435.79, 1.03, 0.00, 156.34, Car, , 1, 143.00
267.00, KBJ_to_CMB_002_2, 146.55, -0.45, 14.61, 129.00, 0.54, MRT_to_KB_001_2, 4.30, 0.00, 0.00, tripinfo_0_52, 138.00, 0_52, 0, 346.58, 0.91, 0.00, 113.35, Car, , 1, 101.00
267.00, KBJ_to_CMB_002_3, 146.55, -0.60, 16.27, 138.00, 0.52, MRT_to_KB_001.37_2, 4.30, 0.00, 0.00, tripinfo_0_55, 129.00, 0_55, 0, 297.79, 1.00, 0.00, 109.69, Car, , 2, 95.00
267.00, KBJ_to_CMB_001_3, 57.78, 0.15, 12.37, 176.00, 0.27, MRT_to_KB_003_2, 2.10, 0.00, 0.00, tripinfo_0_79, 91.00, 0_79, 0, 234.19, 0.82, 0.00, 70.93, Motor_Cycle, , 1, 59.00
267.00, KBJ_to_CMB_001_2, 57.78, 0.20, 15.26, 191.00, 0.47, MRT_to_KB_003_1, 2.10, 0.00, 0.00, tripinfo_0_87, 76.00, 0_87, 0, 234.19, 1.10, 0.00, 61.00, Motor_Cycle, , 1, 48.00
267.00, KBJ_to_CMB_001_2, 57.78, 1.10, 16.78, 255.00, 43.90, MRT_to_KB_001.37_2, 2.10, 0.00, 0.00, tripinfo_0_100, 12.00, 0_100, 0, 134.83, 1.03, 0.00, 3.23, Motor_Cycle, , 0, 0.00
268.00, KBJ_to_CMB_002_3, 146.55, -0.60, 15.39, 148.00, 0.24, MRT_to_KB_001.37_3, 4.30, 0.00, 0.00, tripinfo_0_60, 120.00, 0_60, 0, 297.79, 0.98, 0.00, 100.77, Car, , 2, 88.00
269.00, KBJ_to_CMB_002_2, 146.55, -0.25, 15.81, 126.00, 0.12, MRT_to_KB_003_1, 2.65, 0.00, 0.00, tripinfo_0_51, 143.00, 0_51, 0, 398.80, 1.03, 0.00, 116.83, 3_Wheeler, , 1, 100.00
269.00, KBJ_to_CMB_002_1, 146.55, -0.70, 15.51, 140.00, 0.32, MRT_to_KB_003_1, 4.30, 0.00, 0.00, tripinfo_0_56, 129.00, 0_56, 0, 397.15, 0.94, 0.00, 100.94, Car, , 1, 88.00
270.00, KBJ_to_CMB_002_3, 146.55, -0.60, 16.56, 151.00, 0.06, MRT_to_KB_001_2, 4.30, 0.00, 0.00, tripinfo_0_63, 119.00, 0_63, 0, 346.58, 1.01, 0.00, 96.28, Car, , 2, 80.00
270.00, KBJ_to_CMB_002_2, 146.55, -1.15, 14.64, 164.00, 0.31, MRT_to_KB_003_1, 2.10, 0.00, 0.00, tripinfo_0_71, 106.00, 0_71, 0, 399.35, 0.95, 0.00, 78.79, Motor_Cycle, , 1, 65.00
270.00, KBJ_to_CMB_002_1, 146.55, -0.70, 17.33, 168.00, 0.96, MRT_to_KB_001_2, 4.30, 0.00, 0.00, tripinfo_0_74, 102.00, 0_74, 0, 346.58, 1.17, 0.00, 82.94, Car, , 1, 65.00
271.00, KBJ_to_CMB_002_2, 146.55, 0.95, 16.66, 143.00, 0.96, MRT_to_KB_003_2, 2.65, 0.00, 0.00, tripinfo_0_57, 128.00, 0_57, 0, 398.80, 1.08, 0.00, 102.89, 3_Wheeler, , 1, 86.00
271.00, KBJ_to_CMB_002_3, 146.55, 0.60, 16.19, 165.00, 0.23, MRT_to_KB_003_2, 4.30, 0.00, 0.00, tripinfo_0_72, 106.00, 0_72, 0, 397.15, 1.01, 0.00, 80.12, Car, , 2, 65.00
272.00, 30093400_1, 127.33, -0.05, 6.67, 123.00, 0.31, CMB_to_KBJ_002_2, 2.65, 0.00, 0.00, tripinfo_0_50, 149.00, 0_50, 0, 286.83, 0.86, 0.00, 118.47, 3_Wheeler, , 1, 106.00
272.00, KBJ_to_CMB_002_1, 146.55, -0.70, 15.84, 178.00, 4.93, MRT_to_KB_001.37_2, 4.30, 0.00, 0.00, tripinfo_0_77, 94.00, 0_77, 0, 297.79, 0.97, 0.00, 74.83, Car, , 1, 64.00
273.00, 30093400_1, 127.33, 1.15, 7.65, 131.00, 0.84, CMB_to_KBJ_001_2, 2.10, 0.00, 0.00, tripinfo_0_53, 142.00, 0_53, 0, 244.26, 1.05, 0.00, 119.68, Motor_Cycle, , 1, 105.00
273.00, KBJ_to_CMB_002_2, 146.55, -0.55, 17.93, 156.00, 0.50, MRT_to_KB_001_2, 2.10, 0.00, 0.00, tripinfo_0_66, 117.00, 0_66, 0, 348.78, 1.08, 0.00, 95.58, Motor_Cycle, , 1, 80.00
273.00, KBJ_to_CMB_002_3, 146.55, -0.80, 14.89, 162.00, 2.59, MRT_to_KB_001_3, 2.10, 0.00, 0.00, tripinfo_0_68, 111.00, 0_68, 0, 348.78, 0.96, 0.00, 87.33, Motor_Cycle, , 2, 65.00
273.00, KBJ_to_CMB_001_3, 57.78, -1.05, 14.34, 185.00, 0.24, MRT_to_KB_003_2, 2.10, 0.00, 0.00, tripinfo_0_83, 88.00, 0_83, 0, 234.19, 0.94, 0.00, 70.39, Motor_Cycle, , 1, 55.00
273.00, KBJ_to_CMB_001_3, 57.78, 0.45, 16.27, 195.00, 0.01, MRT_to_KB_003_2, 2.65, 0.00, 0.00, tripinfo_0_92, 78.00, 0_92, 0, 233.64, 1.01, 0.00, 61.87, 3_Wheeler, , 1, 46.00
273.00, KB_to_MRT_002_2, 130.27, -1.05, 16.41, 239.00, 0.44, CMB_to_KBJ_003_2, 2.10, 0.00, 0.00, tripinfo_0_109, 34.00, 0_109, 0, 445.77, 1.00, 0.00, 6.50, Motor_Cycle, , 0, 0.00
274.00, KBJ_to_CMB_002_3, 146.55, -0.60, 15.51, 173.00, 1.98, MRT_to_KB_001_3, 4.30, 0.00, 0.00, tripinfo_0_75, 101.00, 0_75, 0, 346.58, 0.98, 0.00, 78.34, Car, , 1, 65.00
274.00, KBJ_to_CMB_001_2, 57.78, -0.00, 11.36, 223.00, 0.77, MRT_to_KB_003_1, 2.65, 0.00, 0.00, tripinfo_0_105, 51.00, 0_105, 0, 233.64, 0.89, 0.00, 32.75, 3_Wheeler, , 1, 19.00
275.00, KBJ_to_CMB_001_2, 57.78, -0.00, 11.36, 247.00, 0.22, MRT_to_KB_003_1, 2.65, 0.00, 0.00, tripinfo_0_114, 28.00, 0_114, 0, 233.64, 0.98, 0.00, 11.67, 3_Wheeler, , 0, 0.00
276.00, KBJ_to_CMB_002_2, 146.55, 0.05, 13.31, 157.00, 0.33, MRT_to_KB_001_3, 2.10, 0.00, 0.00, tripinfo_0_67, 119.00, 0_67, 0, 348.78, 0.83, 0.00, 91.98, Motor_Cycle, , 1, 78.00
276.00, KBJ_to_CMB_002_1, 146.55, -0.00, 14.97, 184.00, 0.48, MRT_to_KB_003_1, 2.65, 0.00, 0.00, tripinfo_0_81, 92.00, 0_81, 0, 398.80, 0.93, 0.00, 64.24, 3_Wheeler, , 1, 50.00
277.00, KBJ_to_CMB_001_4, 57.78, -0.20, 17.18, 265.00, 14.21, MRT_to_KB_001.37_4, 4.30, 0.00, 0.00, tripinfo_0_115, 12.00, 0_115, 0, 132.63, 1.06, 0.00, 3.58, Car, , 0, 0.00
278.00, KBJ_to_CMB_002_2, 146.55, 0.45, 16.30, 250.00, 72.75, MRT_to_KB_001.37_3, 4.30, 0.00, 0.00, tripinfo_0_80, 28.00, 0_80, 0, 297.79, 1.03, 0.00, 9.30, Car, , 0, 0.00
278.00, KBJ_to_CMB_002_3, 146.55, 0.10, 15.25, 252.00, 59.27, MRT_to_KB_001.37_4, 2.65, 0.00, 0.00, tripinfo_0_89, 26.00, 0_89, 0, 299.44, 0.93, 0.00, 5.40, 3_Wheeler, , 0, 0.00
278.00, KBJ_to_CMB_001_3, 57.78, -0.45, 16.46, 240.00, 0.51, MRT_to_KB_003_1, 4.30, 0.00, 0.00, tripinfo_0_111, 38.00, 0_111, 0, 231.99, 1.09, 0.00, 23.49, Car, , 1, 3.00
279.00, 30093400_1, 127.33, -0.55, 7.04, 193.00, 0.01, CMB_to_KBJ_003_2, 4.30, 0.00, 0.00, tripinfo_0_90, 86.00, 0_90, 0, 435.79, 0.87, 0.00, 46.22, Car, , 1, 30.00
279.00, KBJ_to_CMB_002_1, 146.55, -0.70, 15.90, 198.00, 0.39, MRT_to_KB_003_1, 4.30, 0.00, 0.00, tripinfo_0_93, 81.00, 0_93, 0, 397.15, 0.99, 0.00, 55.09, Car, , 1, 42.00
279.00, KBJ_to_CMB_002_2, 146.55, -1.00, 16.99, 253.00, 54.94, MRT_to_KB_001.37_3, 2.10, 0.00, 0.00, tripinfo_0_94, 26.00, 0_94, 0, 299.99, 1.05, 0.00, 7.91, Motor_Cycle, , 1, 1.00
279.00, KBJ_to_CMB_002_3, 146.55, -0.60, 16.50, 255.00, 44.25, MRT_to_KB_001.37_4, 4.30, 0.00, 0.00, tripinfo_0_99, 24.00, 0_99, 0, 297.79, 1.23, 0.00, 8.85, Car, , 1, 1.00
280.00, KBJ_to_CMB_001_3, 57.78, -0.95, 9.99, 265.00, 34.00, MRT_to_KB_001.37_2, 5.40, 0.00, 0.00, tripinfo_0_107, 15.00, 0_107, 0, 131.53, 0.95, 0.00, 5.91, Van, , 0, 0.00
