tripinfo_arrival, tripinfo_arrivalLane, tripinfo_arrivalPos, tripinfo_arrivalPosLat, tripinfo_arrivalSpeed, tripinfo_depart, tripinfo_departDelay, tripinfo_departLane, tripinfo_departPos, tripinfo_departPosLat, tripinfo_departSpeed, tripinfo_devices, tripinfo_duration, tripinfo_id, tripinfo_rerouteNo, tripinfo_routeLength, tripinfo_speedFactor, tripinfo_stopTime, tripinfo_timeLoss, tripinfo_vType, tripinfo_vaporized, tripinfo_waitingCount, tripinfo_waitingTime,random_seed,scenario
58.0, KBJ_to_CMB_002_2,146.55,-0.25,16.21,30.0,1.81, MRT_to_KB_001_2,2.65,0.0,0.0, tripinfo_0_15,28.0, 0_15,0,348.23,1.32,0.0,7.02, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
60.0, KBJ_to_CMB_002_1,146.55,-0.8,14.37,35.0,0.18, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_0_18,25.0, 0_18,0,299.99,0.87,0.0,3.56, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
64.0, KBJ_to_CMB_001_3,57.78,0.45,15.12,43.0,0.97, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_0_20,21.0, 0_20,0,233.64,0.93,0.0,3.97, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
65.0, KBJ_to_CMB_001_2,57.78,0.5,14.07,52.0,0.01, MRT_to_KB_001.37_2,4.3,0.0,0.0, tripinfo_0_25,13.0, 0_25,0,132.63,0.9,0.0,2.96, Car, ,0,0.0,64607,static_vehicle_data
66.0, 30093400_1,127.33,0.0,6.94,24.0,0.46, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_0_13,42.0, 0_13,0,437.99,1.02,0.0,7.45, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
67.0, KBJ_to_CMB_001_4,57.78,0.0,13.49,54.0,0.87, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_0_26,13.0, 0_26,0,134.83,0.9,0.0,2.91, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
71.0, KBJ_to_CMB_002_2,146.55,-0.25,14.69,39.0,0.88, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_19,32.0, 0_19,0,399.35,0.96,0.0,4.33, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
82.0, 30093400_1,127.33,-0.42,8.06,51.0,0.15, CMB_to_KBJ_001_2,6.35,0.0,0.0, tripinfo_0_23,31.0, 0_23,0,240.01,0.98,0.0,5.24, Goods_Vehicle, ,0,0.0,64607,static_vehicle_data
85.0, KBJ_to_CMB_002_1,146.55,0.5,16.63,59.0,0.43, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_0_27,26.0, 0_27,0,346.58,1.03,0.0,4.17, Car, ,0,0.0,64607,static_vehicle_data
98.0, KBJ_to_CMB_002_1,146.55,1.25,10.8,66.0,1.25, MRT_to_KB_001.37_3,2.65,0.0,0.0, tripinfo_0_28,32.0, 0_28,0,299.44,0.68,0.0,4.02, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
99.0, KBJ_to_CMB_002_1,146.55,0.5,12.69,75.0,0.68, MRT_to_KB_001.37_2,4.3,0.0,0.0, tripinfo_0_29,24.0, 0_29,0,297.79,1.06,0.0,6.41, Car, ,0,0.0,64607,static_vehicle_data
107.0, KBJ_to_CMB_001_2,57.78,0.0,19.2,89.0,0.92, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_35,18.0, 0_35,0,234.19,1.18,0.0,4.02, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
111.0, KBJ_to_CMB_002_1,146.55,-0.7,14.19,85.0,0.77, MRT_to_KB_001.37_2,5.4,0.0,0.0, tripinfo_0_33,26.0, 0_33,0,296.69,0.86,0.0,4.07, Van, ,0,0.0,64607,static_vehicle_data
111.0, KBJ_to_CMB_002_2,146.55,-0.45,18.06,86.0,0.04, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_0_34,25.0, 0_34,0,346.58,1.1,0.0,4.32, Car, ,0,0.0,64607,static_vehicle_data
113.0, KBJ_to_CMB_002_1,146.55,-0.7,15.01,84.0,0.02, MRT_to_KB_001_2,5.4,0.0,0.0, tripinfo_0_32,29.0, 0_32,0,345.48,0.92,0.0,4.38, Van, ,0,0.0,64607,static_vehicle_data
115.0, KBJ_to_CMB_001_3,57.78,0.45,17.96,97.0,0.11, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_0_38,18.0, 0_38,0,231.99,1.13,0.0,3.76, Car, ,0,0.0,64607,static_vehicle_data
117.0, KB_to_MRT_002_1,130.27,0.0,14.26,0.0,0.0, CMB_to_KBJ_003_1,12.1,0.0,0.0, tripinfo_bus_100/101/400/412/418/428/430/433:1.0,117.0, bus_100/101/400/412/418/428/430/433:1.0,0,435.77,1.0,58.0,32.04, bus, ,1,1.0,64607,static_vehicle_data
126.0, KBJ_to_CMB_002_1,146.55,-0.0,16.0,96.0,0.92, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_0_37,30.0, 0_37,0,398.8,1.24,0.0,5.68, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
130.0, KBJ_to_P_2,128.65,0.0,16.23,8.0,0.71, MRT_to_KB_001_4,2.1,0.0,0.0, tripinfo_0_2,122.0, 0_2,0,249.81,1.19,0.0,106.63, Motor_Cycle, ,1,94.0,64607,static_vehicle_data
132.0, KB_to_MRT_002_2,130.27,-0.45,16.05,52.0,0.04, P_to_KBJ_1,4.3,0.0,0.0, tripinfo_0_24,80.0, 0_24,0,335.94,0.99,0.0,56.68, Car, ,1,46.0,64607,static_vehicle_data
134.0, KBJ_to_P_2,128.65,-0.57,13.46,47.0,0.07, MRT_to_KB_003_3,6.35,0.0,0.0, tripinfo_0_21,87.0, 0_21,0,296.13,0.97,0.0,63.97, Goods_Vehicle, ,1,52.0,64607,static_vehicle_data
134.0, KBJ_to_P_2,128.65,1.1,13.56,89.0,0.67, MRT_to_KB_001_4,2.1,0.0,0.0, tripinfo_0_36,45.0, 0_36,0,249.81,1.09,0.0,28.26, Motor_Cycle, ,1,16.0,64607,static_vehicle_data
137.0, KBJ_to_P_2,128.65,0.5,15.14,113.0,0.62, MRT_to_KB_001.37_5,5.4,0.0,0.0, tripinfo_0_44,24.0, 0_44,0,197.72,1.1,0.0,10.32, Van, ,0,0.0,64607,static_vehicle_data
140.0, KBJ_to_P_2,128.65,0.25,14.84,112.0,0.95, MRT_to_KB_003_3,2.65,0.0,0.0, tripinfo_0_43,28.0, 0_43,0,299.83,1.11,0.0,7.77, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
171.0, KBJ_to_P_2,128.65,0.5,13.67,151.0,0.55, MRT_to_KB_001.37_5,4.3,0.0,0.0, tripinfo_0_61,20.0, 0_61,0,198.82,1.0,0.0,5.04, Car, ,0,0.0,64607,static_vehicle_data
183.0, KBJ_to_CMB_002_1,146.55,0.0,6.15,0.0,0.0, MRT_to_KB_001_1,12.1,0.0,0.0, tripinfo_bus_100/101/400/412/418/428/430/433:0.0,183.0, bus_100/101/400/412/418/428/430/433:0.0,0,338.78,1.0,117.0,44.32, bus, ,1,1.0,64607,static_vehicle_data
196.0, KBJ_to_CMB_002_3,146.55,0.0,17.37,49.0,0.12, P_to_KBJ_2,2.1,0.0,0.0, tripinfo_0_22,147.0, 0_22,0,391.01,1.13,0.0,123.33, Motor_Cycle, ,1,114.0,64607,static_vehicle_data
200.0, KBJ_to_CMB_002_3,146.55,-0.6,16.4,132.0,0.31, P_to_KBJ_2,5.4,0.0,0.0, tripinfo_0_54,68.0, 0_54,0,387.71,0.99,0.0,41.61, Van, ,1,31.0,64607,static_vehicle_data
203.0, KBJ_to_CMB_002_3,146.55,-1.2,15.27,167.0,0.69, P_to_KBJ_2,2.1,0.0,0.0, tripinfo_0_73,36.0, 0_73,0,391.01,0.94,0.0,7.73, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
204.0, KBJ_to_CMB_002_3,146.55,0.3,15.7,173.0,0.36, P_to_KBJ_2,2.65,0.0,0.0, tripinfo_0_76,31.0, 0_76,0,390.46,1.08,0.0,6.09, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
221.0, KBJ_to_CMB_002_3,146.55,-0.47,13.81,188.0,0.24, P_to_KBJ_2,6.35,0.0,0.0, tripinfo_0_85,33.0, 0_85,0,386.76,1.06,0.0,4.54, Goods_Vehicle, ,0,0.0,64607,static_vehicle_data
233.0, KBJ_to_CMB_001_4,57.78,0.0,15.51,211.0,0.41, P_to_KBJ_2,2.65,0.0,0.0, tripinfo_0_98,22.0, 0_98,0,225.3,0.93,0.0,4.71, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
253.0, KBJ_to_CMB_001_4,57.78,0.1,14.73,113.0,0.33, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_0_45,140.0, 0_45,0,233.64,0.91,0.0,121.91, 3_Wheeler, ,1,110.0,64607,static_vehicle_data
256.0, KBJ_to_CMB_001_4,57.78,-0.6,17.88,143.0,0.75, MRT_to_KB_001.37_2,4.3,0.0,0.0, tripinfo_0_58,113.0, 0_58,0,132.63,1.12,0.0,104.72, Car, ,2,90.0,64607,static_vehicle_data
256.0, KBJ_to_CMB_001_2,57.78,-0.0,10.16,151.0,0.21, MRT_to_KB_001.37_2,2.65,0.0,0.0, tripinfo_0_62,105.0, 0_62,0,134.28,1.01,0.0,96.26, 3_Wheeler, ,1,82.0,64607,static_vehicle_data
256.0, KB_to_MRT_002_3,130.27,1.25,15.49,194.0,0.36, CMB_to_KBJ_002_2,2.1,0.0,0.0, tripinfo_0_91,62.0, 0_91,0,295.16,0.97,0.0,43.74, Motor_Cycle, ,1,25.0,64607,static_vehicle_data
257.0, KB_to_MRT_002_2,130.27,0.0,16.08,102.0,0.6, CMB_to_KBJ_001_3,2.65,0.0,0.0, tripinfo_0_39,155.0, 0_39,0,251.49,0.99,0.0,139.76, 3_Wheeler, ,1,129.0,64607,static_vehicle_data
257.0, KBJ_to_CMB_002_3,146.55,-0.6,18.12,107.0,0.21, MRT_to_KB_001.37_4,4.3,0.0,0.0, tripinfo_0_40,150.0, 0_40,0,297.79,1.1,0.0,132.98, Car, ,1,122.0,64607,static_vehicle_data
258.0, KB_to_MRT_002_3,130.27,-0.75,14.4,155.0,0.11, CMB_to_KBJ_001_4,2.1,0.0,0.0, tripinfo_0_65,103.0, 0_65,0,252.04,0.89,0.0,85.33, Motor_Cycle, ,1,75.0,64607,static_vehicle_data
259.0, KBJ_to_CMB_002_1,146.55,1.7,14.97,109.0,0.94, MRT_to_KB_001.37_3,4.3,0.0,0.0, tripinfo_0_42,150.0, 0_42,0,297.79,0.9,0.0,129.49, Car, ,1,121.0,64607,static_vehicle_data
259.0, KBJ_to_CMB_002_1,146.55,-1.3,15.83,121.0,1.45, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_0_49,138.0, 0_49,0,348.78,0.99,0.0,115.39, Motor_Cycle, ,1,104.0,64607,static_vehicle_data
259.0, KBJ_to_CMB_001_4,57.78,0.2,14.09,164.0,1.81, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_0_69,95.0, 0_69,0,134.83,0.9,0.0,85.03, Motor_Cycle, ,1,75.0,64607,static_vehicle_data
261.0, KBJ_to_CMB_002_3,146.55,-0.4,16.34,108.0,0.15, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_0_41,153.0, 0_41,0,398.8,1.12,0.0,128.49, 3_Wheeler, ,1,115.0,64607,static_vehicle_data
261.0, KBJ_to_CMB_002_2,146.55,0.65,14.74,116.0,0.47, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_0_46,145.0, 0_46,0,299.99,0.95,0.0,124.63, Motor_Cycle, ,1,115.0,64607,static_vehicle_data
261.0, KBJ_to_CMB_001_4,57.78,0.6,13.75,164.0,1.21, MRT_to_KB_001.37_3,5.4,0.0,0.0, tripinfo_0_70,97.0, 0_70,0,131.53,0.83,0.0,86.48, Van, ,2,75.0,64607,static_vehicle_data
262.0, KBJ_to_CMB_002_1,146.55,-0.0,14.31,117.0,0.55, MRT_to_KB_001_2,2.65,0.0,0.0, tripinfo_0_48,145.0, 0_48,0,348.23,0.91,0.0,120.68, 3_Wheeler, ,1,109.0,64607,static_vehicle_data
262.0, KBJ_to_CMB_002_2,146.55,-0.45,17.29,129.0,0.54, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_0_52,133.0, 0_52,0,346.58,1.06,0.0,112.09, Car, ,1,100.0,64607,static_vehicle_data
264.0, KBJ_to_CMB_002_2,146.55,1.05,16.1,126.0,0.12, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_51,138.0, 0_51,0,399.35,1.02,0.0,112.33, Motor_Cycle, ,1,99.0,64607,static_vehicle_data
264.0, KBJ_to_CMB_002_1,146.55,1.5,16.12,138.0,0.52, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_0_55,126.0, 0_55,0,299.99,1.02,0.0,107.72, Motor_Cycle, ,1,97.0,64607,static_vehicle_data
264.0, KBJ_to_CMB_001_3,57.78,-0.45,15.01,176.0,0.27, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_0_79,88.0, 0_79,0,231.99,0.93,0.0,70.58, Car, ,1,58.0,64607,static_vehicle_data
264.0, KBJ_to_P_2,128.65,0.5,13.26,239.0,0.26, CMB_to_KBJ_001_1,5.4,0.0,0.0, tripinfo_0_110,25.0, 0_110,0,169.74,0.98,0.0,11.49, Van, ,0,0.0,64607,static_vehicle_data
265.0, KBJ_to_CMB_002_3,146.55,0.1,16.65,116.0,0.17, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_0_47,149.0, 0_47,0,398.8,1.14,0.0,123.87, 3_Wheeler, ,1,109.0,64607,static_vehicle_data
266.0, 30093400_1,127.33,0.0,7.76,76.0,0.93, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_0_30,190.0, 0_30,0,437.99,1.02,0.0,155.07, Motor_Cycle, ,1,142.0,64607,static_vehicle_data
266.0, KBJ_to_CMB_002_2,146.55,0.15,16.35,140.0,0.32, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_56,126.0, 0_56,0,399.35,1.02,0.0,99.85, Motor_Cycle, ,1,86.0,64607,static_vehicle_data
267.0, 30093400_1,127.33,0.05,8.67,82.0,0.75, CMB_to_KBJ_003_2,2.65,0.0,0.0, tripinfo_0_31,185.0, 0_31,0,437.44,1.1,0.0,151.55, 3_Wheeler, ,1,136.0,64607,static_vehicle_data
267.0, KBJ_to_CMB_002_2,146.55,-0.45,17.73,143.0,0.96, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_0_57,124.0, 0_57,0,397.15,1.15,0.0,101.35, Car, ,1,86.0,64607,static_vehicle_data
268.0, KBJ_to_CMB_002_1,146.55,-0.7,13.16,148.0,0.52, MRT_to_KB_001.37_2,4.3,0.0,0.0, tripinfo_0_59,120.0, 0_59,0,297.79,0.79,0.0,96.06, Car, ,1,86.0,64607,static_vehicle_data
268.0, KBJ_to_CMB_002_3,146.55,0.1,15.54,148.0,0.24, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_0_60,120.0, 0_60,0,299.44,0.94,0.0,100.17, 3_Wheeler, ,1,88.0,64607,static_vehicle_data
268.0, KBJ_to_CMB_001_3,57.78,-0.45,14.94,185.0,0.24, MRT_to_KB_003_2,5.4,0.0,0.0, tripinfo_0_83,83.0, 0_83,0,230.89,0.91,0.0,65.55, Van, ,1,50.0,64607,static_vehicle_data
269.0, KBJ_to_CMB_002_1,146.55,0.3,15.58,151.0,0.06, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_0_63,118.0, 0_63,0,348.78,0.98,0.0,94.57, Motor_Cycle, ,1,78.0,64607,static_vehicle_data
269.0, KBJ_to_CMB_002_2,146.55,0.45,18.8,156.0,0.5, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_0_66,113.0, 0_66,0,346.58,1.18,0.0,93.41, Car, ,1,77.0,64607,static_vehicle_data
270.0, KBJ_to_CMB_002_1,146.55,1.2,16.64,168.0,0.96, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_0_74,102.0, 0_74,0,348.78,1.01,0.0,79.63, Motor_Cycle, ,1,67.0,64607,static_vehicle_data
270.0, KBJ_to_CMB_001_3,57.78,0.25,15.9,195.0,0.01, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_0_92,75.0, 0_92,0,233.64,1.0,0.0,58.64, 3_Wheeler, ,1,44.0,64607,static_vehicle_data
271.0, KBJ_to_CMB_001_2,57.78,0.5,6.78,154.0,0.6, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_0_64,117.0, 0_64,0,231.99,1.14,0.0,103.13, Car, ,1,75.0,64607,static_vehicle_data
272.0, KB_to_MRT_002_2,130.27,-0.45,18.09,239.0,0.44, CMB_to_KBJ_003_2,4.3,0.0,0.0, tripinfo_0_109,33.0, 0_109,0,443.57,1.09,0.0,8.55, Car, ,0,0.0,64607,static_vehicle_data
273.0, KBJ_to_CMB_002_2,146.55,-0.45,13.05,165.0,0.23, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_0_72,108.0, 0_72,0,397.15,0.82,0.0,76.77, Car, ,1,65.0,64607,static_vehicle_data
274.0, KBJ_to_CMB_002_3,146.55,-0.8,14.87,160.0,0.59, MRT_to_KB_001_3,2.1,0.0,0.0, tripinfo_0_68,114.0, 0_68,0,348.78,0.95,0.0,89.88, Motor_Cycle, ,2,72.0,64607,static_vehicle_data
275.0, 30093400_1,127.33,-0.85,6.96,123.0,0.31, CMB_to_KBJ_002_2,2.65,0.0,0.0, tripinfo_0_50,152.0, 0_50,0,286.83,0.92,0.0,124.05, 3_Wheeler, ,1,105.0,64607,static_vehicle_data
275.0, KBJ_to_CMB_002_2,146.55,-0.45,16.39,173.0,1.98, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_0_75,102.0, 0_75,0,346.58,1.25,0.0,83.91, Car, ,1,63.0,64607,static_vehicle_data
275.0, KBJ_to_CMB_002_3,146.55,0.2,17.34,180.0,2.75, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_0_80,95.0, 0_80,0,299.99,1.07,0.0,76.93, Motor_Cycle, ,1,62.0,64607,static_vehicle_data
275.0, KBJ_to_CMB_001_4,57.78,0.1,14.53,260.0,48.9, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_0_100,15.0, 0_100,0,134.28,0.91,0.0,4.58, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
276.0, KBJ_to_CMB_001_2,57.78,-0.7,9.5,174.0,0.52, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_0_78,102.0, 0_78,0,231.99,0.95,0.0,85.35, Car, ,1,60.0,64607,static_vehicle_data
276.0, KBJ_to_CMB_002_1,146.55,1.5,15.49,184.0,0.48, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_81,92.0, 0_81,0,399.35,0.99,0.0,65.81, Motor_Cycle, ,1,50.0,64607,static_vehicle_data
276.0, KBJ_to_CMB_002_2,146.55,1.0,14.96,187.0,0.13, MRT_to_KB_001_3,2.1,0.0,0.0, tripinfo_0_84,89.0, 0_84,0,348.78,0.97,0.0,66.08, Motor_Cycle, ,1,53.0,64607,static_vehicle_data
276.0, KBJ_to_CMB_001_3,57.78,-0.95,9.4,191.0,0.47, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_87,85.0, 0_87,0,234.19,1.09,0.0,70.12, Motor_Cycle, ,1,46.0,64607,static_vehicle_data
276.0, 30093400_1,127.33,1.25,6.91,193.0,0.01, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_0_90,83.0, 0_90,0,437.99,0.93,0.0,45.06, Motor_Cycle, ,1,27.0,64607,static_vehicle_data
277.0, 30093400_1,127.33,-0.55,9.13,131.0,0.84, CMB_to_KBJ_001_2,4.3,0.0,0.0, tripinfo_0_53,146.0, 0_53,0,242.06,1.15,0.0,125.36, Car, ,1,104.0,64607,static_vehicle_data
277.0, KBJ_to_CMB_002_3,146.55,-0.2,14.52,193.0,0.27, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_0_89,84.0, 0_89,0,299.99,0.94,0.0,63.29, Motor_Cycle, ,1,54.0,64607,static_vehicle_data
278.0, KBJ_to_CMB_001_3,57.78,0.15,10.26,240.0,0.51, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_0_111,38.0, 0_111,0,234.19,0.91,0.0,20.57, Motor_Cycle, ,1,2.0,64607,static_vehicle_data
279.0, 30093400_1,127.33,-0.05,9.54,210.0,0.9, CMB_to_KBJ_003_2,2.65,0.0,0.0, tripinfo_0_97,69.0, 0_97,0,437.44,1.16,0.0,35.55, 3_Wheeler, ,1,11.0,64607,static_vehicle_data
279.0, KBJ_to_CMB_001_4,57.78,-0.6,16.5,266.0,15.21, MRT_to_KB_001.37_4,4.3,0.0,0.0, tripinfo_0_115,13.0, 0_115,0,132.63,1.01,0.0,3.65, Car, ,0,0.0,64607,static_vehicle_data
280.0, KBJ_to_CMB_002_3,146.55,-0.47,13.85,254.0,55.94, MRT_to_KB_001.37_4,6.35,0.0,0.0, tripinfo_0_94,26.0, 0_94,0,295.74,1.0,0.0,4.54, Goods_Vehicle, ,0,0.0,64607,static_vehicle_data
280.0, KBJ_to_CMB_001_3,57.78,0.32,10.13,223.0,0.77, MRT_to_KB_003_1,6.35,0.0,0.0, tripinfo_0_105,57.0, 0_105,0,229.94,0.95,0.0,39.78, Goods_Vehicle, ,1,18.0,64607,static_vehicle_data
280.0, KBJ_to_CMB_001_2,57.78,1.1,12.48,264.0,33.0, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_0_107,16.0, 0_107,0,134.83,1.01,0.0,6.78, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
280.0, KBJ_to_CMB_001_2,57.78,-0.7,14.6,256.0,0.66, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_0_116,24.0, 0_116,0,231.99,0.99,0.0,7.45, Car, ,0,0.0,64607,static_vehicle_data
281.0, KBJ_to_CMB_002_2,146.55,-0.05,16.54,222.0,0.63, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_0_104,59.0, 0_104,0,348.78,1.05,0.0,37.3, Motor_Cycle, ,1,24.0,64607,static_vehicle_data
282.0, KBJ_to_CMB_002_3,146.55,-0.6,16.12,257.0,46.25, MRT_to_KB_001.37_4,4.3,0.0,0.0, tripinfo_0_99,25.0, 0_99,0,297.79,1.0,0.0,5.84, Car, ,0,0.0,64607,static_vehicle_data
283.0, KBJ_to_CMB_001_2,57.78,-0.7,18.42,264.0,0.79, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_0_121,19.0, 0_121,0,231.99,1.11,0.0,4.37, Car, ,0,0.0,64607,static_vehicle_data
283.0, KBJ_to_CMB_001_4,57.78,0.3,13.53,268.0,1.0, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_0_122,15.0, 0_122,0,134.28,0.85,0.0,3.96, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
