tripinfo_arrival, tripinfo_arrivalLane, tripinfo_arrivalPos, tripinfo_arrivalPosLat, tripinfo_arrivalSpeed, tripinfo_depart, tripinfo_departDelay, tripinfo_departLane, tripinfo_departPos, tripinfo_departPosLat, tripinfo_departSpeed, tripinfo_devices, tripinfo_duration, tripinfo_id, tripinfo_rerouteNo, tripinfo_routeLength, tripinfo_speedFactor, tripinfo_stopTime, tripinfo_timeLoss, tripinfo_vType, tripinfo_vaporized, tripinfo_waitingCount, tripinfo_waitingTime,random_seed,scenario
3847.0, KBJ_to_CMB_002_2,146.55,0.6,12.73,3685.0,0.56, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_3600_90,162.0, 3600_90,0,398.8,0.82,0.0,130.25, 3_Wheeler, ,1,120.0,64607,static_vehicle_data
3847.0, KBJ_to_CMB_002_1,146.55,1.3,13.36,3715.0,2.4, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_3600_113,132.0, 3600_113,0,348.78,0.89,0.0,106.94, Motor_Cycle, ,1,97.0,64607,static_vehicle_data
3847.0, KB_to_MRT_002_3,130.27,0.25,15.51,3733.0,0.19, CMB_to_KBJ_002_2,2.65,0.0,0.0, tripinfo_3600_132,114.0, 3600_132,0,294.61,0.99,0.0,95.39, 3_Wheeler, ,2,78.0,64607,static_vehicle_data
3847.0, KBJ_to_CMB_001_2,57.78,-0.7,16.22,3772.0,0.17, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_162,75.0, 3600_162,0,231.99,1.03,0.0,58.91, Car, ,1,46.0,64607,static_vehicle_data
3848.0, KBJ_to_CMB_002_1,146.55,-1.0,14.88,3709.0,0.64, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_111,139.0, 3600_111,0,398.8,0.92,0.0,110.75, 3_Wheeler, ,1,96.0,64607,static_vehicle_data
3848.0, KB_to_MRT_002_3,130.27,0.55,17.57,3796.0,0.32, CMB_to_KBJ_002_3,5.4,0.0,0.0, tripinfo_3600_195,52.0, 3600_195,0,291.86,1.05,0.0,35.13, Van, ,1,21.0,64607,static_vehicle_data
3850.0, KBJ_to_CMB_002_1,146.55,-0.7,18.41,3727.0,0.19, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3600_126,123.0, 3600_126,0,346.58,1.1,0.0,102.33, Car, ,1,91.0,64607,static_vehicle_data
3850.0, KBJ_to_CMB_002_2,146.55,-0.45,15.61,3730.0,0.38, MRT_to_KB_001.37_3,5.4,0.0,0.0, tripinfo_3600_129,120.0, 3600_129,0,296.69,0.95,0.0,100.33, Van, ,2,87.0,64607,static_vehicle_data
3851.0, KBJ_to_CMB_002_3,146.55,-0.6,16.26,3727.0,0.12, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_3600_127,124.0, 3600_127,0,346.58,1.02,0.0,101.62, Car, ,1,87.0,64607,static_vehicle_data
3852.0, KBJ_to_CMB_002_2,146.55,-0.85,17.49,3725.0,0.15, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3600_123,127.0, 3600_123,0,399.35,1.06,0.0,101.89, Motor_Cycle, ,2,85.0,64607,static_vehicle_data
3852.0, KB_to_MRT_001_1,44.82,-0.65,8.0,3822.0,0.77, CMB_to_KBJ_003_2,4.3,0.0,0.0, tripinfo_3600_222,30.0, 3600_222,0,299.52,0.96,0.0,11.15, Car, ,0,0.0,64607,static_vehicle_data
3852.0, KB_to_MRT_002_2,130.27,0.0,13.91,3827.0,0.55, CMB_to_KBJ_002_3,2.1,0.0,0.0, tripinfo_3600_225,25.0, 3600_225,0,295.16,0.91,0.0,4.77, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3853.0, KBJ_to_CMB_001_3,57.78,0.75,15.85,3775.0,0.77, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_3600_165,78.0, 3600_165,0,233.64,1.04,0.0,62.13, 3_Wheeler, ,1,47.0,64607,static_vehicle_data
3854.0, KBJ_to_CMB_001_3,57.78,0.45,16.02,3786.0,0.51, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_178,68.0, 3600_178,0,231.99,1.09,0.0,53.56, Car, ,1,36.0,64607,static_vehicle_data
3855.0, KBJ_to_P_2,128.65,0.0,13.85,3696.0,0.0, CMB_to_KBJ_002_1,2.65,0.0,0.0, tripinfo_3600_101,159.0, 3600_101,0,215.61,1.01,0.0,142.97, 3_Wheeler, ,1,122.0,64607,static_vehicle_data
3855.0, KBJ_to_CMB_002_1,146.55,-0.7,16.72,3743.0,0.64, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3600_142,112.0, 3600_142,0,346.58,1.03,0.0,90.3, Car, ,1,80.0,64607,static_vehicle_data
3856.0, KBJ_to_CMB_002_3,146.55,-0.47,13.81,3736.0,0.13, MRT_to_KB_003_2,6.35,0.0,0.0, tripinfo_3600_138,120.0, 3600_138,0,395.1,1.0,0.0,91.41, Goods_Vehicle, ,2,76.0,64607,static_vehicle_data
3856.0, KBJ_to_CMB_001_3,57.78,-0.45,16.88,3789.0,0.97, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3600_181,67.0, 3600_181,0,231.99,1.05,0.0,51.45, Car, ,1,35.0,64607,static_vehicle_data
3857.0, 30093400_1,127.33,1.15,6.18,3680.0,0.17, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_85,177.0, 3600_85,0,244.26,0.87,0.0,149.34, Motor_Cycle, ,1,137.0,64607,static_vehicle_data
3857.0, 30093400_1,127.33,-1.15,8.17,3681.0,0.11, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_3600_87,176.0, 3600_87,0,437.99,0.99,0.0,140.19, Motor_Cycle, ,1,121.0,64607,static_vehicle_data
3857.0, KBJ_to_P_2,128.65,0.5,12.66,3693.0,0.16, CMB_to_KBJ_003_1,4.3,0.0,0.0, tripinfo_3600_98,164.0, 3600_98,0,364.57,0.92,0.0,136.64, Car, ,1,116.0,64607,static_vehicle_data
3857.0, KBJ_to_CMB_002_2,146.55,-0.25,13.42,3732.0,0.59, MRT_to_KB_001_2,2.65,0.0,0.0, tripinfo_3600_131,125.0, 3600_131,0,348.23,0.82,0.0,98.07, 3_Wheeler, ,2,82.0,64607,static_vehicle_data
3857.0, KB_to_MRT_002_2,130.27,-0.45,14.54,3829.0,0.29, CMB_to_KBJ_002_2,4.3,0.0,0.0, tripinfo_3600_230,28.0, 3600_230,0,292.96,0.88,0.0,7.18, Car, ,0,0.0,64607,static_vehicle_data
3858.0, 30093400_1,127.33,-0.85,7.35,3682.0,1.6, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_86,176.0, 3600_86,0,244.26,1.11,0.0,154.61, Motor_Cycle, ,1,135.0,64607,static_vehicle_data
3858.0, KBJ_to_CMB_002_3,146.55,-0.6,14.22,3764.0,0.06, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_158,94.0, 3600_158,0,397.15,0.87,0.0,64.08, Car, ,1,53.0,64607,static_vehicle_data
3858.0, KBJ_to_CMB_002_1,146.55,-0.7,17.76,3776.0,0.26, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_168,82.0, 3600_168,0,397.15,1.1,0.0,57.81, Car, ,1,44.0,64607,static_vehicle_data
3858.0, KBJ_to_CMB_001_3,57.78,0.15,15.18,3791.0,2.09, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3600_186,67.0, 3600_186,0,234.19,0.95,0.0,49.41, Motor_Cycle, ,1,34.0,64607,static_vehicle_data
3859.0, 30093400_1,127.33,1.15,7.52,3684.0,1.74, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_89,175.0, 3600_89,0,244.26,1.04,0.0,152.31, Motor_Cycle, ,1,134.0,64607,static_vehicle_data
3859.0, KBJ_to_P_2,128.65,-0.3,11.21,3722.0,0.1, CMB_to_KBJ_002_1,2.1,0.0,0.0, tripinfo_3600_119,137.0, 3600_119,0,216.16,0.92,0.0,119.4, Motor_Cycle, ,2,100.0,64607,static_vehicle_data
3859.0, KBJ_to_CMB_002_2,146.55,-0.25,16.22,3737.0,0.33, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_140,122.0, 3600_140,0,398.8,1.04,0.0,95.86, 3_Wheeler, ,2,72.0,64607,static_vehicle_data
3859.0, KBJ_to_CMB_001_3,57.78,0.45,15.87,3793.0,1.81, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3600_191,66.0, 3600_191,0,231.99,0.98,0.0,49.63, Car, ,1,34.0,64607,static_vehicle_data
3860.0, KBJ_to_CMB_002_2,146.55,-0.45,16.63,3747.0,0.63, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3600_145,113.0, 3600_145,0,346.58,1.03,0.0,91.09, Car, ,2,70.0,64607,static_vehicle_data
3860.0, KBJ_to_CMB_002_3,146.55,-0.5,16.25,3774.0,0.37, MRT_to_KB_001_2,2.65,0.0,0.0, tripinfo_3600_163,86.0, 3600_163,0,348.23,0.99,0.0,62.95, 3_Wheeler, ,1,50.0,64607,static_vehicle_data
3860.0, KBJ_to_P_2,128.65,0.5,13.45,3794.0,0.97, CMB_to_KBJ_003_1,4.3,0.0,0.0, tripinfo_3600_193,66.0, 3600_193,0,364.57,1.07,0.0,43.0, Car, ,2,20.0,64607,static_vehicle_data
3860.0, KBJ_to_CMB_001_3,57.78,0.45,17.49,3803.0,0.71, MRT_to_KB_003_2,4.3,0.0,0.0, tripinfo_3600_201,57.0, 3600_201,0,231.99,1.19,0.0,43.85, Car, ,1,29.0,64607,static_vehicle_data
3861.0, 30093400_1,127.33,-0.55,7.86,3727.0,1.79, CMB_to_KBJ_001_2,4.3,0.0,0.0, tripinfo_3600_124,134.0, 3600_124,0,242.06,0.96,0.0,109.47, Car, ,1,97.0,64607,static_vehicle_data
3862.0, KBJ_to_CMB_002_2,146.55,0.45,14.84,3775.0,0.77, MRT_to_KB_001_3,2.65,0.0,0.0, tripinfo_3600_166,87.0, 3600_166,0,348.23,0.9,0.0,61.63, 3_Wheeler, ,1,50.0,64607,static_vehicle_data
3862.0, KBJ_to_CMB_002_1,146.55,-0.7,14.0,3789.0,0.59, MRT_to_KB_001_2,4.3,0.0,0.0, tripinfo_3600_183,73.0, 3600_183,0,346.58,0.86,0.0,47.65, Car, ,1,37.0,64607,static_vehicle_data
3862.0, KBJ_to_CMB_001_3,57.78,0.75,15.39,3806.0,0.97, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_3600_207,56.0, 3600_207,0,233.64,0.98,0.0,39.68, 3_Wheeler, ,1,27.0,64607,static_vehicle_data
3862.0, KB_to_MRT_002_2,130.27,-1.0,14.86,3829.0,0.99, CMB_to_KBJ_003_3,2.1,0.0,0.0, tripinfo_3600_228,33.0, 3600_228,0,445.77,0.94,0.0,4.64, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3863.0, KBJ_to_CMB_002_3,146.55,-0.6,14.15,3838.0,88.98, MRT_to_KB_001.37_4,4.3,0.0,0.0, tripinfo_3600_148,25.0, 3600_148,0,297.79,0.9,0.0,3.6, Car, ,0,0.0,64607,static_vehicle_data
3863.0, KBJ_to_CMB_002_2,146.55,-0.45,14.13,3779.0,0.38, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_3600_174,84.0, 3600_174,0,346.58,0.86,0.0,58.43, Car, ,1,49.0,64607,static_vehicle_data
3864.0, 30093400_1,127.33,-0.55,5.91,3737.0,0.38, CMB_to_KBJ_002_2,4.3,0.0,0.0, tripinfo_3600_139,127.0, 3600_139,0,285.18,0.82,0.0,95.88, Car, ,1,82.0,64607,static_vehicle_data
3864.0, KBJ_to_CMB_001_2,57.78,0.7,3.59,3792.0,2.54, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_189,72.0, 3600_189,0,231.99,1.03,0.0,56.65, Car, ,1,31.0,64607,static_vehicle_data
3864.0, KBJ_to_CMB_001_3,57.78,1.05,16.46,3816.0,0.18, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3600_216,48.0, 3600_216,0,234.19,1.05,0.0,32.02, Motor_Cycle, ,1,18.0,64607,static_vehicle_data
3865.0, KBJ_to_P_2,128.65,0.5,12.83,3837.0,55.71, CMB_to_KBJ_001_1,4.3,0.0,0.0, tripinfo_3600_177,28.0, 3600_177,0,170.84,0.93,0.0,13.73, Car, ,1,1.0,64607,static_vehicle_data
3865.0, KBJ_to_CMB_002_2,146.55,-0.9,17.29,3793.0,0.87, MRT_to_KB_001_3,2.1,0.0,0.0, tripinfo_3600_192,72.0, 3600_192,0,348.78,1.07,0.0,50.41, Motor_Cycle, ,1,36.0,64607,static_vehicle_data
3866.0, 30093400_1,127.33,-1.15,7.63,3740.0,0.82, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_3600_141,126.0, 3600_141,0,437.99,1.04,0.0,92.06, Motor_Cycle, ,1,72.0,64607,static_vehicle_data
3866.0, KB_to_MRT_002_3,130.27,0.0,16.51,3845.0,0.18, CMB_to_KBJ_001_4,2.65,0.0,0.0, tripinfo_3600_242,21.0, 3600_242,0,251.49,1.05,0.0,5.36, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3867.0, KBJ_to_CMB_002_3,146.55,0.0,14.06,3841.0,90.81, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3600_149,26.0, 3600_149,0,299.99,0.9,0.0,4.51, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3867.0, KBJ_to_CMB_001_4,57.78,1.0,16.33,3855.0,79.02, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3600_170,12.0, 3600_170,0,134.83,1.03,0.0,3.4, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3867.0, KBJ_to_P_2,128.65,0.5,14.52,3840.0,26.33, CMB_to_KBJ_001_1,4.3,0.0,0.0, tripinfo_3600_213,27.0, 3600_213,0,170.84,1.06,0.0,14.36, Car, ,2,2.0,64607,static_vehicle_data
3868.0, KBJ_to_CMB_002_3,146.55,-0.1,15.83,3844.0,92.19, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3600_151,24.0, 3600_151,0,299.44,1.1,0.0,5.79, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3868.0, KBJ_to_CMB_001_2,57.78,0.7,3.56,3801.0,0.22, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_200,67.0, 3600_200,0,231.99,1.0,0.0,51.27, Car, ,1,26.0,64607,static_vehicle_data
3868.0, KBJ_to_CMB_001_3,57.78,-0.9,16.13,3841.0,0.75, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_3600_238,27.0, 3600_238,0,234.19,1.02,0.0,11.1, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3870.0, KBJ_to_CMB_002_1,146.55,1.2,13.5,3789.0,0.38, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_185,81.0, 3600_185,0,398.8,0.86,0.0,50.37, 3_Wheeler, ,1,31.0,64607,static_vehicle_data
3870.0, KBJ_to_P_2,128.65,0.2,11.16,3842.0,22.44, CMB_to_KBJ_001_1,2.65,0.0,0.0, tripinfo_3600_218,28.0, 3600_218,0,172.49,0.87,0.0,13.01, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3871.0, KBJ_to_CMB_002_1,146.55,1.3,15.45,3801.0,4.03, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_3600_197,70.0, 3600_197,0,348.78,1.0,0.0,47.62, Motor_Cycle, ,1,29.0,64607,static_vehicle_data
3871.0, KBJ_to_CMB_001_2,57.78,1.0,4.31,3803.0,0.14, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_203,68.0, 3600_203,0,233.64,0.97,0.0,51.52, 3_Wheeler, ,1,23.0,64607,static_vehicle_data
3872.0, KBJ_to_CMB_002_3,146.55,0.1,15.65,3848.0,92.82, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3600_152,24.0, 3600_152,0,299.44,1.0,0.0,4.75, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3872.0, 30093400_1,127.33,-0.15,6.01,3778.0,3.27, CMB_to_KBJ_002_2,2.65,0.0,0.0, tripinfo_3600_167,94.0, 3600_167,0,286.83,0.83,0.0,61.97, 3_Wheeler, ,1,46.0,64607,static_vehicle_data
3872.0, KBJ_to_CMB_001_4,57.78,0.0,15.84,3859.0,80.89, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3600_173,13.0, 3600_173,0,134.83,0.99,0.0,3.29, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3872.0, KB_to_MRT_001_2,44.82,-0.45,15.12,3861.0,0.9, CMB_to_KBJ_001_3,4.3,0.0,0.0, tripinfo_3600_259,11.0, 3600_259,0,105.79,0.93,0.0,3.67, Car, ,0,0.0,64607,static_vehicle_data
3873.0, KBJ_to_CMB_001_2,57.78,0.9,5.9,3813.0,0.42, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_3600_211,60.0, 3600_211,0,234.19,0.98,0.0,43.47, Motor_Cycle, ,1,19.0,64607,static_vehicle_data
3874.0, 30093400_1,127.33,-0.55,6.77,3842.0,107.61, CMB_to_KBJ_001_2,4.3,0.0,0.0, tripinfo_3600_135,32.0, 3600_135,0,242.06,0.9,0.0,5.77, Car, ,0,0.0,64607,static_vehicle_data
3875.0, KBJ_to_CMB_002_2,146.55,-1.0,16.54,3847.0,33.87, MRT_to_KB_001_3,2.1,0.0,0.0, tripinfo_3600_212,28.0, 3600_212,0,348.78,1.0,0.0,5.63, Motor_Cycle, ,1,1.0,64607,static_vehicle_data
3875.0, KB_to_MRT_002_2,130.27,-0.45,17.54,3834.0,0.6, CMB_to_KBJ_003_2,4.3,0.0,0.0, tripinfo_3600_231,41.0, 3600_231,0,443.57,1.06,0.0,15.69, Car, ,0,0.0,64607,static_vehicle_data
3876.0, 30093400_1,127.33,1.15,6.8,3844.0,74.24, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_160,32.0, 3600_160,0,244.26,0.97,0.0,7.33, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3876.0, KBJ_to_CMB_002_2,146.55,1.35,18.35,3840.0,0.43, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3600_237,36.0, 3600_237,0,399.35,1.12,0.0,12.74, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3877.0, KBJ_to_CMB_002_3,146.55,0.0,13.31,3852.0,92.08, MRT_to_KB_001.37_4,2.1,0.0,0.0, tripinfo_3600_154,25.0, 3600_154,0,299.99,0.89,0.0,3.64, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3877.0, 30093400_1,127.33,0.0,8.88,3846.0,67.1, CMB_to_KBJ_001_2,2.65,0.0,0.0, tripinfo_3600_176,31.0, 3600_176,0,243.71,1.1,0.0,9.46, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3877.0, KBJ_to_CMB_002_2,146.55,-0.45,15.89,3829.0,0.36, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_229,48.0, 3600_229,0,397.15,0.98,0.0,21.51, Car, ,1,5.0,64607,static_vehicle_data
3879.0, 30093400_1,127.33,1.15,8.93,3851.0,61.05, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_190,28.0, 3600_190,0,244.26,1.14,0.0,7.22, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3880.0, KBJ_to_CMB_001_4,57.78,-0.1,15.66,3865.0,76.5, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3600_184,15.0, 3600_184,0,134.28,1.04,0.0,5.96, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3880.0, KBJ_to_CMB_001_2,57.78,-0.57,4.78,3835.0,0.56, MRT_to_KB_003_1,6.35,0.0,0.0, tripinfo_3600_233,45.0, 3600_233,0,229.94,0.98,0.0,28.15, Goods_Vehicle, ,1,1.0,64607,static_vehicle_data
3883.0, KBJ_to_CMB_001_4,57.78,0.0,14.82,3869.0,79.81, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3600_188,14.0, 3600_188,0,134.28,0.94,0.0,4.61, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3884.0, 30093400_1,127.33,0.0,6.71,3853.0,59.22, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_194,31.0, 3600_194,0,244.26,0.98,0.0,6.79, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3884.0, KBJ_to_CMB_001_3,57.78,-1.15,15.0,3870.0,66.95, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_3600_204,14.0, 3600_204,0,134.83,0.9,0.0,3.78, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3884.0, KBJ_to_CMB_002_2,146.55,-0.95,15.73,3813.0,2.02, MRT_to_KB_001_2,2.1,0.0,0.0, tripinfo_3600_210,71.0, 3600_210,0,348.78,0.95,0.0,47.67, Motor_Cycle, ,1,22.0,64607,static_vehicle_data
3884.0, KBJ_to_CMB_002_2,146.55,1.15,13.11,3847.0,0.85, MRT_to_KB_003_2,2.1,0.0,0.0, tripinfo_3600_245,37.0, 3600_245,0,399.35,0.86,0.0,6.17, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3885.0, KBJ_to_CMB_001_4,57.78,0.4,15.82,3872.0,68.86, MRT_to_KB_001.37_4,4.3,0.0,0.0, tripinfo_3600_205,13.0, 3600_205,0,132.63,1.0,0.0,3.8, Car, ,0,0.0,64607,static_vehicle_data
3885.0, KBJ_to_CMB_002_3,146.55,-0.6,14.84,3845.0,0.21, MRT_to_KB_003_1,4.3,0.0,0.0, tripinfo_3600_241,40.0, 3600_241,0,397.15,1.15,0.0,17.4, Car, ,0,0.0,64607,static_vehicle_data
3886.0, KBJ_to_CMB_001_2,57.78,-0.7,9.21,3866.0,76.99, MRT_to_KB_001.37_2,4.3,0.0,0.0, tripinfo_3600_187,20.0, 3600_187,0,132.63,0.9,0.0,10.28, Car, ,0,0.0,64607,static_vehicle_data
3886.0, KBJ_to_CMB_001_3,57.78,0.0,10.88,3870.0,73.25, MRT_to_KB_001.37_3,2.1,0.0,0.0, tripinfo_3600_196,16.0, 3600_196,0,134.83,0.92,0.0,6.26, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3887.0, KBJ_to_CMB_002_2,146.55,-0.45,15.41,3823.0,0.49, MRT_to_KB_003_1,5.4,0.0,0.0, tripinfo_3600_223,64.0, 3600_223,0,396.05,0.94,0.0,36.86, Van, ,1,9.0,64607,static_vehicle_data
3887.0, KBJ_to_CMB_001_4,57.78,0.1,16.47,3874.0,35.47, MRT_to_KB_001.37_4,2.65,0.0,0.0, tripinfo_3600_234,13.0, 3600_234,0,134.28,1.13,0.0,4.56, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3887.0, KBJ_to_CMB_002_3,146.55,-0.47,13.86,3848.0,1.75, MRT_to_KB_003_1,6.35,0.0,0.0, tripinfo_3600_246,39.0, 3600_246,0,395.1,0.91,0.0,9.33, Goods_Vehicle, ,0,0.0,64607,static_vehicle_data
3888.0, KBJ_to_CMB_001_3,57.78,0.45,11.87,3872.0,56.39, MRT_to_KB_001.37_3,4.3,0.0,0.0, tripinfo_3600_215,16.0, 3600_215,0,132.63,1.11,0.0,7.78, Car, ,0,0.0,64607,static_vehicle_data
3888.0, KB_to_MRT_002_1,130.27,0.0,13.67,3720.0,0.0, CMB_to_KBJ_003_1,12.1,0.0,0.0, tripinfo_bus_100/101/400/412/418/428/430/433:1.31,168.0, bus_100/101/400/412/418/428/430/433:1.31,0,435.77,1.0,51.0,90.62, bus, ,1,48.0,64607,static_vehicle_data
3889.0, KBJ_to_CMB_002_3,146.55,-0.6,15.8,3863.0,74.96, MRT_to_KB_001.37_4,5.4,0.0,0.0, tripinfo_3600_182,26.0, 3600_182,0,296.69,0.95,0.0,5.92, Van, ,0,0.0,64607,static_vehicle_data
3890.0, 30093400_1,127.33,1.15,5.65,3855.0,50.2, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_206,35.0, 3600_206,0,244.26,0.87,0.0,7.96, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3890.0, KBJ_to_CMB_002_2,146.55,-0.45,13.5,3857.0,7.28, MRT_to_KB_001_3,4.3,0.0,0.0, tripinfo_3600_250,33.0, 3600_250,0,346.58,0.84,0.0,6.43, Car, ,0,0.0,64607,static_vehicle_data
3890.0, KBJ_to_CMB_002_3,146.55,0.1,15.87,3851.0,0.66, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_3600_251,39.0, 3600_251,0,398.8,1.09,0.0,13.98, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3890.0, KB_to_MRT_002_1,130.27,0.0,14.66,3853.0,0.12, CMB_to_KBJ_003_2,2.1,0.0,0.0, tripinfo_3600_253,37.0, 3600_253,0,445.77,0.95,0.0,8.62, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3892.0, 30093400_1,127.33,0.0,7.37,3857.0,11.15, CMB_to_KBJ_001_2,2.1,0.0,0.0, tripinfo_3600_243,35.0, 3600_243,0,244.26,0.89,0.0,7.92, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3892.0, KBJ_to_CMB_002_2,146.55,0.25,15.94,3849.0,2.1, MRT_to_KB_003_2,2.65,0.0,0.0, tripinfo_3600_248,43.0, 3600_248,0,398.8,1.09,0.0,17.39, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3892.0, KBJ_to_CMB_002_3,146.55,-0.41,14.78,3856.0,0.53, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_256,36.0, 3600_256,0,398.8,0.91,0.0,7.57, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3892.0, KBJ_to_CMB_001_3,57.78,-0.25,12.61,3863.0,0.58, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_261,29.0, 3600_261,0,233.64,1.1,0.0,14.26, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3894.0, KBJ_to_P_1,128.65,0.0,13.39,3606.0,0.0, CMB_to_KBJ_003_1,12.1,0.0,0.0, tripinfo_bus_255:0.12,288.0, bus_255:0.12,0,356.77,1.0,70.0,193.29, bus, ,2,152.0,64607,static_vehicle_data
3894.0, KBJ_to_CMB_002_2,146.55,-0.95,15.9,3863.0,84.19, MRT_to_KB_001.37_2,2.1,0.0,0.0, tripinfo_3600_175,31.0, 3600_175,0,299.99,1.0,0.0,11.72, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3894.0, KBJ_to_CMB_001_2,57.78,0.0,18.72,3876.0,0.97, MRT_to_KB_003_1,2.1,0.0,0.0, tripinfo_3600_274,18.0, 3600_274,0,234.19,1.19,0.0,4.68, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
3896.0, KBJ_to_CMB_001_4,57.78,0.6,14.92,3882.0,4.02, MRT_to_KB_001.37_4,5.4,0.0,0.0, tripinfo_3600_276,14.0, 3600_276,0,131.53,0.9,0.0,4.33, Van, ,0,0.0,64607,static_vehicle_data
3897.0, KBJ_to_CMB_002_2,146.55,1.45,14.39,3850.0,1.02, MRT_to_KB_003_1,2.65,0.0,0.0, tripinfo_3600_249,47.0, 3600_249,0,398.8,0.92,0.0,18.17, 3_Wheeler, ,0,0.0,64607,static_vehicle_data
3897.0, KB_to_MRT_001_2,44.82,0.0,17.44,3875.0,0.55, CMB_to_KBJ_003_3,2.1,0.0,0.0, tripinfo_3600_271,22.0, 3600_271,0,301.72,1.12,0.0,5.03, Motor_Cycle, ,0,0.0,64607,static_vehicle_data
