interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts,random_seed,scenario
3900.0,4200.0,392.0, P_to_KBJ_1,392.0,1051.93,386,134.0,134.0,8.21,3,82.0,3,65.33,65.33,3.51,1.29,39.78,0.63,19.18,1.55,21,21,22,442.12,6.0,2,static_vehicle_data
4200.0,4500.0,766.0, P_to_KBJ_1,759.0,1810.85,750,153.0,146.0,10.0,4,89.98,4,76.6,75.9,6.04,2.5,43.48,0.19,55.61,2.67,13,10,14,789.62,9.0,2,static_vehicle_data
4500.0,4800.0,823.0, P_to_KBJ_1,602.0,2139.3,600,160.0,130.0,10.0,4,89.98,4,137.17,100.33,7.13,2.0,65.06,0.48,23.57,2.27,23,25,27,658.77,2.0,2,static_vehicle_data
4800.0,5076.0,586.0, P_to_KBJ_1,328.0,1614.04,324,148.0,148.0,10.0,2,79.99,4,97.67,54.67,5.85,1.17,51.79,0.64,18.77,1.41,17,19,19,374.14,4.0,2,static_vehicle_data
0.0,300.0,123.0, P_to_KBJ_1,123.0,331.07,120,77.0,77.0,10.0,3,69.98,3,41.0,41.0,1.1,0.4,9.46,0.34,25.07,0.44,5,2,5,128.42,3.0,3,static_vehicle_data
300.0,600.0,463.0, P_to_KBJ_1,340.0,1179.56,338,137.0,107.0,10.0,3,69.98,3,92.6,68.0,3.93,1.13,33.34,0.25,43.91,1.21,5,8,8,358.14,2.0,3,static_vehicle_data
600.0,900.0,33.0, P_to_KBJ_1,33.0,112.98,31,17.0,17.0,7.58,2,55.78,2,16.5,16.5,0.38,0.1,4.03,1.61,7.6,0.16,5,5,5,43.18,2.0,3,static_vehicle_data
900.0,1200.0,166.0, P_to_KBJ_1,166.0,369.05,162,76.0,76.0,10.0,3,69.98,3,41.5,41.5,1.23,0.54,11.22,0.27,33.96,0.59,5,2,5,173.32,4.0,3,static_vehicle_data
1200.0,1500.0,428.0, P_to_KBJ_1,306.0,1002.35,305,173.0,99.0,10.0,3,69.98,3,107.0,76.5,3.34,1.02,25.41,0.31,35.34,1.1,6,8,9,325.26,2.0,3,static_vehicle_data
1500.0,1800.0,165.0, P_to_KBJ_1,153.0,394.37,149,52.0,52.0,6.42,2,51.5,3,33.0,30.6,1.31,0.5,12.55,0.54,20.6,0.6,7,8,8,171.24,4.0,3,static_vehicle_data
1800.0,2100.0,331.0, P_to_KBJ_1,331.0,1232.02,326,145.0,145.0,10.0,2,79.99,2,66.2,66.2,4.11,1.09,38.97,0.58,21.85,1.27,16,14,16,364.91,5.0,3,static_vehicle_data
2100.0,2400.0,388.0, P_to_KBJ_1,344.0,1708.0,342,161.0,139.0,10.0,2,79.99,3,97.0,86.0,5.69,1.14,48.28,0.47,23.88,1.28,13,13,15,371.25,2.0,3,static_vehicle_data
2400.0,2700.0,459.0, P_to_KBJ_1,392.0,1339.38,387,105.0,105.0,10.0,3,79.99,3,65.57,56.0,4.46,1.29,35.42,0.4,25.49,1.44,14,13,16,420.26,5.0,3,static_vehicle_data
2700.0,3000.0,587.0, P_to_KBJ_1,365.0,1163.1,360,112.0,109.0,10.0,3,69.98,3,73.38,45.62,3.88,1.2,30.45,0.44,24.03,1.37,13,14,16,397.83,5.0,3,static_vehicle_data
3000.0,3300.0,318.0, P_to_KBJ_1,294.0,890.21,290,124.0,124.0,10.0,3,69.98,3,45.43,42.0,2.97,0.97,25.43,0.74,15.86,1.16,18,19,20,335.33,6.0,3,static_vehicle_data
3300.0,3600.0,480.0, P_to_KBJ_1,479.0,1599.7,474,115.0,114.0,10.0,3,73.75,3,80.0,79.83,5.33,1.58,40.67,0.21,49.05,1.69,9,7,10,497.83,5.0,3,static_vehicle_data
3600.0,3900.0,853.0, P_to_KBJ_1,589.0,1915.23,586,154.0,154.0,10.0,3,69.98,3,142.17,98.17,6.38,1.95,47.86,0.41,29.41,2.18,18,20,21,636.71,3.0,3,static_vehicle_data
3900.0,4200.0,358.0, P_to_KBJ_1,358.0,1153.02,353,123.0,123.0,10.0,3,69.98,3,71.6,71.6,3.84,1.18,30.89,0.68,17.11,1.39,21,20,22,396.97,5.0,3,static_vehicle_data
4200.0,4500.0,643.0, P_to_KBJ_1,639.0,1808.44,635,149.0,147.0,10.0,4,73.76,4,107.17,106.5,6.03,2.12,47.32,0.25,41.27,2.29,14,14,16,672.02,4.0,3,static_vehicle_data
4500.0,4800.0,634.0, P_to_KBJ_1,539.0,1983.56,536,136.0,136.0,10.0,3,73.76,3,126.8,107.8,6.61,1.79,53.91,0.6,18.81,2.05,28,27,30,592.14,3.0,3,static_vehicle_data
4800.0,4932.0,417.0, P_to_KBJ_1,51.0,169.8,51,152.0,18.0,10.0,3,69.98,3,139.0,17.0,1.29,0.39,13.06,1.57,6.42,0.61,7,10,10,72.64,0.0,3,static_vehicle_data
0.0,300.0,147.0, P_to_KBJ_2,147.0,513.37,144,83.0,83.0,8.62,2,66.12,3,49.0,49.0,1.71,0.48,16.2,0.87,13.27,0.61,12,10,12,170.63,3.0,1,static_vehicle_data
300.0,600.0,374.0, P_to_KBJ_2,364.0,1552.97,361,120.0,111.0,8.59,2,65.87,3,93.5,91.0,5.18,1.2,42.63,0.4,26.88,1.33,12,12,14,388.23,3.0,1,static_vehicle_data
600.0,900.0,627.0, P_to_KBJ_2,484.0,1712.49,640,145.0,145.0,10.0,4,65.87,4,125.4,96.8,5.71,2.13,40.78,0.26,47.49,2.31,12,14,14,677.54,4.0,1,static_vehicle_data
900.0,1200.0,213.0, P_to_KBJ_2,213.0,659.29,209,93.0,93.0,10.0,3,69.98,3,53.25,53.25,2.2,0.7,19.35,0.62,18.81,0.82,12,10,12,236.46,5.0,1,static_vehicle_data
1200.0,1500.0,536.0, P_to_KBJ_2,526.0,1952.97,521,160.0,151.0,10.0,4,89.98,4,89.33,87.67,6.49,1.73,52.54,0.38,29.98,1.9,16,14,18,555.16,5.0,1,static_vehicle_data
1500.0,1800.0,1123.0, P_to_KBJ_2,898.0,2247.58,894,159.0,145.0,10.0,4,83.1,4,140.38,112.25,7.49,2.98,60.3,0.34,31.55,3.22,25,25,29,938.71,4.0,1,static_vehicle_data
1800.0,2100.0,1138.0, P_to_KBJ_2,599.0,1864.51,596,176.0,176.0,10.0,4,76.86,4,162.57,85.57,6.22,1.99,55.43,0.94,12.46,2.44,47,50,51,681.95,3.0,1,static_vehicle_data
2100.0,2400.0,545.0, P_to_KBJ_2,545.0,1827.91,540,169.0,169.0,10.0,3,70.62,3,109.0,109.0,6.09,1.8,49.47,0.79,15.33,2.13,36,35,37,602.19,5.0,1,static_vehicle_data
2400.0,2700.0,468.0, P_to_KBJ_2,406.0,1784.71,404,167.0,130.0,9.06,2,70.62,4,117.0,101.5,5.95,1.35,50.6,0.88,12.92,1.62,31,31,33,456.38,2.0,1,static_vehicle_data
2700.0,3000.0,756.0, P_to_KBJ_2,609.0,1957.56,606,166.0,166.0,8.97,3,69.62,3,151.2,121.8,6.53,2.02,53.86,0.4,29.72,2.21,19,19,21,643.68,3.0,1,static_vehicle_data
3000.0,3300.0,794.0, P_to_KBJ_2,472.0,1450.86,467,162.0,160.0,10.0,3,79.98,5,113.43,67.43,4.84,1.56,42.54,1.47,7.72,2.14,65,65,67,579.57,5.0,1,static_vehicle_data
3300.0,3600.0,558.0, P_to_KBJ_2,549.0,2376.54,546,174.0,170.0,10.0,3,79.99,3,111.6,109.8,7.92,1.82,65.92,0.72,17.11,2.08,31,30,33,596.43,3.0,1,static_vehicle_data
3600.0,3900.0,769.0, P_to_KBJ_2,559.0,2069.85,557,172.0,133.0,10.0,3,69.98,4,153.8,111.8,6.9,1.86,54.18,0.82,13.93,2.2,39,40,42,623.81,2.0,1,static_vehicle_data
3900.0,4200.0,850.0, P_to_KBJ_2,594.0,2030.89,591,173.0,171.0,10.0,3,69.98,4,170.0,118.8,6.77,1.97,55.73,1.03,11.88,2.43,51,52,53,682.18,3.0,1,static_vehicle_data
4200.0,4500.0,622.0, P_to_KBJ_2,622.0,2022.7,616,180.0,180.0,10.0,3,100.0,4,103.67,103.67,6.74,2.05,52.0,0.98,12.13,2.53,53,51,54,706.63,7.0,1,static_vehicle_data
4500.0,4800.0,804.0, P_to_KBJ_2,718.0,2304.87,713,171.0,143.0,10.0,3,96.87,4,100.5,89.75,7.67,2.37,64.46,0.51,23.15,2.66,29,29,32,769.72,5.0,1,static_vehicle_data
4800.0,5082.0,528.0, P_to_KBJ_2,238.0,793.49,238,179.0,80.0,10.0,3,89.99,3,176.0,79.33,2.81,0.84,28.31,1.15,9.68,1.07,23,26,26,274.67,0.0,1,static_vehicle_data
0.0,300.0,177.0, P_to_KBJ_2,177.0,582.25,172,80.0,80.0,10.0,3,79.99,3,35.4,35.4,1.94,0.57,19.42,0.68,17.36,0.7,11,9,11,201.74,5.0,2,static_vehicle_data
300.0,600.0,388.0, P_to_KBJ_2,365.0,1650.69,363,123.0,112.0,10.0,2,79.99,2,97.0,91.25,5.5,1.21,45.87,0.46,25.11,1.35,13,13,15,390.2,2.0,2,static_vehicle_data
600.0,900.0,526.0, P_to_KBJ_2,383.0,1756.52,380,143.0,143.0,9.69,2,76.87,2,105.2,76.6,5.86,1.27,48.67,0.42,28.32,1.4,12,14,14,408.66,3.0,2,static_vehicle_data
900.0,1200.0,158.0, P_to_KBJ_2,158.0,620.33,155,92.0,92.0,9.08,2,70.62,2,52.67,52.67,2.07,0.52,19.42,0.85,14.02,0.64,12,10,12,180.09,3.0,2,static_vehicle_data
1200.0,1500.0,709.0, P_to_KBJ_2,699.0,1736.84,694,160.0,151.0,8.32,4,83.12,4,118.17,116.5,5.77,2.3,56.86,0.26,44.64,2.47,14,14,16,727.92,5.0,2,static_vehicle_data
1500.0,1800.0,713.0, P_to_KBJ_2,575.0,1802.07,572,159.0,141.0,8.55,3,67.5,3,142.6,115.0,6.01,1.91,52.09,0.57,20.33,2.14,27,26,29,615.04,3.0,2,static_vehicle_data
1800.0,2100.0,978.0, P_to_KBJ_2,582.0,1894.55,579,178.0,178.0,10.0,3,69.98,3,163.0,97.0,6.32,1.93,51.57,0.85,13.69,2.34,42,44,45,658.16,3.0,2,static_vehicle_data
2100.0,2400.0,434.0, P_to_KBJ_2,434.0,1860.08,428,171.0,171.0,10.0,4,73.75,4,72.33,72.33,6.2,1.43,52.4,1.12,10.4,1.79,43,40,44,500.45,6.0,2,static_vehicle_data
2400.0,2700.0,766.0, P_to_KBJ_2,671.0,2029.91,668,168.0,132.0,10.0,4,79.99,4,109.43,95.86,6.77,2.23,50.11,0.55,20.97,2.51,29,31,33,721.54,3.0,2,static_vehicle_data
2700.0,3000.0,595.0, P_to_KBJ_2,447.0,1973.38,445,165.0,165.0,10.0,2,79.99,2,148.75,111.75,6.58,1.48,54.01,0.52,22.94,1.66,18,19,20,477.74,2.0,2,static_vehicle_data
3000.0,3300.0,526.0, P_to_KBJ_2,365.0,1660.48,360,173.0,173.0,10.0,2,81.87,3,87.67,60.83,5.53,1.2,58.68,1.6,7.17,1.74,56,55,57,464.02,5.0,2,static_vehicle_data
3300.0,3600.0,502.0, P_to_KBJ_2,484.0,2387.11,482,180.0,171.0,10.0,2,76.87,3,125.5,121.0,7.96,1.61,65.27,0.77,16.12,1.86,29,29,31,529.6,2.0,2,static_vehicle_data
3600.0,3900.0,760.0, P_to_KBJ_2,617.0,2307.33,614,172.0,140.0,9.69,3,76.87,3,152.0,123.4,7.69,2.05,61.3,0.65,18.61,2.32,32,31,34,665.35,3.0,2,static_vehicle_data
3900.0,4200.0,1006.0, P_to_KBJ_2,590.0,1817.83,587,179.0,171.0,9.69,3,83.36,4,167.67,98.33,6.05,1.95,61.01,1.05,11.42,2.45,52,54,55,682.27,3.0,2,static_vehicle_data
4200.0,4500.0,421.0, P_to_KBJ_2,421.0,1853.18,416,179.0,179.0,10.0,2,79.99,4,84.2,84.2,6.18,1.39,55.76,1.49,7.79,1.86,57,56,58,507.36,5.0,2,static_vehicle_data
4500.0,4800.0,743.0, P_to_KBJ_2,681.0,2333.79,677,172.0,141.0,10.0,4,84.12,4,123.83,113.5,7.78,2.26,70.57,0.67,17.19,2.59,39,37,41,742.46,4.0,2,static_vehicle_data
4800.0,5076.0,721.0, P_to_KBJ_2,321.0,752.93,321,181.0,81.0,9.41,4,84.12,4,180.25,80.25,2.73,1.16,28.74,1.07,10.96,1.42,27,31,31,369.36,0.0,2,static_vehicle_data
0.0,300.0,81.0, P_to_KBJ_2,81.0,324.59,78,54.0,54.0,8.34,2,63.36,2,27.0,27.0,1.08,0.26,12.24,1.35,7.87,0.39,12,10,12,105.09,5.0,3,static_vehicle_data
300.0,600.0,332.0, P_to_KBJ_2,322.0,988.29,319,121.0,112.0,7.76,3,87.5,3,83.0,80.5,3.29,1.06,33.56,0.5,23.86,1.19,12,13,14,347.07,4.0,3,static_vehicle_data
600.0,900.0,430.0, P_to_KBJ_2,364.0,1346.38,361,145.0,145.0,8.2,2,62.5,3,107.5,91.0,4.49,1.2,37.42,0.43,29.12,1.35,12,13,13,390.65,3.0,3,static_vehicle_data
900.0,1200.0,214.0, P_to_KBJ_2,214.0,651.92,210,93.0,93.0,10.0,3,69.98,3,53.5,53.5,2.17,0.7,18.7,0.63,18.8,0.82,12,10,12,235.79,4.0,3,static_vehicle_data
1200.0,1500.0,588.0, P_to_KBJ_2,578.0,2131.94,574,160.0,150.0,10.0,3,76.87,3,117.6,115.6,7.11,1.91,54.94,0.31,36.91,2.07,14,14,16,604.85,4.0,3,static_vehicle_data
1500.0,1800.0,598.0, P_to_KBJ_2,460.0,2213.97,458,159.0,143.0,9.69,2,76.87,2,149.5,115.0,7.38,1.53,63.04,0.69,17.62,1.76,25,25,27,502.45,2.0,3,static_vehicle_data
1800.0,2100.0,834.0, P_to_KBJ_2,553.0,1869.62,548,175.0,175.0,10.0,3,76.87,3,119.14,79.0,6.23,1.83,52.02,1.01,12.05,2.27,47,48,49,637.97,5.0,3,static_vehicle_data
2100.0,2400.0,547.0, P_to_KBJ_2,547.0,1812.22,542,167.0,167.0,10.0,3,69.98,3,109.4,109.4,6.04,1.81,49.78,0.8,14.99,2.13,37,36,38,606.18,5.0,3,static_vehicle_data
2400.0,2700.0,473.0, P_to_KBJ_2,407.0,1638.5,405,168.0,133.0,10.0,2,74.99,3,118.25,101.75,5.46,1.35,49.03,0.83,13.77,1.6,29,29,31,454.7,2.0,3,static_vehicle_data
2700.0,3000.0,753.0, P_to_KBJ_2,608.0,2201.27,605,167.0,167.0,10.0,3,74.99,3,150.6,121.6,7.34,2.02,55.89,0.39,29.86,2.22,19,19,21,645.03,3.0,3,static_vehicle_data
3000.0,3300.0,1024.0, P_to_KBJ_2,705.0,1532.64,695,172.0,172.0,8.87,4,88.62,4,85.33,58.75,5.11,2.32,60.51,1.02,11.43,2.93,64,64,66,815.92,10.0,3,static_vehicle_data
3300.0,3600.0,952.0, P_to_KBJ_2,944.0,2290.14,938,175.0,170.0,10.0,4,84.98,4,119.0,118.0,7.63,3.13,61.55,0.44,26.74,3.42,34,32,36,995.38,6.0,3,static_vehicle_data
3600.0,3900.0,958.0, P_to_KBJ_2,680.0,2151.25,678,171.0,138.0,10.0,4,84.98,4,159.67,113.33,7.17,2.26,67.57,0.65,17.68,2.61,36,38,40,743.38,2.0,3,static_vehicle_data
3900.0,4200.0,689.0, P_to_KBJ_2,414.0,1934.92,412,178.0,168.0,9.69,2,76.87,4,172.25,103.5,6.45,1.37,60.38,1.42,8.35,1.85,52,54,54,503.09,2.0,3,static_vehicle_data
4200.0,4500.0,624.0, P_to_KBJ_2,624.0,2055.43,797,180.0,180.0,10.0,4,98.02,4,104.0,104.0,6.85,2.66,63.91,0.78,15.75,3.14,53,50,53,887.62,7.0,3,static_vehicle_data
4500.0,4800.0,803.0, P_to_KBJ_2,717.0,2375.72,714,171.0,142.0,10.0,3,69.98,5,133.83,119.5,7.92,2.38,59.16,0.62,18.93,2.71,36,36,39,774.19,3.0,3,static_vehicle_data
4800.0,4932.0,535.0, P_to_KBJ_2,241.0,800.59,241,179.0,82.0,10.0,3,64.98,3,178.33,80.33,6.07,1.83,45.79,0.83,14.19,2.17,15,18,18,272.29,0.0,3,static_vehicle_data
