interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts,random_seed,scenario
4200.0,4500.0,454.0, MRT_to_KB_001.37_4,297.0,1270.2,295,118.0,118.0,10.0,2,79.99,3,113.5,74.25,4.23,0.98,38.58,1.28,9.11,1.31,34,35,36,361.57,2.0,1,static_vehicle_data
4500.0,4800.0,0.0, MRT_to_KB_001.37_4,0.0,0.0,0,0.0,0.0,0.0,0,42.0,2,0.0,0.0,0.0,0.0,0.72,9.96,0.33,0.05,7,8,8,9.42,0.0,1,static_vehicle_data
4800.0,5082.0,0.0, MRT_to_KB_001.37_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,static_vehicle_data
0.0,300.0,310.0, MRT_to_KB_001.37_4,310.0,1005.88,304,101.0,101.0,10.0,3,76.45,3,51.67,51.67,3.35,1.01,26.07,0.46,20.38,1.16,16,16,16,336.68,6.0,2,static_vehicle_data
300.0,600.0,205.0, MRT_to_KB_001.37_4,205.0,647.54,299,82.0,82.0,9.65,4,68.91,4,34.17,34.17,2.16,1.0,17.24,0.45,24.53,1.14,13,13,13,330.1,7.0,2,static_vehicle_data
600.0,900.0,174.0, MRT_to_KB_001.37_4,174.0,725.32,167,101.0,101.0,10.0,2,74.09,2,24.86,24.86,2.42,0.56,21.52,0.88,11.68,0.7,16,14,16,199.32,7.0,2,static_vehicle_data
900.0,1200.0,485.0, MRT_to_KB_001.37_4,453.0,1453.52,443,106.0,106.0,10.0,3,69.98,3,44.09,41.18,4.85,1.48,32.06,0.39,23.9,1.69,18,19,20,491.89,10.0,2,static_vehicle_data
1200.0,1500.0,173.0, MRT_to_KB_001.37_4,173.0,728.25,165,86.0,86.0,9.01,2,92.34,3,21.62,21.62,2.43,0.55,25.23,0.91,11.38,0.73,16,17,17,207.72,8.0,2,static_vehicle_data
1500.0,1800.0,239.0, MRT_to_KB_001.37_4,239.0,1316.99,267,100.0,100.0,10.0,2,79.99,2,47.8,47.8,4.39,0.89,39.37,0.71,14.53,1.06,20,18,20,306.17,7.0,2,static_vehicle_data
1800.0,2100.0,398.0, MRT_to_KB_001.37_4,359.0,1760.41,355,106.0,93.0,10.0,2,74.99,2,66.33,59.83,5.87,1.18,37.35,0.58,19.03,1.37,18,18,20,397.23,4.0,2,static_vehicle_data
2100.0,2400.0,548.0, MRT_to_KB_001.37_4,366.0,971.77,360,114.0,93.0,10.0,4,80.91,4,68.5,45.75,3.24,1.2,27.49,0.78,13.39,1.45,27,29,29,412.61,6.0,2,static_vehicle_data
2400.0,2700.0,191.0, MRT_to_KB_001.37_4,191.0,830.41,265,75.0,75.0,10.0,3,69.98,4,38.2,38.2,2.77,0.88,23.47,0.61,18.03,1.06,16,16,16,301.77,6.0,2,static_vehicle_data
2700.0,3000.0,422.0, MRT_to_KB_001.37_4,422.0,1345.01,415,103.0,103.0,10.0,4,80.91,4,60.28,60.28,4.48,1.38,38.83,0.64,16.88,1.6,26,22,26,459.81,8.0,2,static_vehicle_data
3000.0,3300.0,776.0, MRT_to_KB_001.37_4,560.0,1618.97,556,118.0,104.0,10.0,4,80.91,4,97.0,70.0,5.4,1.85,42.82,0.33,27.62,2.03,17,20,21,594.5,4.0,2,static_vehicle_data
3300.0,3600.0,246.0, MRT_to_KB_001.37_4,246.0,1006.58,243,107.0,107.0,8.46,2,74.55,3,82.0,82.0,3.36,0.81,35.46,1.24,9.06,1.08,29,29,30,298.53,3.0,2,static_vehicle_data
3600.0,3900.0,243.0, MRT_to_KB_001.37_4,243.0,1281.15,287,108.0,108.0,10.0,2,74.06,2,48.6,48.6,4.27,0.96,39.27,1.07,9.45,1.2,32,31,33,337.55,5.0,2,static_vehicle_data
3900.0,4200.0,564.0, MRT_to_KB_001.37_4,537.0,2008.42,528,118.0,104.0,10.0,3,69.98,3,37.6,35.8,6.69,1.76,55.84,0.44,22.17,2.05,24,23,26,595.41,15.0,2,static_vehicle_data
4200.0,4500.0,445.0, MRT_to_KB_001.37_4,325.0,1405.71,357,114.0,114.0,10.0,3,82.0,5,31.79,23.21,4.68,1.19,40.84,0.85,11.55,1.53,32,34,35,429.93,15.0,2,static_vehicle_data
4500.0,4800.0,1.0, MRT_to_KB_001.37_4,1.0,0.0,0,1.0,1.0,0.0,0,62.5,3,1.0,1.0,0.0,0.0,1.73,6.61,0.97,0.09,9,10,10,19.15,1.0,2,static_vehicle_data
4800.0,5076.0,0.0, MRT_to_KB_001.37_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,static_vehicle_data
0.0,300.0,177.0, MRT_to_KB_001.37_4,177.0,742.21,174,98.0,98.0,8.4,2,73.93,3,59.0,59.0,2.47,0.58,24.46,0.79,12.83,0.73,15,15,15,204.54,3.0,3,static_vehicle_data
300.0,600.0,184.0, MRT_to_KB_001.37_4,184.0,506.1,178,60.0,60.0,8.75,3,67.43,3,30.67,30.67,1.69,0.59,15.49,0.95,10.97,0.76,18,18,18,212.35,6.0,3,static_vehicle_data
600.0,900.0,303.0, MRT_to_KB_001.37_4,303.0,774.89,296,95.0,95.0,10.0,3,69.98,3,43.28,43.28,2.58,0.99,21.6,0.39,24.31,1.12,13,10,13,325.53,7.0,3,static_vehicle_data
900.0,1200.0,546.0, MRT_to_KB_001.37_4,425.0,1362.92,413,102.0,102.0,10.0,3,75.81,4,36.4,28.33,4.54,1.37,36.48,0.43,23.62,1.6,16,18,19,463.48,12.0,3,static_vehicle_data
1200.0,1500.0,185.0, MRT_to_KB_001.37_4,185.0,896.72,184,94.0,94.0,9.95,2,78.72,2,92.5,92.5,2.99,0.61,26.54,0.86,11.23,0.77,17,18,18,214.78,3.0,3,static_vehicle_data
1500.0,1800.0,240.0, MRT_to_KB_001.37_4,240.0,1101.47,353,113.0,113.0,10.0,3,68.42,3,34.28,34.28,3.67,1.18,28.57,0.56,17.9,1.37,21,18,21,392.41,8.0,3,static_vehicle_data
1800.0,2100.0,548.0, MRT_to_KB_001.37_4,525.0,1732.85,520,97.0,92.0,10.0,3,69.98,3,78.28,75.0,5.78,1.73,40.9,0.39,24.76,1.92,19,19,22,560.32,5.0,3,static_vehicle_data
2100.0,2400.0,710.0, MRT_to_KB_001.37_4,438.0,1493.58,429,113.0,92.0,10.0,3,75.93,3,50.71,31.29,4.98,1.43,41.97,0.63,15.91,1.74,27,30,30,500.65,12.0,3,static_vehicle_data
2400.0,2700.0,202.0, MRT_to_KB_001.37_4,202.0,912.58,196,99.0,99.0,9.5,2,74.93,2,33.67,33.67,3.04,0.65,26.48,0.81,13.09,0.79,16,16,16,222.92,6.0,3,static_vehicle_data
2700.0,3000.0,340.0, MRT_to_KB_001.37_4,340.0,1395.04,333,90.0,90.0,10.0,3,79.99,3,48.57,48.57,4.65,1.11,37.14,0.68,14.89,1.31,24,21,24,375.62,7.0,3,static_vehicle_data
3000.0,3300.0,673.0, MRT_to_KB_001.37_4,513.0,1681.46,506,116.0,108.0,10.0,3,83.97,4,67.3,51.3,5.6,1.69,41.49,0.38,25.38,1.88,18,17,21,547.95,7.0,3,static_vehicle_data
3300.0,3600.0,305.0, MRT_to_KB_001.37_4,298.0,828.23,294,106.0,106.0,8.26,3,76.89,4,43.57,42.57,2.76,0.98,27.51,1.26,8.54,1.33,35,39,39,366.62,5.0,3,static_vehicle_data
3600.0,3900.0,339.0, MRT_to_KB_001.37_4,339.0,1067.4,333,110.0,110.0,10.0,3,62.5,3,56.5,56.5,3.56,1.11,26.81,1.11,9.78,1.41,37,34,37,392.74,6.0,3,static_vehicle_data
3900.0,4200.0,387.0, MRT_to_KB_001.37_4,366.0,1790.42,464,118.0,109.0,10.0,3,100.0,3,64.5,61.0,5.97,1.55,45.81,0.62,17.58,1.79,25,26,28,515.81,5.0,3,static_vehicle_data
4200.0,4500.0,471.0, MRT_to_KB_001.37_4,322.0,1538.54,431,116.0,116.0,10.0,3,79.94,4,33.64,23.0,5.13,1.44,40.83,0.76,14.39,1.83,32,33,34,518.69,15.0,3,static_vehicle_data
4500.0,4800.0,0.0, MRT_to_KB_001.37_4,0.0,0.0,0,0.0,0.0,0.0,0,44.15,2,0.0,0.0,0.0,0.0,1.08,7.9,0.76,0.06,6,7,7,11.94,0.0,3,static_vehicle_data
4800.0,4932.0,0.0, MRT_to_KB_001.37_4,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,static_vehicle_data
0.0,300.0,130.0, MRT_to_KB_001.37_5,130.0,559.49,126,61.0,61.0,9.59,2,75.86,2,32.5,32.5,1.86,0.42,17.03,0.97,11.95,0.55,12,12,12,154.25,5.0,1,static_vehicle_data
300.0,600.0,261.0, MRT_to_KB_001.37_5,261.0,974.56,254,105.0,105.0,8.24,2,62.35,3,32.62,32.62,3.25,0.85,28.92,0.47,27.78,1.0,10,10,10,287.48,10.0,1,static_vehicle_data
600.0,900.0,44.0, MRT_to_KB_001.37_5,44.0,386.86,84,29.0,29.0,7.75,2,67.5,2,14.67,14.67,1.29,0.28,14.96,1.42,7.61,0.41,13,13,13,109.63,5.0,1,static_vehicle_data
900.0,1200.0,567.0, MRT_to_KB_001.37_5,567.0,1790.83,645,105.0,105.0,10.0,4,69.98,4,70.88,70.88,5.97,2.15,45.99,0.25,52.06,2.33,13,13,13,689.06,11.0,1,static_vehicle_data
1200.0,1500.0,100.0, MRT_to_KB_001.37_5,100.0,483.62,99,52.0,52.0,9.93,2,73.19,2,50.0,50.0,1.61,0.33,13.89,0.71,15.73,0.4,7,7,7,116.0,3.0,1,static_vehicle_data
1500.0,1800.0,251.0, MRT_to_KB_001.37_5,251.0,556.71,246,86.0,86.0,10.0,3,67.88,3,50.2,50.2,1.86,0.82,16.89,0.34,32.88,0.92,8,8,8,269.56,5.0,1,static_vehicle_data
1800.0,2100.0,405.0, MRT_to_KB_001.37_5,405.0,1521.16,457,84.0,84.0,10.0,3,69.98,3,67.5,67.5,5.07,1.52,41.25,0.4,26.74,1.7,18,16,18,495.83,7.0,1,static_vehicle_data
2100.0,2400.0,565.0, MRT_to_KB_001.37_5,449.0,1233.73,442,90.0,90.0,9.1,3,71.0,3,62.78,49.89,4.11,1.47,34.77,0.28,31.14,1.62,13,12,15,476.93,7.0,1,static_vehicle_data
2400.0,2700.0,519.0, MRT_to_KB_001.37_5,391.0,1021.16,430,146.0,69.0,10.0,4,59.97,4,64.88,48.88,3.4,1.43,26.18,0.31,34.51,1.56,10,11,13,459.09,6.0,1,static_vehicle_data
2700.0,3000.0,342.0, MRT_to_KB_001.37_5,239.0,957.0,235,73.0,66.0,9.46,2,67.5,2,57.0,39.83,3.19,0.78,18.93,0.27,24.48,0.85,8,8,10,249.92,5.0,1,static_vehicle_data
3000.0,3300.0,407.0, MRT_to_KB_001.37_5,362.0,1479.77,422,109.0,105.0,10.0,3,79.98,3,81.4,72.4,4.93,1.41,43.82,0.42,27.94,1.58,14,16,16,460.77,4.0,1,static_vehicle_data
3300.0,3600.0,569.0, MRT_to_KB_001.37_5,569.0,1898.6,561,96.0,96.0,10.0,3,69.98,3,71.12,71.12,6.33,1.87,50.63,0.29,36.75,2.06,16,13,16,600.88,9.0,1,static_vehicle_data
3600.0,3900.0,664.0, MRT_to_KB_001.37_5,532.0,1723.53,533,150.0,150.0,10.0,3,69.98,3,83.0,66.5,5.75,1.78,43.03,0.48,21.7,2.02,23,26,26,584.73,8.0,1,static_vehicle_data
3900.0,4200.0,512.0, MRT_to_KB_001.37_5,512.0,1677.04,506,92.0,92.0,10.0,3,69.98,3,85.33,85.33,5.59,1.69,43.23,0.37,31.55,1.89,17,17,17,552.04,8.0,1,static_vehicle_data
4200.0,4500.0,176.0, MRT_to_KB_001.37_5,176.0,523.43,173,83.0,83.0,10.0,3,59.98,3,58.67,58.67,1.74,0.58,14.51,0.87,12.8,0.73,15,14,15,204.6,3.0,1,static_vehicle_data
4500.0,4800.0,170.0, MRT_to_KB_001.37_5,170.0,603.28,167,87.0,87.0,7.2,2,62.0,3,56.67,56.67,2.01,0.56,18.76,0.33,35.8,0.63,4,5,5,183.28,3.0,1,static_vehicle_data
4800.0,5082.0,0.0, MRT_to_KB_001.37_5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,1,static_vehicle_data
0.0,300.0,194.0, MRT_to_KB_001.37_5,194.0,516.03,190,57.0,57.0,9.44,2,74.14,2,48.5,48.5,1.72,0.63,16.61,0.67,17.31,0.76,12,11,12,218.69,4.0,2,static_vehicle_data
300.0,600.0,471.0, MRT_to_KB_001.37_5,432.0,1234.01,435,108.0,108.0,10.0,3,69.97,3,67.28,61.71,4.11,1.45,31.02,0.27,41.51,1.59,10,11,11,465.65,7.0,2,static_vehicle_data
600.0,900.0,169.0, MRT_to_KB_001.37_5,169.0,768.35,255,62.0,62.0,10.0,4,76.13,4,42.25,42.25,2.56,0.85,23.26,0.61,18.36,1.0,15,15,15,288.01,6.0,2,static_vehicle_data
900.0,1200.0,488.0, MRT_to_KB_001.37_5,488.0,1358.56,474,109.0,109.0,9.97,3,69.63,3,34.86,34.86,4.53,1.58,37.67,0.35,33.97,1.78,15,15,15,522.93,14.0,2,static_vehicle_data
1200.0,1500.0,60.0, MRT_to_KB_001.37_5,60.0,118.0,59,60.0,60.0,2.0,1,53.0,2,60.0,60.0,0.39,0.2,5.4,1.27,8.6,0.28,8,8,8,75.93,1.0,2,static_vehicle_data
1500.0,1800.0,163.0, MRT_to_KB_001.37_5,163.0,440.47,157,80.0,80.0,9.79,3,67.84,3,27.17,27.17,1.47,0.52,14.69,0.72,16.15,0.66,11,11,11,187.7,8.0,2,static_vehicle_data
1800.0,2100.0,404.0, MRT_to_KB_001.37_5,404.0,1638.93,398,91.0,91.0,10.0,3,71.22,3,67.33,67.33,5.46,1.33,48.87,0.29,32.38,1.46,13,12,13,429.91,6.0,2,static_vehicle_data
2100.0,2400.0,502.0, MRT_to_KB_001.37_5,411.0,1227.15,401,114.0,85.0,10.0,3,69.98,3,45.64,37.36,4.09,1.34,36.55,0.33,30.6,1.49,13,11,14,438.18,10.0,2,static_vehicle_data
2400.0,2700.0,515.0, MRT_to_KB_001.37_5,384.0,1271.65,375,146.0,77.0,10.0,3,73.0,3,42.92,32.0,4.24,1.25,35.65,0.32,33.4,1.4,9,10,12,410.77,9.0,2,static_vehicle_data
2700.0,3000.0,183.0, MRT_to_KB_001.37_5,69.0,174.41,68,83.0,55.0,9.3,2,73.0,2,61.0,23.0,0.58,0.23,6.19,0.88,10.31,0.28,5,7,7,77.34,1.0,2,static_vehicle_data
3000.0,3300.0,337.0, MRT_to_KB_001.37_5,337.0,1050.7,334,92.0,92.0,9.24,3,62.5,3,84.25,84.25,3.5,1.11,29.0,0.54,23.72,1.28,15,15,15,370.15,5.0,2,static_vehicle_data
3300.0,3600.0,359.0, MRT_to_KB_001.37_5,359.0,1135.01,353,93.0,93.0,8.06,2,70.63,2,59.83,59.83,3.78,1.18,36.76,0.49,23.55,1.35,16,14,16,390.48,6.0,2,static_vehicle_data
3600.0,3900.0,335.0, MRT_to_KB_001.37_5,243.0,970.92,241,98.0,75.0,10.0,2,77.36,2,83.75,60.75,3.24,0.8,30.04,1.1,9.79,1.04,25,26,27,288.14,2.0,2,static_vehicle_data
3900.0,4200.0,657.0, MRT_to_KB_001.37_5,657.0,2099.78,638,94.0,94.0,10.0,3,70.0,3,34.58,34.58,7.0,2.13,51.94,0.29,34.16,2.38,19,17,20,698.45,19.0,2,static_vehicle_data
4200.0,4500.0,493.0, MRT_to_KB_001.37_5,342.0,1473.42,474,102.0,102.0,10.0,3,69.49,3,54.78,38.0,4.91,1.58,35.56,0.38,25.3,1.79,17,19,20,520.44,11.0,2,static_vehicle_data
4500.0,4800.0,165.0, MRT_to_KB_001.37_5,161.0,622.62,160,91.0,87.0,7.75,2,67.5,2,82.5,80.5,2.08,0.53,19.45,0.35,33.69,0.6,4,5,5,173.1,1.0,2,static_vehicle_data
4800.0,5076.0,0.0, MRT_to_KB_001.37_5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,2,static_vehicle_data
0.0,300.0,170.0, MRT_to_KB_001.37_5,170.0,560.02,167,60.0,60.0,10.0,3,69.98,3,56.67,56.67,1.87,0.56,15.51,0.67,16.51,0.67,11,11,11,191.23,3.0,3,static_vehicle_data
300.0,600.0,323.0, MRT_to_KB_001.37_5,323.0,1033.76,353,95.0,95.0,9.53,3,74.13,3,80.75,80.75,3.45,1.18,30.11,0.32,36.7,1.29,10,10,10,376.06,5.0,3,static_vehicle_data
600.0,900.0,297.0, MRT_to_KB_001.37_5,297.0,1253.33,372,93.0,93.0,10.0,3,100.0,3,49.5,49.5,4.18,1.24,36.86,0.42,30.47,1.4,13,11,13,408.78,7.0,3,static_vehicle_data
900.0,1200.0,658.0, MRT_to_KB_001.37_5,640.0,1770.11,630,97.0,97.0,10.0,4,68.84,4,50.62,49.23,5.9,2.1,38.96,0.23,44.3,2.3,13,15,15,676.14,12.0,3,static_vehicle_data
1200.0,1500.0,201.0, MRT_to_KB_001.37_5,201.0,758.41,197,55.0,55.0,10.0,3,65.54,3,50.25,50.25,2.53,0.66,21.37,0.44,23.15,0.73,9,9,9,215.31,4.0,3,static_vehicle_data
1500.0,1800.0,240.0, MRT_to_KB_001.37_5,240.0,1520.68,348,83.0,83.0,10.0,2,79.99,2,80.0,80.0,5.07,1.16,31.89,0.26,45.31,1.26,8,8,8,369.24,4.0,3,static_vehicle_data
1800.0,2100.0,151.0, MRT_to_KB_001.37_5,151.0,246.34,148,70.0,70.0,9.33,2,68.14,2,50.33,50.33,0.82,0.49,9.63,0.81,12.56,0.62,13,12,13,173.25,3.0,3,static_vehicle_data
2100.0,2400.0,232.0, MRT_to_KB_001.37_5,232.0,981.03,274,81.0,81.0,10.0,3,79.99,3,29.0,29.0,3.27,0.91,30.29,0.53,18.98,1.09,15,14,16,315.98,10.0,3,static_vehicle_data
2400.0,2700.0,405.0, MRT_to_KB_001.37_5,347.0,833.79,340,111.0,69.0,10.0,4,69.97,4,45.0,38.55,2.78,1.13,23.95,0.39,27.83,1.28,11,12,13,372.38,8.0,3,static_vehicle_data
2700.0,3000.0,43.0, MRT_to_KB_001.37_5,6.0,20.48,6,43.0,6.0,3.41,1,53.0,1,43.0,6.0,0.07,0.02,1.48,4.43,1.12,0.06,7,8,8,13.25,0.0,3,static_vehicle_data
3000.0,3300.0,426.0, MRT_to_KB_001.37_5,426.0,1512.61,474,96.0,96.0,10.0,3,69.98,3,71.0,71.0,5.04,1.58,39.0,0.4,29.44,1.77,17,16,17,515.54,7.0,3,static_vehicle_data
3300.0,3600.0,496.0, MRT_to_KB_001.37_5,496.0,1440.72,491,104.0,104.0,10.0,4,79.99,4,62.0,62.0,4.8,1.64,40.4,0.39,24.84,1.83,20,17,21,536.05,8.0,3,static_vehicle_data
3600.0,3900.0,657.0, MRT_to_KB_001.37_5,503.0,1918.87,584,103.0,91.0,10.0,4,77.85,4,82.12,62.88,6.4,1.95,50.48,0.52,22.97,2.22,23,26,27,644.2,7.0,3,static_vehicle_data
3900.0,4200.0,555.0, MRT_to_KB_001.37_5,555.0,2169.35,547,93.0,93.0,10.0,3,79.99,3,69.38,69.38,7.23,1.82,59.4,0.38,30.52,2.04,18,17,19,596.09,9.0,3,static_vehicle_data
4200.0,4500.0,504.0, MRT_to_KB_001.37_5,404.0,1520.78,402,98.0,98.0,10.0,3,76.16,3,50.4,40.4,5.07,1.34,43.37,0.35,31.15,1.53,12,14,14,448.22,10.0,3,static_vehicle_data
4500.0,4800.0,228.0, MRT_to_KB_001.37_5,228.0,673.51,225,80.0,80.0,9.1,3,71.0,3,76.0,76.0,2.25,0.75,19.26,0.38,34.3,0.84,7,7,7,246.85,3.0,3,static_vehicle_data
4800.0,4932.0,0.0, MRT_to_KB_001.37_5,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,3,static_vehicle_data
0.0,300.0,46.0, P_to_KBJ_1,46.0,103.75,44,25.0,25.0,4.83,2,42.0,2,23.0,23.0,0.35,0.15,3.5,1.06,9.65,0.19,5,3,5,52.32,2.0,1,static_vehicle_data
300.0,600.0,367.0, P_to_KBJ_1,321.0,1155.84,318,109.0,109.0,8.85,3,78.5,3,73.4,64.2,3.85,1.06,35.42,0.23,47.47,1.15,5,7,7,338.38,4.0,1,static_vehicle_data
600.0,900.0,30.0, P_to_KBJ_1,30.0,104.03,28,15.0,15.0,7.58,2,55.9,2,15.0,15.0,0.35,0.09,3.65,1.62,7.14,0.15,5,5,5,40.42,2.0,1,static_vehicle_data
900.0,1200.0,165.0, P_to_KBJ_1,165.0,440.56,161,76.0,76.0,9.48,3,74.72,3,41.25,41.25,1.47,0.54,14.4,0.28,34.01,0.59,5,2,5,173.53,4.0,1,static_vehicle_data
1200.0,1500.0,445.0, P_to_KBJ_1,321.0,995.65,320,178.0,104.0,9.47,3,74.72,3,111.25,80.25,3.32,1.07,27.65,0.29,36.95,1.16,6,8,9,339.64,2.0,1,static_vehicle_data
1500.0,1800.0,184.0, P_to_KBJ_1,172.0,448.51,168,58.0,58.0,9.22,3,72.22,3,36.8,34.4,1.5,0.56,13.86,0.51,22.78,0.66,7,8,8,189.36,4.0,1,static_vehicle_data
1800.0,2100.0,436.0, P_to_KBJ_1,436.0,1452.91,431,146.0,146.0,10.0,3,72.5,3,87.2,87.2,4.84,1.44,34.48,0.45,28.51,1.63,16,14,16,471.26,5.0,1,static_vehicle_data
2100.0,2400.0,379.0, P_to_KBJ_1,356.0,1338.63,352,147.0,136.0,8.92,3,71.22,3,63.17,59.33,4.46,1.17,40.79,0.43,24.56,1.31,13,12,15,380.72,4.0,1,static_vehicle_data
2400.0,2700.0,579.0, P_to_KBJ_1,495.0,1337.89,491,104.0,104.0,10.0,4,69.98,4,82.71,70.71,4.46,1.64,34.19,0.22,42.41,1.75,9,9,12,516.96,4.0,1,static_vehicle_data
2700.0,3000.0,694.0, P_to_KBJ_1,476.0,1203.95,470,113.0,112.0,10.0,4,74.24,4,77.11,52.89,4.01,1.57,33.43,0.35,33.46,1.76,12,15,15,514.82,6.0,1,static_vehicle_data
3000.0,3300.0,236.0, P_to_KBJ_1,236.0,721.94,231,78.0,78.0,8.83,3,68.25,3,47.2,47.2,2.41,0.77,22.29,0.74,15.48,0.92,16,14,16,261.96,5.0,1,static_vehicle_data
3300.0,3600.0,471.0, P_to_KBJ_1,444.0,1705.63,441,138.0,116.0,9.67,3,76.78,3,94.2,88.8,5.69,1.47,46.42,0.24,45.53,1.57,8,8,10,463.59,3.0,1,static_vehicle_data
3600.0,3900.0,545.0, P_to_KBJ_1,384.0,1634.37,382,148.0,148.0,9.67,2,76.72,2,136.25,96.0,5.45,1.27,44.51,0.57,21.76,1.5,17,18,19,431.54,3.0,1,static_vehicle_data
3900.0,4200.0,296.0, P_to_KBJ_1,296.0,1193.16,293,149.0,149.0,8.22,2,62.12,3,98.67,98.67,3.98,0.98,34.38,0.86,13.95,1.21,22,22,23,343.05,3.0,1,static_vehicle_data
4200.0,4500.0,722.0, P_to_KBJ_1,722.0,1958.41,714,143.0,143.0,10.0,5,119.74,5,90.25,90.25,6.51,2.37,64.53,0.11,66.85,2.5,10,6,11,741.31,8.0,1,static_vehicle_data
4500.0,4800.0,1224.0, P_to_KBJ_1,859.0,2276.0,858,163.0,157.0,10.0,5,119.74,5,122.4,85.9,7.59,2.86,74.62,0.43,25.24,3.23,31,33,36,938.84,6.0,1,static_vehicle_data
4800.0,5082.0,795.0, P_to_KBJ_1,371.0,1450.61,368,173.0,160.0,10.0,3,69.98,3,132.5,61.83,5.14,1.3,41.39,0.34,35.25,1.44,8,11,11,398.22,3.0,1,static_vehicle_data
0.0,300.0,123.0, P_to_KBJ_1,123.0,327.0,120,76.0,76.0,10.0,3,69.98,3,41.0,41.0,1.09,0.4,9.44,0.34,25.16,0.44,5,2,5,128.96,3.0,2,static_vehicle_data
300.0,600.0,478.0, P_to_KBJ_1,355.0,1091.46,353,139.0,112.0,10.0,3,69.98,3,95.6,71.0,3.64,1.18,28.61,0.25,45.71,1.26,5,8,8,372.89,2.0,2,static_vehicle_data
600.0,900.0,15.0, P_to_KBJ_1,15.0,87.5,14,15.0,15.0,6.25,1,62.5,1,15.0,15.0,0.29,0.05,4.06,2.74,3.91,0.1,5,5,5,24.47,1.0,2,static_vehicle_data
900.0,1200.0,165.0, P_to_KBJ_1,165.0,430.9,161,76.0,76.0,10.0,3,69.98,3,41.25,41.25,1.44,0.54,13.42,0.26,34.19,0.59,5,2,5,174.05,4.0,2,static_vehicle_data
1200.0,1500.0,422.0, P_to_KBJ_1,299.0,984.76,298,172.0,98.0,10.0,3,69.98,3,105.5,74.75,3.28,0.99,24.88,0.32,34.39,1.08,6,8,9,317.42,1.0,2,static_vehicle_data
1500.0,1800.0,115.0, P_to_KBJ_1,107.0,406.6,104,49.0,49.0,8.58,2,65.72,2,28.75,26.75,1.36,0.35,14.26,0.78,14.88,0.44,7,8,8,125.89,4.0,2,static_vehicle_data
1800.0,2100.0,414.0, P_to_KBJ_1,414.0,1288.58,409,141.0,141.0,9.08,3,70.76,3,82.8,82.8,4.3,1.36,37.42,0.49,24.2,1.56,18,16,18,451.79,5.0,2,static_vehicle_data
2100.0,2400.0,391.0, P_to_KBJ_1,371.0,1533.72,368,156.0,145.0,10.0,3,79.98,3,78.2,74.2,5.11,1.23,42.47,0.39,27.48,1.36,12,11,14,396.36,3.0,2,static_vehicle_data
2400.0,2700.0,574.0, P_to_KBJ_1,492.0,1404.07,489,104.0,104.0,10.0,4,79.98,4,82.0,70.28,4.68,1.63,38.38,0.22,39.13,1.76,10,9,13,517.35,5.0,2,static_vehicle_data
2700.0,3000.0,583.0, P_to_KBJ_1,307.0,1083.1,304,117.0,112.0,10.0,4,69.97,4,83.28,43.86,3.61,1.01,30.27,0.49,21.81,1.18,11,14,15,340.17,3.0,2,static_vehicle_data
3000.0,3300.0,333.0, P_to_KBJ_1,307.0,1163.5,301,128.0,128.0,9.12,2,71.22,3,41.62,38.38,3.88,1.0,38.85,0.6,16.66,1.21,19,18,20,348.32,9.0,2,static_vehicle_data
3300.0,3600.0,542.0, P_to_KBJ_1,474.0,1831.56,471,153.0,112.0,9.83,3,71.22,3,108.4,94.8,6.11,1.57,47.29,0.16,53.66,1.65,7,6,9,488.46,3.0,2,static_vehicle_data
3600.0,3900.0,1014.0, P_to_KBJ_1,763.0,2024.03,759,155.0,155.0,10.0,4,68.25,4,144.86,109.0,6.75,2.53,46.69,0.25,46.42,2.73,14,16,17,803.83,4.0,2,static_vehicle_data
