interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 188.00, CMB_to_KBJ_001_3, 188.00, 493.05, 185, 87.00, 87.00, 10.00, 3, 69.98, 3, 62.67, 62.67, 1.64, 0.62, 13.69, 0.30, 28.05, 0.69, 7, 7, 7, 200.07, 3.00
300.00, 600.00, 90.00, CMB_to_KBJ_001_3, 90.00, 449.04, 87, 42.00, 42.00, 8.20, 2, 87.20, 2, 30.00, 30.00, 1.50, 0.29, 16.14, 0.82, 12.85, 0.38, 8, 8, 8, 108.13, 5.00
600.00, 900.00, 140.00, CMB_to_KBJ_001_3, 140.00, 519.21, 138, 95.00, 95.00, 8.85, 2, 68.42, 2, 70.00, 70.00, 1.73, 0.46, 15.97, 0.33, 24.62, 0.52, 6, 6, 6, 151.01, 3.00
900.00, 1200.00, 89.00, CMB_to_KBJ_001_3, 89.00, 655.32, 86, 53.00, 53.00, 7.83, 1, 97.67, 2, 29.67, 29.67, 2.18, 0.29, 24.26, 0.74, 13.96, 0.36, 7, 7, 7, 102.41, 3.00
1200.00, 1500.00, 131.00, CMB_to_KBJ_001_3, 131.00, 489.13, 131, 69.00, 69.00, 9.89, 2, 100.00, 2, 32.75, 32.75, 1.63, 0.44, 16.23, 0.51, 18.24, 0.51, 8, 6, 8, 150.63, 6.00
1500.00, 1800.00, 101.00, CMB_to_KBJ_001_3, 61.00, 561.33, 67, 53.00, 53.00, 9.87, 2, 100.00, 3, 50.50, 30.50, 1.87, 0.22, 20.67, 1.15, 7.61, 0.33, 9, 11, 11, 90.11, 2.00
1800.00, 2100.00, 80.00, CMB_to_KBJ_001_3, 80.00, 271.00, 76, 32.00, 32.00, 10.00, 2, 74.99, 2, 20.00, 20.00, 0.90, 0.25, 8.97, 1.08, 7.70, 0.35, 12, 10, 12, 99.08, 5.00
2100.00, 2400.00, 220.00, CMB_to_KBJ_001_3, 198.00, 711.48, 195, 101.00, 101.00, 7.64, 2, 91.00, 3, 44.00, 39.60, 2.37, 0.65, 23.15, 0.48, 19.18, 0.75, 9, 11, 11, 217.20, 4.00
2400.00, 2700.00, 87.00, CMB_to_KBJ_001_3, 87.00, 425.60, 84, 50.00, 50.00, 10.00, 1, 100.00, 1, 29.00, 29.00, 1.42, 0.28, 16.58, 0.82, 9.81, 0.36, 10, 9, 10, 103.11, 5.00
2700.00, 3000.00, 247.00, CMB_to_KBJ_001_3, 197.00, 517.42, 194, 78.00, 78.00, 10.00, 3, 100.00, 3, 49.40, 39.40, 1.72, 0.65, 17.65, 0.61, 15.59, 0.78, 13, 14, 14, 226.55, 6.00
3000.00, 3300.00, 50.00, CMB_to_KBJ_001_3, 50.00, 461.55, 47, 47.00, 47.00, 10.00, 1, 100.00, 2, 16.67, 16.67, 1.54, 0.16, 18.23, 1.60, 7.07, 0.25, 9, 8, 9, 70.77, 4.00
3300.00, 3600.00, 235.00, CMB_to_KBJ_001_3, 233.00, 661.04, 227, 71.00, 71.00, 10.00, 3, 93.20, 3, 33.57, 33.28, 2.20, 0.76, 20.63, 0.60, 19.26, 0.90, 12, 13, 13, 259.90, 6.00
3600.00, 3601.00, 0.00, CMB_to_KBJ_001_3, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
