interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 304.00, MRT_to_KB_001.37_4, 304.00, 1005.85, 303, 105.00, 105.00, 10.00, 3, 69.98, 3, 43.43, 43.43, 3.35, 1.01, 26.85, 0.56, 19.36, 1.18, 17, 17, 17, 342.75, 8.00
300.00, 600.00, 309.00, MRT_to_KB_001.37_4, 309.00, 1030.18, 296, 82.00, 82.00, 10.00, 3, 79.98, 3, 20.60, 20.60, 3.43, 0.99, 34.31, 0.64, 17.25, 1.25, 20, 20, 20, 361.57, 17.00
600.00, 900.00, 279.00, MRT_to_KB_001.37_4, 279.00, 912.08, 272, 71.00, 71.00, 10.00, 3, 69.98, 3, 39.86, 39.86, 3.04, 0.91, 24.30, 0.67, 14.94, 1.10, 20, 17, 20, 314.21, 7.00
900.00, 1200.00, 379.00, MRT_to_KB_001.37_4, 299.00, 884.81, 293, 92.00, 62.00, 10.00, 4, 78.04, 4, 42.11, 33.22, 2.95, 0.98, 22.10, 0.67, 16.88, 1.17, 16, 19, 19, 336.55, 6.00
1200.00, 1500.00, 360.00, MRT_to_KB_001.37_4, 360.00, 1122.77, 353, 71.00, 71.00, 10.00, 3, 69.98, 3, 45.00, 45.00, 3.74, 1.18, 29.06, 0.59, 15.08, 1.38, 25, 22, 25, 393.30, 9.00
1500.00, 1800.00, 375.00, MRT_to_KB_001.37_4, 222.00, 702.04, 217, 68.00, 68.00, 10.00, 3, 69.98, 3, 31.25, 18.50, 2.34, 0.72, 19.06, 0.94, 10.84, 0.96, 20, 23, 23, 267.74, 10.00
1800.00, 2100.00, 479.00, MRT_to_KB_001.37_4, 479.00, 1522.13, 467, 89.00, 89.00, 10.00, 3, 69.98, 3, 39.92, 39.92, 5.07, 1.56, 41.41, 0.47, 22.90, 1.79, 22, 19, 22, 521.10, 12.00
2100.00, 2400.00, 444.00, MRT_to_KB_001.37_4, 216.00, 692.92, 211, 98.00, 73.00, 10.00, 3, 100.00, 3, 55.50, 27.00, 2.31, 0.70, 22.22, 1.25, 8.47, 1.01, 27, 30, 30, 279.89, 5.00
2400.00, 2700.00, 403.00, MRT_to_KB_001.37_4, 403.00, 1534.85, 396, 97.00, 97.00, 10.00, 3, 79.99, 3, 57.57, 57.57, 5.12, 1.32, 41.09, 0.40, 25.99, 1.47, 16, 14, 16, 428.36, 7.00
2700.00, 3000.00, 345.00, MRT_to_KB_001.37_4, 217.00, 1082.57, 292, 92.00, 83.00, 10.00, 3, 79.99, 3, 31.36, 19.73, 3.61, 0.97, 32.02, 0.89, 11.30, 1.30, 28, 30, 30, 362.45, 10.00
3000.00, 3300.00, 397.00, MRT_to_KB_001.37_4, 397.00, 1017.57, 390, 76.00, 76.00, 10.00, 4, 59.98, 4, 56.71, 56.71, 3.39, 1.30, 23.36, 0.44, 20.49, 1.46, 20, 17, 20, 423.56, 7.00
3300.00, 3600.00, 502.00, MRT_to_KB_001.37_4, 396.00, 1270.33, 385, 91.00, 91.00, 10.00, 3, 79.05, 3, 31.38, 24.75, 4.23, 1.28, 38.16, 0.78, 12.48, 1.63, 32, 35, 35, 463.62, 14.00
3600.00, 3601.00, 0.00, MRT_to_KB_001.37_4, 0.00, 0.00, 0, 0.00, 0.00, 0.00, 0, 0.00, 0, 0.00, 0.00, 0.00, 0.00, 0.00, -1.00, -1.00, 0.00, 0, 0, 0, 0.00, 0.00
