interval_begin, interval_end, interval_haltingDurationSum, interval_id, interval_intervalHaltingDurationSum, interval_jamLengthInMetersSum, interval_jamLengthInVehiclesSum, interval_maxHaltingDuration, interval_maxIntervalHaltingDuration, interval_maxJamLengthInMeters, interval_maxJamLengthInVehicles, interval_maxOccupancy, interval_maxVehicleNumber, interval_meanHaltingDuration, interval_meanIntervalHaltingDuration, interval_meanMaxJamLengthInMeters, interval_meanMaxJamLengthInVehicles, interval_meanOccupancy, interval_meanSpeed, interval_meanTimeLoss, interval_meanVehicleNumber, interval_nVehEntered, interval_nVehLeft, interval_nVehSeen, interval_sampledSeconds, interval_startedHalts
0.00, 300.00, 142.00, MRT_to_KB_001.37_5, 142.00, 540.99, 175, 42.00, 42.00, 10.00, 3, 69.98, 3, 28.40, 28.40, 1.80, 0.58, 15.37, 0.75, 16.15, 0.72, 12, 12, 12, 204.90, 7.00
300.00, 600.00, 234.00, MRT_to_KB_001.37_5, 234.00, 827.16, 228, 52.00, 52.00, 9.85, 3, 72.36, 3, 29.25, 29.25, 2.76, 0.76, 24.85, 0.65, 18.28, 0.93, 14, 14, 14, 269.31, 9.00
600.00, 900.00, 123.00, MRT_to_KB_001.37_5, 123.00, 671.20, 240, 69.00, 69.00, 9.97, 3, 69.62, 3, 30.75, 30.75, 2.24, 0.80, 17.88, 0.49, 25.66, 0.92, 10, 10, 10, 266.30, 6.00
900.00, 1200.00, 337.00, MRT_to_KB_001.37_5, 337.00, 1018.16, 330, 63.00, 63.00, 10.00, 4, 79.99, 4, 42.12, 42.12, 3.39, 1.10, 28.29, 0.40, 32.48, 1.27, 11, 11, 11, 368.17, 9.00
1200.00, 1500.00, 27.00, MRT_to_KB_001.37_5, 27.00, 24.09, 25, 26.00, 26.00, 0.99, 1, 53.00, 1, 13.50, 13.50, 0.08, 0.08, 1.91, 2.71, 3.09, 0.15, 10, 10, 10, 38.03, 2.00
1500.00, 1800.00, 200.00, MRT_to_KB_001.37_5, 200.00, 660.89, 198, 111.00, 111.00, 8.69, 3, 66.85, 3, 40.00, 40.00, 2.20, 0.66, 21.02, 0.47, 21.12, 0.76, 10, 7, 10, 218.89, 6.00
1800.00, 2100.00, 432.00, MRT_to_KB_001.37_5, 239.00, 684.80, 232, 118.00, 72.00, 10.00, 3, 69.98, 3, 39.27, 21.73, 2.28, 0.77, 21.44, 0.58, 17.73, 0.96, 12, 15, 15, 277.79, 10.00
2100.00, 2400.00, 381.00, MRT_to_KB_001.37_5, 381.00, 1462.89, 387, 82.00, 82.00, 10.00, 3, 100.00, 3, 47.62, 47.62, 4.88, 1.29, 43.62, 0.33, 34.38, 1.44, 12, 10, 12, 423.08, 10.00
2400.00, 2700.00, 480.00, MRT_to_KB_001.37_5, 347.00, 1021.97, 338, 101.00, 88.00, 10.00, 3, 79.35, 3, 43.64, 31.55, 3.41, 1.13, 29.72, 0.54, 19.56, 1.33, 17, 17, 19, 386.71, 9.00
2700.00, 3000.00, 133.00, MRT_to_KB_001.37_5, 126.00, 648.14, 198, 45.00, 45.00, 10.00, 3, 79.98, 3, 26.60, 25.20, 2.16, 0.66, 19.37, 0.57, 16.53, 0.78, 11, 13, 13, 224.21, 5.00
3000.00, 3300.00, 204.00, MRT_to_KB_001.37_5, 204.00, 504.08, 197, 49.00, 49.00, 10.00, 4, 69.97, 4, 29.14, 29.14, 1.68, 0.66, 14.76, 0.88, 13.52, 0.83, 16, 16, 16, 231.95, 7.00
3300.00, 3600.00, 405.00, MRT_to_KB_001.37_5, 405.00, 1724.84, 429, 84.00, 84.00, 10.00, 3, 79.63, 3, 36.82, 36.82, 5.75, 1.43, 49.02, 0.57, 20.38, 1.69, 23, 21, 23, 488.84, 13.00
3600.00, 3601.00, 63.00, MRT_to_KB_001.37_5, 2.00, 9.61, 2, 36.00, 1.00, 9.61, 2, 76.13, 2, 31.50, 1.00, 9.61, 2.00, 76.13, 0.00, 1.00, 2.00, 0, 0, 2, 2.00, 0.00
